sentence_id,tokens,ner_tags
316.txt_148,Two years later he played a soldier in Oliver Stone 's Vietnam epic Platoon .,O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O
316.txt_174,He played undercover cop Tommy Hanson in the US series 21 Jump Street for three years from 1987 .,O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O
316.txt_219,"He won plaudits in 1993 for the downbeat film What 's Eating Gilbert Grape , where he played a sensitive youth looking after an overweight mother and a retarded younger brother , played by Leonardo DiCaprio .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
316.txt_256,"Another role under Burton , Ed Wood , starred Depp as the crazed cult film - maker Wood , in 1994 .",O O O B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR O O O O
316.txt_336,Two years later he played Hunter S Thompson in Terry Gilliam 's ambitious but poorly - received big screen adaptation of Fear and Loathing in Las Vegas .,O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
316.txt_364,"He worked again with Tim Burton in the 1999 horror film Sleepy Hollow , and appeared opposite Dame Judi Dench and Juliette Binoche in Chocolat .",O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O
316.txt_427,His latest role in Finding Neverland explored JM Barrie 's relationship with Sylvia ( Kate Winslet ) and her children .,O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O
385.txt_0,"Hobbit picture ' four years away ' 

 Lord of the Rings director Peter Jackson has said that it will be up to four years before he starts work on a film version of The Hobbit .",O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O
385.txt_97,The rights to JRR Tolkien 's book are split between two major film studios .,O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O
385.txt_112,"Jackson , who is currently filming a remake of Hollywood classic King Kong , said he thought that the sale of MGM studios to the Sony Corporation would cast further uncertainty on the project .",B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
385.txt_233,"Jackson is thought to have secured the most lucrative film directing deal in history to remake King Kong , which is currently in production in Wellington .",B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O
361.txt_8,Super Size Me director Morgan Spurlock has won the Writers Guild of America 's award for documentary feature writing .,O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O
329.txt_93,Submission was made with liberal Somali - Dutch politician Ayaan Hirsi Ali and was due to be shown on 30 January .,O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O
365.txt_0,Tarantino to direct CSI episode,B-ACTOR-DIRECTOR O O O O
365.txt_6,Film director Quentin Tarantino is to direct an episode of US television series CSI : Crime Scene Investigation .,O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O
012.txt_0,Neeson in bid to revive theatre,B-ACTOR-DIRECTOR O O O O O
224.txt_8,"Actor Colin Farrell is to make his debut on US television in medical sitcom Scrubs , according to Hollywood newspaper Daily Variety .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O
224.txt_161,Farrell is pencilled in to play the role of Crockett in a film version of 1980s police drama Miami Vice .,B-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O
224.txt_217,"Other film stars to have appeared in Scrubs include Heather Graham , while Friends actor Matthew Perry has guest - starred and directed an episode of the show .",O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O
224.txt_246,"Its leading star , Zach Braff , has recently been seen on the big screen in Garden State , which he also directed .",O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O
050.txt_8,Actor Bruce Willis is suing Revolution Studios over an injury he said he suffered while making Tears of the Sun .,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O
050.txt_128,"Directed by Antoine Fuqua , the film was poorly received by critics and did not perform strongly at the box office .",O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O
098.txt_0,Da Vinci film to star Tom Hanks,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR
098.txt_8,"Actor Tom Hanks and director Ron Howard are reuniting for The Da Vinci Code , an adaptation of the international best - selling novel by Dan Brown .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
098.txt_55,"Hanks will play Robert Langdon , who is trying to solve the murder of a member of an ancient society that has protected dark secrets for centuries .",B-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O
098.txt_114,"Hanks is one of Hollywood 's most bankable stars , with his presence in a movie almost guaranteeing box office success .",B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O
098.txt_136,"Brown 's book has become a publishing phenomenon , consistently topping book charts in the UK and US .",B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O
030.txt_58,But the director award went to Clint Eastwood for Million Dollar Baby .,O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O
030.txt_193,Scrubs star Zach Braff was named best new director for his debut Garden State .,O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
176.txt_168,"Matt LeBlanc is starring in a Friends spin - off sitcom , charting Joey 's fortunes in Los Angeles as he pursues his acting career .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O
176.txt_253,"Matthew Perry , who played Chandler , has appeared on the West End stage , and has a film , The Beginning Of Wisdom , currently in production .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O
176.txt_282,"And David Schwimmer ( Ross ) directed during his time on Friends , and has also worked on Joey . 
",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
009.txt_107,"Despite enjoying Dan Brown 's conspiracy theory , the Bishop said there was a lack of evidence to back up its claims .",O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O
009.txt_164,""" Dan Brown is the best writer I 've come across in the genre , but anyone who knows anything about 1st century history will see that this underlying material is laughable . """,O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
009.txt_238,""" We have literally a hundred times more early manuscripts for the gospels and letters in the New Testament than we have for the main classical authors like Cicero , Virgil and Tacitus .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O
009.txt_314,"Brown 's book has become a publishing phenomenon , consistently topping book charts in the UK and US .",B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O
369.txt_96,"McKendry 's entry , Everything In This Country Must , forces British soldiers and Catholics to challenge their relationship during the troubles in Northern Ireland .",B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O
230.txt_85,Aaliyah had completed a music video when the plane crashed in the Bahamas .,B-MUSICIAN O O O O O O O O O O O O O
230.txt_186,Aaliyah was a rising star in music and film before she was killed .,B-MUSICIAN O O O O O O O O O O O O O
196.txt_5,"The Office 's Ricky Gervais is writing an episode of hit US cartoon The Simpsons , following an invitation from its creator Matt Groening .",O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O
196.txt_242,"At the British Comedy Awards on Wednesday , Gervais was handed a special achievement award for writing .",O O O O O O O O B-AUTHOR-WRITER O O O O O O O O O
086.txt_119,The Aviator is also widely tipped to win the best director prize for Martin Scorsese .,O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
086.txt_209,"Mike Leigh is the outsider in the best director category for Vera Drake , a position he holds jointly with Ray 's Taylor Hackford at bookmakers VC Bet .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O
350.txt_211,"Ray director Taylor Hackford , responsible for the classic 1982 film An Officer and a Gentleman , has also received an Oscar nomination in the best director category .",B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O
096.txt_8,A documentary which takes a candid look at the life of chart - topping singer George Michael will be shown at this year 's Berlin Film Festival .,O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O
095.txt_6,"The Aviator has been named best film at the Golden Globe Awards , with its star Leonardo DiCaprio named best actor .",O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O
095.txt_142,"Accepting his best dramatic actor prize , DiCaprio described director Martin Scorsese as "" one of the greatest contributors to the world of cinema of all time "" .",O O O O O O O B-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O
095.txt_198,"Swank , who previously won the Golden Globe and Oscar for Boys Do n't Cry , paid tribute to Million Dollar Baby director and co - star Clint Eastwood .",B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
095.txt_566,"Robin Williams , a five - time Globe winner for such films as The Fisher King and Good Morning , Vietnam , received the Cecil B DeMille award for career achievement .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
272.txt_153,"It 's a Wonderful Life was based on a short story , The Greatest Gift , by Philip van Doren Stern .",O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O
259.txt_659,"Now a respected rapper and producer in the influential field of hip - hop , Kanye West is unlikely to regret his decision to leave college early .",O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O
079.txt_55,"Directed by Andrey Zvyagintsev , The Return previously won the 2003 Golden Lion award at the Venice Film Festival .",O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
079.txt_171,A viewer poll saw director Zhang Yimou 's martial arts epic Hero emerge as the favourite with 32 % of votes cast .,O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
071.txt_34,"

 Spacey , 45 , wrote , directed and starred in the film , inspired by the life of 1950s croooner Bobby Darin .",O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
016.txt_0,"Arthur Hailey : King of the bestsellers 

",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O
016.txt_8,"Novelist Arthur Hailey , who has died at the age of 84 , was known for his bestselling page - turners exploring the inner workings of various industries , from the hotels to high finance .",O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
016.txt_271,"Hailey worked as a screenwriter for a couple of years , before turning to novels .",B-AUTHOR-WRITER O O O O O O O O O O O O O O O
016.txt_308,"Flight into Danger was adapted to become Hailey 's first novel , Runaway Zero - Eight in 1958 .",O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O
016.txt_670,"The 1997 novel Detective proved to be Hailey 's final book , when at the age of 77 he decided to retire .",O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O
116.txt_132,"His first client was Stevie Wonder , who recorded part of his classic album Songs In The Key Of Life there .",O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O
116.txt_189,"Michael Jackson , Billy Joel , Jay - Z and Beyonce are also among artists who have used the Hit Factory in the past , as well as 50 Cent who survived an attempt on his life as he left the premises in 2000 .",B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O
244.txt_8,"Richey Edwards , guitarist and lyricist for The Manic Street Preachers , vanished 10 years ago , on 1 February 1995 .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O
244.txt_207,"But the fiercely intelligent Edwards - who name - checked writers such as Sylvia Plath , George Orwell and Philip Larkin - battled depression , alcohol problems , eating disorders , and self - harm .",O O O O B-AUTHOR-WRITER O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O
370.txt_52,"It also won acting awards for stars Paul Giamatti , Thomas Haden Church and Virginia Madsen .",O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
370.txt_219,Actor Rodrigo de la Serna took the best debut performance prize for The Motorcycle Diaries .,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
370.txt_265,"Last year 's big winner , Lost In Translation , went on to win the Oscar for best original screenplay , for writer - director Sofia Coppola .",O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O
378.txt_0,"Halloween writer Debra Hill dies 

",O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O
378.txt_6,"Screenwriter and producer Debra Hill , best known for her work on the 70s horror classic Halloween , has died in Los Angeles aged 54 .",O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O
378.txt_44,"wrote the 1978 film , which starred Jamie Lee Curtis as a babysitter terrorised by a psychopath .",O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O
378.txt_62,"Directed by John Carpenter , it made over $ 60 m ( £ 31.3 m ) worldwide - a record for independent film at that time .",O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O
062.txt_52,"It also won acting awards for stars Paul Giamatti , Thomas Haden Church and Virginia Madsen .",O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
062.txt_219,Actor Rodrigo de la Serna took the best debut performance prize for The Motorcycle Diaries .,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
062.txt_265,"Last year 's big winner , Lost In Translation , went on to win the Oscar for best original screenplay , for writer - director Sofia Coppola .",O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O
347.txt_63,"Casino Royale was turned into a spoof spy movie by John Huston in 1967 , with David Niven in the lead role .",O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O
347.txt_157,"Kill Bill director Quentin Tarantino had talked of wanting to take on the Casino Royale project , and said he had spoken to Brosnan about it .",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O O
347.txt_260,Fleming 's book saw the introduction of Bond pitted against a Russian spy in a game of baccarat .,B-AUTHOR-WRITER O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O
347.txt_347,"MGM Vice Chairman Chris McGurk said : "" Martin ( Campbell ) is an incredibly exciting film - maker .",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR O O O O O O O O O
347.txt_379,"We 're thrilled to have him back to direct the newest Bond . """,O O O O O O O O O O O B-ACTOR-DIRECTOR O O
347.txt_393,"New Zealand - born Campbell moved to the UK in 1966 and directed TV series such as The Professionals , Minder and Bergerac .",O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O
347.txt_417,"His film credits include Edge of Darkness , Vertical Limit and Beyond Borders , which starred Angelina Jolie and Clive Owen .",O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
305.txt_235,"His British - born wife , Joan , suggested he had nothing to lose and , for his swansong , should write the kind of characters he really wanted to create .",O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O
280.txt_6,Bill Conti 's job of musical director of the Oscars show is not for the faint - hearted since conducting the orchestra is the ultimate plate - spinning assignment .,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O
280.txt_180,"But you do n't know what the unexpected will be and as the musical director , it 's exciting , "" explains Conti .",O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O
331.txt_55,"Directed by Andrey Zvyagintsev , The Return previously won the 2003 Golden Lion award at the Venice Film Festival .",O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
331.txt_171,A viewer poll saw director Zhang Yimou 's martial arts epic Hero emerge as the favourite with 32 % of votes cast .,O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
043.txt_0,"Stars pay tribute to actor Davis 

",O O O O O B-ACTOR-DIRECTOR O
043.txt_180,Davis made his acting debut in 1950 in No Way Out starring Sidney Poiter .,B-ACTOR-DIRECTOR O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
043.txt_195,"He frequently collaborated with director Spike Lee , starring in seven Lee films including Jungle Fever , Do The Right Thing and Malcolm X.",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR
357.txt_68,"Jamie Foxx won best actor for Ray , while British actor Clive Owen took best supporting actor for Closer .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O
357.txt_427,"Best actor Foxx could not make the ceremony , but actress Helen Mirren read out his acceptance speech .",O O B-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O
360.txt_90,Co - star Richard Gere attended the event held in aid of the tsunami appeal .,O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
360.txt_137,The film 's director Peter Chelsom said he was disappointed that Lopez did not attend .,O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-ACTOR-DIRECTOR O O O O
229.txt_71,Rock band Keane won Sound of 2004 while US rapper 50 Cent topped Sound of 2003 .,O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O
229.txt_168,"Singer Sam Endicott said he felt "" great "" about coming top of the Sound of 2005 list .",O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O
015.txt_297,"Previous winners include White Teeth by Zadie Smith , in 2000 , which went on to become a bestseller .",O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O
339.txt_0,"Keanu Reeves given Hollywood star 

",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O
339.txt_6,"Actor Keanu Reeves , best known for his role in the Matrix movies , has been awarded a star on the prestigious Hollywood Walk of Fame .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O
339.txt_34,"The 40 - year - old attended the unveiling of the star with his mother , Patricia , and thanked her for inspiring him to become an actor .",O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O
339.txt_63,""" When I was 15 years old I asked my mom if it was OK to be an actor , "" Reeves said .",O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O
339.txt_188,"Reeves first found fame in the teen comedy Bill and Ted 's Excellent Adventure , and went on to combine such blockbusters as Speed , The Devil 's Advocate and the Matrix series , with smaller films including My Own Private Idaho .",B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
339.txt_231,More recently he was seen in Something 's Got ta Give alongside Jack Nicholson and Diane Keaton .,O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
051.txt_237,"Swank , too , was full of praise for her director and co - star Clint Eastwood .",B-ACTOR-DIRECTOR O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
051.txt_255,""" I bow down to you , "" Swank said to the 74 - year - old Eastwood .",O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR O
177.txt_0,"Hillbillies singer Scoggins dies 

",O O B-MUSICIAN O O
177.txt_5,"Country and Western musician Jerry Scoggins has died in Los Angeles at the age of 93 , his family has said .",O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O
092.txt_0,"Actor Foxx sees Globe nominations 

",O B-ACTOR-DIRECTOR O O O O
092.txt_53,Foxx has starred in Collateral and Ray .,B-ACTOR-DIRECTOR O O O O O O O
092.txt_124,"Sean Penn , Charlize Theron , Tim Robbins and Renee Zellweger all won acting awards - mirroring the eventual Oscars outcome .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
245.txt_0,"Mogul Wilson backing UK rap band 

",B-MUSICIAN I-MUSICIAN O O O O O
227.txt_0,"George Michael to perform for BBC 

",B-MUSICIAN I-MUSICIAN O O O O O
227.txt_7,George Michael is to perform live at London 's Abbey Road studios as part of a BBC Radio 2 special next month .,B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O
334.txt_8,A documentary which takes a candid look at the life of chart - topping singer George Michael will be shown at this year 's Berlin Film Festival .,O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O
097.txt_314,"Unlike many other film - makers , Passion of the Christ director Mel Gibson has vowed not to campaign for an Oscar for his movie .",O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O
264.txt_64,R&B star Keys won four awards herself at the Grammy ceremony in Los Angeles .,O O B-MUSICIAN O O O O O O O O O O O O
264.txt_79,"U2 , Usher , Norah Jones and Kanye West got three each .",O O B-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O O
264.txt_198,"Actor Jamie Foxx - who is nominated for an Oscar for playing Charles in the hit movie Ray - dedicated a rendition of Georgia on My Mind to "" old friends "" .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O
264.txt_231,"Keys , looking to replicate her Grammys success of 2002 , when she won five , picked up best R&B song for You Do n't Know My Name and best R&B album for The Diary of Alicia Keys .",B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
264.txt_270,She also shared the award for best R&B vocal performance by a duo or group with Usher for My Boo .,O O O O O O O O O O O O O O O O B-MUSICIAN O O O O
264.txt_431,"Britney Spears picked up her first ever Grammy for her song Toxic , which was named best dance recording .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O
264.txt_527,"Annie Lennox , metal group Motorhead and dance act Basement Jaxx all took home trophies .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O
336.txt_120,The Sundance festival was founded by actor Robert Redford in 1981 .,O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O
044.txt_199,"He also appeared in 7 Spike Lee movies , including School Daze , Do the Right Thing and Jungle Fever .",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O
324.txt_32,"The Colombian - born actress was the final hope for director Joshua Marston , who scoured the US and Colombia for a lead for Maria Full of Grace .",O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
223.txt_0,"Singer Ferguson ' facing eviction ' 

",O B-MUSICIAN O O O O O
223.txt_240,"On Friday , Ladbrokes suspended betting after singer Brian Harvey quit the show folllowing a blazing row with Janet Street - Porter .",O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O
301.txt_160,Keanu Reeves appears in coming - of - age tale Thumbsucker while Kevin Costner and Michael Keaton are among the other big names whose films are involved .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
301.txt_188,"Robert Redford founded Sundance in 1981 and it has gone on to showcase future successes such as Reservoir Dogs , The Blair Witch Project and The Full Monty .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O
039.txt_343,The decision also saw Clint Eastwood get his third personal nomination for Million Dollar Baby .,O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O
376.txt_0,"France set for new Da Vinci novel 

",O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O
376.txt_276,"Such is the success of The Da Vinci Code in France , special tours have been organised to trace Langdon 's footsteps , including the the Louvre museum and the Saint Sulpice Church .",O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O
201.txt_318,"Gervais and The Office co - writer Stephen Merchant received a special award for writing , presented by Noel Gallagher and Tom Stoppard .",B-AUTHOR-WRITER O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O
102.txt_0,"Day - Lewis set for Berlin honour 

",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O
