unique_id,summary,april_dates,evidence_sentences,confidence
sport_342.txt,"Robinson picked up the injury in the 19-13 defeat to Ireland at Lansdowne Road. England coach Andy Robinson said: ""I am hugely disappointed for Jason""","[""—-04""]","[""Robinson said: \""This is very disappointing for me as this means I miss England's last two games in the Six Nations at Twickenham and two games for my club, Sale Sharks. \""But I'm looking to be back playing very early in April.\""\n\nRobinson picked up the injury in the 19-13 defeat to Ireland at Lansdowne Road on Saturday. And coach Andy Robinson said: \""I am hugely disappointed for Jason.""]",0.49
tech_184.txt,There were almost four million broadband users in the UK in April 2004. There will certainly be five million by the end of the year.,"[""—-04-20"", ""2004-04""]","[""She may be unusual, but I do not think Anne is alone. According to Ofcom there were almost four million broadband users in the UK in April 2004, and numbers are climbing fast. There will certainly be five million by the end of the year.""]",0.62
politics_104.txt,Prince Charles and Camilla Parker Bowles are to be married on 8 April. The civil ceremony will be held at Windsor Castle.,"[""—-04-08""]","[""Royal couple watch nation's mood\n\nPrince Charles and Camilla Parker Bowles are awaiting the nation's reaction after announcing they are to be married on 8 April. Mrs Parker Bowles will take the title HRH Duchess of Cornwall after a civil ceremony to be held at Windsor Castle.""]",0.62
sport_151.txt,"""It is only six points between us and Barcelona,"" says Owen. ""If we can beat them at the Bernabeu then it will be three""","[""—-04-10""]","[""\""It is only six points between Barcelona and us and that is nothing. If we can beat them at the Bernabeu (on 10 April), then it will be just three.\"" Owen has scored nine league goals, one behind Real's top scorer Ronaldo. Real had lost their previous two league games.""]",0.62
politics_069.txt,This would allow months of tough negotiations to follow. Privately ministers believe this will be the less painful option.,"[""—-04""]","[""This would allow months of tough negotiations to follow, said our correspondent. But a spokesman for Mr Prescott warned that the changes to the local government pension scheme would have to go ahead in April. Privately ministers believe this will be the \""less painful\"" option, our correspondent added.""]",0.52
business_210.txt,IMF boss Rodrigo Rato was asked by G7 ministers to carry out a study into the feasibility of revaluing and selling gold reserves. He is expected to present his conclusions at an IMF meeting in Washington during April.,"[""—-04""]","[""IMF boss Rodrigo Rato was asked by G7 ministers to carry out a study into the feasibility of revaluing and selling gold reserves. He is expected to present his conclusions at an IMF meeting in Washington during April. \""Whatever happens the market is going to be disconcerted and on the back foot until the April IMF meetings,\"" said John Reade, an analyst at UBS."", ""He is expected to present his conclusions at an IMF meeting in Washington during April. \""Whatever happens the market is going to be disconcerted and on the back foot until the April IMF meetings,\"" said John Reade, an analyst at UBS. The IMF values its gold reserves at between $40 and $50 an ounce, a price that was fixed in the 1970s and is about a tenth of the metal's current market value.""]",0.59
entertainment_158.txt,Former Free and Bad Company singer Paul Rodgers will replace Freddie Mercury. Guitarist Brian May expects to be on the road with Rodgers and drummer Roger Taylor from April.,"[""—-04""]","[""Queen recruit singer for new tour\n\nThe remaining members of rock band Queen are to go on tour next year with former Free and Bad Company singer Paul Rodgers taking Freddie Mercury's place. Guitarist Brian May has said he expects to be on the road with Rodgers and drummer Roger Taylor from April. May said: \""Suddenly the Queen Phoenix is rising again from the ashes and will take precedence over...""]",0.52
tech_303.txt,The two men pleaded guilty to acting for commercial advantage. They are due to be sentenced on 29 April.,"[""—-04-29""]","[""They also pleaded guilty to acting for commercial advantage. The two men are due to be sentenced on 29 April.""]",0.62
sport_190.txt,"The second group will be hosted in Namibia in April. It comprises Zimbabwe, Botswana, Mozambique and the hosts. The winner of the group decider advances to August's final mini-tournament.","[""—-04""]","[""The two winners return to the New George V stadium the next day and the victor of the group decider advances to August's final mini-tournament. The second group will be hosted in Namibia in April. It comprises Zimbabwe, Botswana, Mozambique and the hosts.""]",0.52
business_234.txt,"William Morrow will succeed Shiro Tsuda as president of Vodafone KK. Mr Tsuda, who will become chairman, was appointed president only two months ago.","[""—-04""]","[""Vodafone appoints new Japan boss\n\nVodafone has drafted in its UK chief executive William Morrow to take charge of its troubled Japanese operation. Mr Morrow will succeed Shiro Tsuda as president of Vodafone KK, Japan's number three mobile operator, in April. Mr Tsuda, who will become chairman, was appointed president only two months ago but the business has struggled since then, losing customers in January.""]",0.52
sport_317.txt,"Munster's Heineken Cup quarter-final has been switched to Real Sociedad's Paseo de Anoeta stadium in San Sebastian. Real's ground holds 32,000 whereas the Parc des Sports Aguilera in Biarritz has a capacity of just 12,667.","[""—-04-03""]","[""Munster Cup tie switched to Spain\n\nMunster's Heineken Cup quarter-final tie against Biarritz on 3 April has been switched to Real Sociedad's Paseo de Anoeta stadium in San Sebastian. Real's ground holds 32,000 whereas the Parc des Sports Aguilera in Biarritz has a capacity of just 12,667.""]",0.59
entertainment_287.txt,Anyone who cannot make the concert will be given a refund. The cut-off date for swapping tickets is 1 April.,"[""—-04-01""]","[""Anyone who cannot make the concert will be given a refund. The cut-off date for swapping tickets is 1 April, when those remaining will go on sale to the public.""]",0.62
entertainment_155.txt,The band's development ended tragically when songwriter Kurt Cobain committed suicide.,"[""—-04-19""]","[""It's Nirvana unedited,\"" said Cobain biographer Charles Cross. The band's development ended tragically when songwriter Kurt Cobain committed suicide in April 1994.""]",0.59
business_301.txt,The US ban on trade and economic activity with Tripoli was suspended in April. Bankers from the two country's had been working on how to unfreeze Libya's assets.,"[""—-04""]","[""The previously frozen assets had been invested in various countries and are believed to have included equity holdings in banks. The US ban on trade and economic activity with Tripoli - imposed by then president Ronald Regan in 1986 after a series of what the US deemed terrorist acts, including the 1988 Lockerbie air crash - was suspended in April. Bankers from the two country's had been working on how to unfreeze Libya's assets.""]",0.49
business_419.txt,$1m payoff for former Shell boss Judy Boynton. She stepped down from her post in April 2004 after the firm over-stated its reserves.,"[""—-04-20"", ""2004-04""]","[""$1m payoff for former Shell boss\n\nShell is to pay $1m (£522,000) to the ex-finance chief who stepped down from her post in April 2004 after the firm over-stated its reserves. Judy Boynton finally left the firm on 31 December, having spent the intervening time as a special advisor to chief executive Jeroen van der Veer.""]",0.59
business_251.txt,The company emerged from bankruptcy last year. It was once known as Worldcom.,"[""—-04""]","[""MCI also offers internet services. MCI was renamed after it emerged from Chapter 11 bankruptcy protection in April last year. It hit the headlines as Worldcom in 2002 after admitting it illegally booked expenses and inflated profits.""]",0.49
business_013.txt,"Last month it said it was looking for a further 540bn yen ($5.2bn; £2.77bn) US-German carmaker DaimlerChrylser, a 30% shareholder in Mitsubishi Motors, decided in April 2004 not to pump in any more money.","[""—-04-20"", ""2004-04""]","[""Last month it said it was looking for a further 540bn yen ($5.2bn; £2.77bn) in fresh financial backing, half of it from other companies in the Mitsubishi group. US-German carmaker DaimlerChrylser, a 30% shareholder in Mitsubishi Motors, decided in April 2004 not to pump in any more money. The deal with Peugeot was celebrated by Mitsubishi's newly-appointed chief executive Takashi Nishioka, who took over after three top bosses stood down last month to shoulder responsibility for the firm's troubles.""]",0.59
politics_110.txt,The election will give Britain the chance to change. This is the record Mr Blair will have to defend in the coming months.,"[""—-04-01""]","[""The election will give Britain the chance to change.\"" This is the record Mr Blair will have to defend in the coming months, he said, urging voters to hold him to account. But Labour spokesman Mr Kemp said: \""It would be more appropriate for this message to come out on 1 April, not 1 January.\"" \""Let us never forget that when Michael Howard was in government Britain suffered mass unemployment, 15% interest rates, record home repossessions, and the introduction of the poll tax. \""With Labour Britain is working.""]",0.62
business_268.txt,All children born after 1st September 2002 will be eligible. Parents will need to decide which financial institution will manage this gift.,"[""—-04-20"", ""2005-04""]","[""All children born after 1st September 2002 will be eligible. Parents will need to decide which financial institution will manage this gift in time for the start of the scheme in April 2005. Parents and relatives will be able to top up the fund with up to £1,200 a year, which will grow free of income and capital gains tax.""]",0.62
entertainment_276.txt,The singer was arrested with fellow musician Alan Wass on 2 February. They are next due in court on 18 April.,"[""—-04-18""]","[""The singer was arrested with fellow musician Alan Wass on 2 February after an alleged dispute with documentary-maker Max Carlish at a London hotel. They are next due in court on 18 April.""]",0.62
business_071.txt,"Happoshu has been a mainstay of brewery profits for years. Kirin, the fourth big name, is launching its own ""third-type"" drink in April.","[""—-04""]","[""Happoshu has been a mainstay of brewery profits for years, taking over from beer thanks to its low tax and therefore low cost. Kirin, the fourth big name, is launching its own \""third-type\"" drink in April.""]",0.49
tech_275.txt,In April the EC is due to start its own consultation on Europe-wide adoption of UWB.,"[""—-04""]","[""Companies have until 24 March to respond. In April the EC is due to start its own consultation on Europe-wide adoption of UWB. The cross-Europe body for radio regulators, known as the European Conference of Postal and Telecommunications Administrations (CEPT), is carrying out research for this harmonisation programme.""]",0.52
sport_011.txt,Paula Radcliffe has been granted extra time to decide whether to compete in the World Cross-Country Championships. The 31-year-old is concerned the event could upset her preparations for the London Marathon on 17 April.,"[""—-04-17""]","[""Radcliffe yet to answer GB call\n\nPaula Radcliffe has been granted extra time to decide whether to compete in the World Cross-Country Championships. The 31-year-old is concerned the event, which starts on 19 March in France, could upset her preparations for the London Marathon on 17 April. \""There is no question that Paula would be a huge asset to the GB team,\"" said Zara Hyde Peters of UK Athletics.""]",0.62
entertainment_379.txt,Tarantino will direct the season finale of US television series CSI: Crime Scene Investigation. The episode will be broadcast in the US on 19 May.,"[""—-04""]","[""First, however, he is scheduled to direct the season finale of US television series CSI: Crime Scene Investigation. Filming is due to start in early April. Tarantino's episode, for which he also wrote the original story, will be broadcast in the US on 19 May.""]",0.52
politics_340.txt,Mr Kennedy began the pitch for female support with an interview on BBC Radio 4's Women's Hour. He revealed that he planned to structure the party's general election campaign around the birth of his first child.,"[""—-04""]","[""Mr Kennedy began the pitch for female support with an interview on BBC Radio 4's Women's Hour on Monday. During the interview Mr Kennedy revealed that he planned to structure the party's general election campaign around the birth of his first child, which is expected in April. The baby and his wife Sarah would be \""priority number one\"" even if it arrived in the middle of the election campaign, he said.""]",0.52
business_409.txt,"The deal, which requires regulatory approval, is expected to be completed by April 2005. Rival banking giant HSBC, which is based in London and Hong Kong, was also in the running.","[""—-04-20"", ""2005-04""]","[""Some analysts also queried whether Standard Chartered had overpaid for KFB. The deal, which requires regulatory approval, is expected to be completed by April 2005 and to be earnings accretive in 2006, Standard Chartered said. Rival banking giant HSBC, which is based in London and Hong Kong, was also in the running.""]",0.62
entertainment_137.txt,The cards will include a photograph of the ticket-holder plus an electronic chip with their details. Tickets for the June event are expected to go on sale in April.,"[""—-04""]","[""The cards will include a photograph of the ticket-holder plus an electronic chip with their details to prevent tickets being sold on or forged. Tickets for the June event are expected to go on sale in April. \""There is only one place in the world where you will be able to get tickets,\"" festival organiser Michael Eavis said.""]",0.52
business_347.txt,Trade in April-July rose to $186.3m from $64.4m in the same period in 2003. Figures represent less than 1% of India's overall exports. Mid-year economic review forecasts growth of 6-6.5% in 2004.,"[""—-04""]","[""India-Pakistan peace boosts trade\n\nCalmer relations between India and Pakistan are paying economic dividends, with new figures showing bilateral trade up threefold in the summer. The value of trade in April-July rose to $186.3m (£97m) from $64.4m in the same period in 2003, the Indian Government said. Nonethless, the figures represent less than 1% of India's overall exports."", ""Its mid-year economic review forecasts growth of 6-6.5% in 2004, compared with 8.2% in 2003. Higher oil prices, the level of tax collections, and an unfavourable monsoon season affecting the farm sector had hurt the economy in April-September, it said.""]",0.53
politics_041.txt,Mr Blunkett was also at the centre of a humiliating scandal involving the former immigration minister Beverly Hughes. Ms Hughes was forced to resign over abuses in the visa processing system.,"[""—-04""]","[""Mr Blunkett was also at the centre of a humiliating scandal involving the former immigration minister Beverly Hughes. Having received his full backing, Ms Hughes was forced to resign in April over abuses in the visa processing system, which she claimed to be unaware of. Mr Blunkett's own comments on immigration had prompted censure - he told refugees from Afghanistan and Kosovo to \""get back home\"" to start rebuilding their countries.""]",0.52
entertainment_265.txt,The premiere marks Abba's first public reunion since the band's acrimonious break-up in the early 1980s.,"[""—-04-20"", ""2004-04""]","[""The premiere marks Abba's first public reunion since the legendary band's acrimonious break-up in the early 1980s. It was thought that Faltskog would appear in London for the musical's fifth anniversary celebrations in April 2004 but she stayed away due to her fear of flying. Original Abba member Bjorn Ulvaeus set about translating the musical into the band's mother tongue for the celebrated homecoming, alongside Swedish artist Niklas Stromstedt.""]",0.62
sport_372.txt,The Welsh Rugby Union wants to change the way the season is run. The proposed changes would see the Six Nations moved to April and May.,"[""—-04""]","[""WRU proposes season overhaul\n\nThe Welsh Rugby Union wants to restructure the Northern Hemisphere season into four separate blocks. The season would start with the Celtic League in October, followed by the Heineken Cup in February and March, and the Six Nations moved to April and May. After a nine week break, the WRU then proposes a two-month period of away and home international matches.""]",0.52
