index,sentence,true_tags,predicted_tags,true_entities,predicted_entities
759,"ĠBut ĠElvis ĠCost ello , Ġwho Ġhad Ġfour Ġnominations , Ġand ĠJ oss ĠStone Ġand ĠFranz ĠFerdinand , Ġwho Ġwere Ġboth Ġup Ġfor Ġthree Ġawards , Ġgot Ġnothing .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O,"[('MUSICIAN', 1, 3), ('MUSICIAN', 11, 13)]","[('ACTOR-DIRECTOR', 1, 3), ('ACTOR-DIRECTOR', 11, 12), ('ACTOR-DIRECTOR', 15, 16)]"
777,ĠKil roy Ġnames Ġelection Ġseat Ġtarget Ċ Ċ Ex - chat Ġshow Ġhost ĠRobert ĠKil roy - Sil k Ġis Ġto Ġcontest Ġthe ĠDer bys hire Ġseat Ġof ĠE rew ash Ġat Ġthe Ġnext Ġgeneral Ġelection .,O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O,B-POLITICIAN I-POLITICIAN O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O,"[('POLITICIAN', 13, 18)]","[('POLITICIAN', 0, 1), ('POLITICIAN', 13, 18)]"
780,"ĠMr ĠKil roy - Sil k Ġannounced Ġhis Ġplans Ġa Ġday Ġafter Ġlaunching Ġhis Ġnew Ġparty , ĠVer itas , Ġthe ĠLatin Ġfor Ġtruth .",O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 5)]"
783,ĠUKIP Ġwon Ġ31 % Ġof Ġthe Ġvote Ġin ĠE rew ash Ġin Ġlast ĠJune 's ĠEuropean Ġelections Ġ- Ġwith ĠMr ĠKil roy - Sil k Ġamong Ġtheir Ġcandidates Ġfor Ġthe Ġregion .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O,[],"[('POLITICIAN', 20, 24)]"
784,"ĠUntil Ġ1997 , ĠE rew ash Ġhad Ġbeen Ġheld Ġby Ġthe ĠTories Ġsince Ġ1970 .",O O O O O O O O O O O O O O O,O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O,[],"[('POLITICIAN', 3, 5)]"
785,ĠMs ĠBlack man Ġsaid Ġshe Ġwas Ġproud Ġof Ġthe Ġgovernment 's Ġachievements Ġin Ġthe Ġarea .,O O O O O O O O O O O O O O O O,O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 2)]"
786,ĠShe Ġdeclined Ġto Ġgive Ġher Ġview Ġof ĠMr ĠKil roy - Sil k Ġat Ġthis Ġpoint .,O O O O O O O O O O O O O O O O O,O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O,[],"[('POLITICIAN', 8, 12)]"
787,"Ġ Ċ Ċ On ĠThursday , Ġhe Ġtold Ġa ĠLondon Ġnews Ġconference Ġthat ĠVer itas Ġwould Ġavoid Ġthe Ġold Ġparties ' Ġ"" lies Ġand Ġspin "".",O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 13, 13)]"
789,"ĠVer itas Ġsays Ġit Ġhopes Ġto Ġcontest Ġmost Ġseats Ġat Ġthe Ġforthcoming Ġgeneral Ġelection Ġbut Ġplans Ġto Ġannounce Ġdetailed Ġpolicies Ġon Ġcrime , Ġtax , Ġpensions , Ġhealth Ġand Ġdefence Ġover Ġthe Ġnext Ġfew Ġweeks .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 1)]"
790,Ġ Ċ Ċ UK IP Ġleader ĠRoger ĠKn ap man Ġsays Ġhe Ġis Ġglad Ġto Ġsee Ġthe Ġback Ġof ĠMr ĠKil roy - Sil k .,O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O,O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O,"[('POLITICIAN', 6, 9)]","[('POLITICIAN', 6, 9), ('POLITICIAN', 20, 24)]"
792,"ĠMr ĠKil roy - Sil k Ġwas Ġjoined Ġin Ġthe Ġnew Ġventure Ġby Ġone Ġof ĠUKIP 's Ġtwo ĠLondon ĠAssembly Ġmembers , ĠDamien ĠH ock ney , Ġwho Ġis Ġnow ĠVer itas ' Ġdeputy Ġleader .",O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O,O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O,"[('POLITICIAN', 22, 25)]","[('POLITICIAN', 1, 5), ('POLITICIAN', 22, 25)]"
794,ĠMr ĠKil roy - Sil k Ġquit ĠUKIP Ġlast Ġweek Ġafter Ġmonths Ġof Ġtension Ġas Ġhe Ġv ied Ġunsuccessfully Ġfor Ġthe Ġleadership Ġof Ġthat Ġparty .,O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 5)]"
796,"ĠUKIP 's Ġleader , ĠRoger ĠKn ap man , Ġhas Ġsaid Ġhe Ġis Ġglad Ġto Ġsee Ġthe Ġback Ġof ĠMr ĠKil roy - Sil k . Ġ""",O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O,O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O,"[('POLITICIAN', 4, 7)]","[('POLITICIAN', 4, 7), ('POLITICIAN', 20, 24)]"
797,"ĠHe Ġhas Ġremarkable Ġability Ġto Ġinfluence Ġpeople Ġbut , Ġsadly , Ġafter Ġthe Ġ[ European ] Ġelection Ġit Ġbecame Ġclear Ġthat Ġhe Ġwas Ġmore Ġinterested Ġin Ġthe ĠRobert ĠKil roy - Sil k ĠParty Ġthan Ġthe ĠUK ĠIndependence ĠParty Ġso Ġit Ġwas Ġnice Ġknowing Ġhim , Ġnow Ġ' good bye ',"" Ġhe Ġsaid .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('POLITICIAN', 27, 32)]","[('POLITICIAN', 27, 27)]"
798,"ĠUKIP Ġofficials Ġalso Ġargue ĠMr ĠKil roy - Sil k Ġhas Ġnot Ġbeen Ġ"" straight forward "" Ġin Ġattacking Ġthe Ġparty Ġhe Ġonce Ġwanted Ġto Ġlead .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 5, 9)]"
799,"Ġ' Ultimate Ġgame ' Ġaward Ġfor ĠDoom Ġ3 Ċ Ċ S ci - fi Ġshooter ĠDoom Ġ3 Ġhas Ġblasted Ġaway Ġthe Ġcompetition Ġat Ġa Ġmajor Ġgames Ġceremony , Ġthe ĠGolden ĠJoy stick Ġawards .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-MUSICIAN O O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O,[],"[('MUSICIAN', 6, 6), ('MUSICIAN', 15, 15)]"
817,Ġ Ċ Ċ Tim ĠHen man 's Ġdecision Ġto Ġquit ĠDavis ĠCup Ġtennis Ġhas Ġleft Ġthe ĠBritish Ġteam Ġwith Ġa Ġgarg ant uan Ġvoid Ġto Ġfill .,O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 3, 5)]","[('ATHLETE', 3, 6)]"
819,ĠAnd ĠGreat ĠBritain 's Ġlast ĠDavis ĠCup Ġwin Ġwithout ĠHen man Ġcame Ġagainst ĠSlovenia Ġas Ġfar Ġback Ġas Ġ1996 .,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,[],"[('ATHLETE', 9, 10)]"
821,"ĠBailey Ġtold ĠBBC ĠSport : Ġ"" After ĠTim 's Ġannouncement , ĠI Ġdoubt ĠGreg ĠR used ski Ġwill Ġbe Ġthat Ġfar Ġbehind Ġhim .""",O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O,B-PUBLIC-FIGURE O O O O O O B-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O,"[('ATHLETE', 13, 16)]","[('PUBLIC-FIGURE', 0, 0), ('ATHLETE', 7, 7), ('ATHLETE', 13, 16)]"
824,"ĠThe ĠYugoslav ian - born ĠBog dan ovic , Ġthough , Ġis Ġ184 Ġplaces Ġbelow ĠHen man Ġin Ġthe Ġworld Ġrankings Ġand Ġhas Ġplayed Ġjust Ġtwo Ġcup Ġties Ġ- Ġwinning Ġone Ġand Ġlosing Ġthe Ġother .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 5, 7), ('ATHLETE', 15, 16)]"
825,"Ġ Ċ Ċ Murray , Ġon Ġthe Ġother Ġhand , Ġis Ġ407 th Ġin Ġthe Ġcurrent ĠATP Ġentry Ġlist Ġand Ġyet Ġto Ġmake Ġhis Ġcup Ġdebut .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 3, 3)]"
826,ĠBut ĠBailey Ġdoes Ġsee Ġsome Ġhope Ġfor Ġthe Ġfuture .,O O O O O O O O O O,O B-ATHLETE O O O O O O O O,[],"[('ATHLETE', 1, 1)]"
828,"ĠBritain 's Ġnext Ġopponents , ĠIsrael , Ġare Ġhardly Ġlikely Ġto Ġbe Ġqu aking Ġin Ġtheir Ġboots Ġahead Ġof Ġthe Ġ4 - 6 ĠMarch Ġmatch Ġagainst Ġa Ġlikely Ġtrio Ġof ĠBog dan ovic , ĠMurray Ġand Ġthe Ġ187 th - ranked ĠAr vind ĠParm ar .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,"[('ATHLETE', 41, 44)]","[('ATHLETE', 30, 32), ('ATHLETE', 34, 34), ('ATHLETE', 41, 44)]"
829,"ĠBailey Ġsaid : Ġ"" It Ġwill Ġbe Ġtough Ġfor ĠGB Ġto Ġmove Ġup , Ġbut Ġthere Ġcomes Ġa Ġtime Ġwhen Ġour Ġyoung Ġplayers Ġhave Ġto Ġstep Ġup .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 0)]"
830,"ĠThis Ġwas Ġalways Ġgoing Ġto Ġbe Ġinevitable Ġwith ĠTim Ġand ĠGreg 's Ġgrowing Ġyears . Ġ""",O O O O O O O O O O O O O O O O,O O O O O O O O B-ATHLETE O B-ATHLETE O O O O O,[],"[('ATHLETE', 8, 8), ('ATHLETE', 10, 10)]"
833,"ĠOf Ġthose Ġlining Ġup Ġto Ġreplace ĠHen man , Ġthe Ġ17 - year - old ĠMurray , Ġwith Ġfour ĠFut ures Ġtitles Ġunder Ġhis Ġbelt Ġlast Ġyear , Ġlooks Ġthe Ġbest Ġlong - term Ġbet . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 6, 7), ('ATHLETE', 15, 15)]"
834,"ĠMurray Ġis Ġthe Ġone Ġthat Ġlooks Ġlike liest Ġto Ġtake Ġover ĠTim 's Ġmantle ,"" Ġsaid ĠBailey . Ġ""",O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O B-ATHLETE O O O O B-ATHLETE O O,[],"[('ATHLETE', 0, 0), ('ATHLETE', 11, 11), ('ATHLETE', 16, 16)]"
836,"ĠBog dan ovic , Ġthree Ġyears ĠMurray 's Ġsenior , Ġhas Ġhad Ġa Ġmore Ġtroubled Ġtime Ġunder ĠBritain 's ĠDavis ĠCup Ġumbrella .",O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O O O B-ATHLETE O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 2), ('ATHLETE', 6, 6)]"
837,"Ġ Ċ Ċ While ĠMurray Ġhas Ġbeen Ġmarked Ġout Ġas ĠBritain 's Ġgolden Ġboy , ĠBog dan ovic Ġwas Ġwarned Ġby Ġthe ĠLawn ĠTennis ĠAssociation Ġfor Ġa Ġlack Ġof Ġdrive Ġat Ġthe Ġend Ġof Ġ2003 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 4, 4), ('ATHLETE', 15, 17)]"
838,"ĠAnd ĠBailey Ġsaid : Ġ"" Despite Ġthat , ĠAlex Ġis Ġclearly Ġtalented Ġas Ġwell , Ġwhile ĠAr vind Ġis Ġanother Ġcontender . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE O O O O O O B-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O,[],"[('ATHLETE', 1, 1), ('ATHLETE', 8, 8), ('ATHLETE', 16, 17)]"
843,ĠHoward Ġand ĠBlair Ġtax Ġpledge Ġclash Ċ Ċ Tony ĠBlair Ġhas Ġsaid Ġvoters Ġwill Ġhave Ġto Ġwait Ġfor ĠLabour 's Ġmanifesto Ġto Ġsee Ġif Ġthe Ġparty Ġhas Ġplans Ġto Ġincrease Ġtax .,O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O,B-POLITICIAN O B-POLITICIAN O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O,"[('POLITICIAN', 8, 9)]","[('POLITICIAN', 0, 0), ('POLITICIAN', 2, 2), ('POLITICIAN', 8, 9)]"
845,"ĠMr ĠBlair Ġder ided ĠTory Ġclaims Ġthey Ġcould Ġcut ĠÂ£ 35 bn Ġin Ġ"" w ast eful Ġspending "" Ġsaying Ġthe Ġparty Ġhad Ġgot Ġits Ġsums Ġwrong .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
847,"ĠMr ĠHoward Ġtold ĠMPs Ġthat Ġ"" every Ġindependent Ġexpert "" Ġfrom Ġthe ĠInternational ĠMonetary ĠFund Ġto Ġthe ĠInstitute Ġof ĠFiscal ĠStudies Ġhad Ġsuggested Ġthe Ġ"" government Ġwas Ġspending Ġmore Ġthan Ġit Ġis Ġraising Ġand Ġa ĠLabour Ġchancellor Ġwould Ġhave Ġto Ġput Ġup Ġtaxes "".",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
848,"ĠMr ĠBlair Ġreplied : Ġ"" I Ġthink Ġthey Ġare Ġwrong Ġfor Ġthis Ġvery Ġsimple Ġreason : Ġthat Ġthe ĠTreasury Ġforecasts Ġon Ġthe Ġeconomy Ġhave Ġbeen Ġproven Ġright .""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
852,ĠBut ĠMr ĠHoward Ġsaid Ġvoters Ġfaced Ġa Ġclear Ġchoice Ġat Ġthe Ġnext Ġelection Ġbetween Ġmore Ġwaste Ġand Ġmore Ġtax Ġunder ĠLabour Ġand ĠTory Ġvalue Ġfor Ġmoney Ġand Ġlower Ġtaxes .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 2, 2)]"
854,"ĠLabour Ġhit Ġback Ġat Ġthe ĠTory Ġproposals Ġeven Ġbefore Ġtheir Ġpublication Ġwith Ġelection Ġcoordinator ĠAlan ĠMil burn Ġaccusing ĠMr ĠHoward Ġof Ġproducing Ġa Ġ"" f raud ulent Ġprospect us "".",O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O,O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O B-POLITICIAN O O O O O O O O O O,"[('POLITICIAN', 14, 16)]","[('POLITICIAN', 14, 16), ('POLITICIAN', 19, 19)]"
855,ĠPar ry Ġrel ishes ĠAnfield Ġchallenge Ċ Ċ BBC ĠSport Ġreflects Ġon Ġthe Ġfuture Ġfor ĠLiverpool Ġafter Ġour Ġexclusive Ġinterview Ġwith Ġchief Ġexecutive ĠRick ĠPar ry .,O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 23, 25)]","[('PUBLIC-FIGURE', 0, 1), ('BUSINESS-EXECUTIVE-MANAGER', 23, 23)]"
856,Ġ Ċ Ċ Chief Ġexecutive ĠPar ry Ġis Ġthe Ġman Ġat Ġthe Ġhelm Ġas ĠLiverpool Ġreach Ġthe Ġmost Ġcrucial Ġpoint Ġin Ġtheir Ġrecent Ġhistory .,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 5, 6)]"
857,"ĠPar ry Ġhas Ġto Ġdeliver Ġa Ġnew Ġ60 , 000 - seat Ġstadium Ġin ĠStanley ĠPark Ġby Ġ2007 Ġamid Ġclaims Ġof Ġcosts Ġspir alling Ġabove ĠÂ£ 120 m . ĠHe Ġis Ġalso Ġsearching Ġfor Ġan Ġinvestment Ġpackage Ġof Ġa Ġsize Ġand Ġstature Ġthat Ġwill Ġrestore ĠLiverpool Ġto Ġtheir Ġplace Ġat ĠEuropean Ġfootball 's Ġtop Ġtable .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 1)]"
858,"ĠBut Ġit Ġis Ġa Ġchallenge Ġthat Ġappears Ġto Ġsit Ġeasily Ġwith ĠPar ry , Ġwho Ġhas Ġforged Ġa Ġreputation Ġas Ġone Ġof Ġfootball 's Ġmost Ġrespected Ġadministrators Ġsince Ġhis Ġdays Ġat Ġthe Ġfledgling ĠPremier ĠLeague .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 11, 12)]"
860,"ĠThrow Ġin Ġthe Ġsmall Ġmatter Ġof Ġw arding Ġoff Ġevery Ġtop Ġclub Ġin Ġworld Ġfootball Ġas Ġthey Ġeye Ġcaptain ĠSteven ĠGerrard , Ġand Ġyou Ġcan Ġsee ĠPar ry Ġis Ġa Ġman Ġwith Ġa Ġlot Ġon Ġhis Ġplate .",O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O,"[('ATHLETE', 19, 20)]","[('ATHLETE', 19, 20), ('PUBLIC-FIGURE', 26, 27)]"
861,ĠBut Ġin Ġthe Ġcomfort Ġof Ġa Ġconference Ġroom Ġdeep Ġinside ĠLiverpool 's Ġheartbeat Ġ- ĠThe ĠKop Ġend Ġ- ĠPar ry Ġspoke Ġto Ġus Ġwith Ġbrutal Ġhonesty Ġabout Ġthe Ġcrucial Ġmonths Ġahead .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 18, 19)]"
864,"Ġ Ċ Ċ By Ġbusiness Ġhe Ġmeans Ġbecoming Ġtitle Ġchallengers Ġagain , Ġand Ġlocking Ġthe Ġpieces Ġtogether Ġthat Ġwill Ġhelp Ġreturn Ġthe Ġtrophy Ġto ĠLiverpool Ġis ĠPar ry 's Ġmission .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O,[],"[('PUBLIC-FIGURE', 26, 27)]"
865,ĠPar ry Ġhas Ġalready Ġsuccessfully Ġput Ġone Ġof Ġthose Ġplan ks Ġin Ġplace Ġin Ġthe Ġform Ġof Ġnew Ġmanager ĠRafael ĠBen ite z .,O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O,"[('ATHLETE', 19, 22)]","[('PUBLIC-FIGURE', 0, 1), ('BUSINESS-EXECUTIVE-MANAGER', 19, 22)]"
867,ĠBen ite z 's Ġearly Ġwork Ġhas Ġgiven ĠPar ry Ġrenewed Ġoptimism Ġabout Ġthe Ġyears Ġahead .,O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 0, 2), ('PUBLIC-FIGURE', 8, 9)]"
869,"ĠThis Ġwill Ġnot Ġcome Ġas Ġnews Ġto ĠPar ry , Ġa Ġlifelong ĠLiverpool Ġsupporter , Ġbut Ġhis Ġquiet Ġdetermination Ġsuggests Ġhe Ġis Ġno Ġmood Ġto Ġbe Ġfound Ġwanting ... Ċ Ċ Captain ĠGerrard Ġis Ġcentral Ġto ĠLiverpool 's Ġplans Ġand ĠPar ry 's Ġinsistence Ġthat Ġall Ġoffers Ġwill Ġbe Ġrefused Ġis Ġa Ġfirm Ġstatement Ġof Ġintent .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 7, 8), ('ATHLETE', 32, 32), ('PUBLIC-FIGURE', 40, 41)]"
870,"ĠAs Ġever , Ġthe Ġplayer Ġwill Ġhave Ġthe Ġfinal Ġsay , Ġand ĠPar ry Ġacknowledges Ġthat , Ġbut Ġhe Ġis Ġdetermined Ġto Ġprovide Ġthe Ġframework Ġand Ġenvironment Ġfor ĠLiverpool Ġand ĠGerrard Ġto Ġflourish .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O B-ATHLETE O O O,[],"[('PUBLIC-FIGURE', 12, 13), ('ATHLETE', 30, 30)]"
872,"ĠThailand ĠPrime ĠMinister ĠTh aks in ĠSh ini w atra Ġcame Ġand Ġwent , Ġwhile Ġthe Ġmost Ġserious Ġstatement Ġof Ġintent Ġcame Ġfrom Ġty coon Ġand Ġlifelong Ġfan ĠSteve ĠMorgan .",O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O,O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O,"[('POLITICIAN', 3, 9), ('BUSINESS-EXECUTIVE-MANAGER', 28, 29)]","[('POLITICIAN', 3, 9), ('PUBLIC-FIGURE', 28, 29)]"
