sub_category,sentence,ner_entities
Politics,"Prime Minister Tony Blair has yet to name the date of the election, but most pundits are betting on 5 May as the likely day.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
Tennis,Federer joins all-time greats,"[{""text"": ""Federer"", ""label"": ""ATHLETE""}]"
Tennis,Roger Federer became the first man since Mats Wilander in 1988 to win three Grand Slams in one season.,"[{""text"": ""Roger Federer"", ""label"": ""ATHLETE""}, {""text"": ""Mats Wilander"", ""label"": ""ATHLETE""}]"
Tennis,"And after Anastasia Myskina became the first Russian woman to win a Grand Slam at the French Open, two more followed at Wimbledon and the US Open.","[{""text"": ""Anastasia Myskina"", ""label"": ""ATHLETE""}]"
Tennis,"Meanwhile, Briton Tim Henman enjoyed his best year, while Greg Rusedski fought back superbly from adversity.","[{""text"": ""Tim Henman"", ""label"": ""ATHLETE""}, {""text"": ""Greg Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,"Federer began the year as world number one and holder of the Wimbledon and Masters Cup titles, and set about conquering new ground.","[{""text"": ""Federer"", ""label"": ""ATHLETE""}]"
Tennis,He ripped through the draw before beating Marat Safin in the final.,"[{""text"": ""Marat Safin"", ""label"": ""ATHLETE""}]"
Tennis,"Andy Roddick was the only player to put up any real resistance at Wimbledon, and Federer's performance against Lleyton Hewitt in the US Open final was breathtaking.","[{""text"": ""Federer"", ""label"": ""ATHLETE""}, {""text"": ""Andy Roddick"", ""label"": ""ATHLETE""}, {""text"": ""Lleyton Hewitt"", ""label"": ""ATHLETE""}]"
Tennis,Federer again got the better of Hewitt in the season-ending Masters Cup.,"[{""text"": ""Federer"", ""label"": ""ATHLETE""}, {""text"": ""Hewitt"", ""label"": ""ATHLETE""}]"
Tennis,"The only major let-down was a third-round loss to Gustavo Kuerten at the French Open, and Roland Garros will be his main target in 2005.","[{""text"": ""Gustavo Kuerten"", ""label"": ""ATHLETE""}]"
Tennis,"There was also a surprise loss to the unheralded Tomas Berdych at the Olympic Games, which saw Chile dominate as Nicoals Massu took the singles and then paired up with Fernando Gonzaelz to win doubles gold.","[{""text"": ""Tomas Berdych"", ""label"": ""ATHLETE""}, {""text"": ""Nicoals Massu"", ""label"": ""ATHLETE""}, {""text"": ""Fernando Gonzaelz"", ""label"": ""ATHLETE""}]"
Tennis,"Another major trophy that looks beyond Federer is the Davis Cup, which was won by Spain in a 3-2 home success over the USA in Seville.","[{""text"": ""Federer"", ""label"": ""ATHLETE""}]"
Tennis,"Roddick struggled on the clay, losing to Rafael Nadal on the opening day before going down to Carlos Moya in the all-important fourth rubber.","[{""text"": ""Roddick"", ""label"": ""ATHLETE""}, {""text"": ""Rafael Nadal"", ""label"": ""ATHLETE""}, {""text"": ""Carlos Moya"", ""label"": ""ATHLETE""}]"
Tennis,Henman broke new ground by reaching the semis on clay at the French Open - a stunning effort - and also at the US Open.,"[{""text"": ""Henman"", ""label"": ""ATHLETE""}]"
Tennis,"A quarter-final defeat to Mario Ancic at Wimbledon was disappointing for the limp manner of the Briton's defeat, but he remains optimistic of going further next year.","[{""text"": ""Mario Ancic"", ""label"": ""ATHLETE""}]"
Tennis,"British number two Rusedski endured a rollercoaster year, returning to the circuit after being cleared of a doping offence in March.","[{""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,"The Russian women finally delivered on their long-recognised promise in 2004, with Myskina, Maria Sharapova and Svetlana Kuznetsova winning Grand Slams, before taking the season-ending Fed Cup.","[{""text"": ""Myskina"", ""label"": ""ATHLETE""}, {""text"": ""Maria Sharapova"", ""label"": ""ATHLETE""}, {""text"": ""Svetlana Kuznetsova"", ""label"": ""ATHLETE""}]"
Tennis,"But while the young Russians were on the way up, it was a different story for the Belgians and the Williams sisters.","[{""text"": ""Williams"", ""label"": ""ATHLETE""}]"
Tennis,"Only veteran Lindsay Davenport held the new wave at bay, a stunning run of form after Wimbledon taking her to number one ahead of Amelie Mauresmo, whose Grand Slam drought goes on.","[{""text"": ""Lindsay Davenport"", ""label"": ""ATHLETE""}, {""text"": ""Amelie Mauresmo"", ""label"": ""ATHLETE""}]"
Tennis,The year started in regulation fashion as Justine Henin-Hardenne beat compatriot Kim Clijsters at the Australian Open.,"[{""text"": ""Justine Henin-Hardenne"", ""label"": ""ATHLETE""}, {""text"": ""Kim Clijsters"", ""label"": ""ATHLETE""}]"
Tennis,"A virus ruined the rest of Henin-Hardenne's year, although she was fit enough to win Olympic gold, but Clijsters had an even more miserable 2004.","[{""text"": ""Henin-Hardenne's"", ""label"": ""ATHLETE""}, {""text"": ""Clijsters"", ""label"": ""ATHLETE""}]"
Tennis,"She suffered a serious wrist injury and then announced the end of her relationship with Lleyton Hewitt, and will be happy to see the year end.","[{""text"": ""Lleyton Hewitt"", ""label"": ""ATHLETE""}]"
Tennis,"In their absence, Myskina thrashed Elena Dementieva in a historic, but woeful, all-Russian final at the French Open.","[{""text"": ""Myskina"", ""label"": ""ATHLETE""}, {""text"": ""Elena Dementieva"", ""label"": ""ATHLETE""}]"
Tennis,"Wimbledon was a more refreshing affair as Sharapova captivated SW19, showing nerves of steel as she battled past Davenport and Serena Williams to take the title.","[{""text"": ""Sharapova"", ""label"": ""ATHLETE""}, {""text"": ""Davenport"", ""label"": ""ATHLETE""}, {""text"": ""Serena Williams"", ""label"": ""ATHLETE""}]"
Tennis,"Davenport was a strong favourite for the US Open but, hampered by injury, lost to the powerful and unflappable Kuznetsova in the semis.","[{""text"": ""Davenport"", ""label"": ""ATHLETE""}, {""text"": ""Kuznetsova"", ""label"": ""ATHLETE""}]"
Tennis,"Kuznetsova went on to give Dementieva another Grand Slam final thrashing, with the latter's wayward serve becoming one of the talking points of the year.","[{""text"": ""Kuznetsova"", ""label"": ""ATHLETE""}, {""text"": ""Dementieva"", ""label"": ""ATHLETE""}]"
Tennis,"With the Russians still improving, the likes of Henin-Hardenne, Clijsters, Davenport, Mauresmo, Venus and Serena will need to be fully fit and motivated in 2005.","[{""text"": ""Clijsters"", ""label"": ""ATHLETE""}, {""text"": ""Davenport"", ""label"": ""ATHLETE""}, {""text"": ""Henin"", ""label"": ""ATHLETE""}, {""text"": ""Mauresmo"", ""label"": ""ATHLETE""}, {""text"": ""Venus"", ""label"": ""ATHLETE""}, {""text"": ""Serena"", ""label"": ""ATHLETE""}]"
Tennis,And it may take their compatriot Safin to challenge Federer on the men's side.,"[{""text"": ""Federer"", ""label"": ""ATHLETE""}, {""text"": ""Safin"", ""label"": ""ATHLETE""}]"
Rugby,Umaga ready for Lions,"[{""text"": ""Umaga"", ""label"": ""ATHLETE""}]"
Rugby,All Blacks captain Tama Umaga has warned the British and Irish Lions will be his most fearsome opponents yet ahead of their summer tour.,"[{""text"": ""Tama Umaga"", ""label"": ""ATHLETE""}]"
Rugby,"But Umaga, in England for Saturday's IRB Rugby Aid match, also backed New Zealand to win the three-Test series against the Lions.","[{""text"": ""Umaga"", ""label"": ""ATHLETE""}]"
Rugby,Lions boss Sir Clive Woodward is set to announce his squad for the June-July tour next month.,"[{""text"": ""Clive Woodward"", ""label"": ""PUBLIC-FIGURE""}]"
Rugby,"When Woodward was appointed last year, it was widely believed he would rely heavily on his former England players.","[{""text"": ""Woodward"", ""label"": ""PUBLIC-FIGURE""}]"
Rugby,"But Umaga said: ""He'd be hard pushed to do that now considering the shape of the Six Nations.","[{""text"": ""Umaga"", ""label"": ""ATHLETE""}]"
Rugby,I'll admit it'll be fairly awesome lining up against the likes of Brian O'Driscoll.,"[{""text"": ""Brian O'Driscoll"", ""label"": ""ATHLETE""}]"
Rugby,"Umaga will meet O'Driscoll in Saturday's Rugby Aid match at Twickenham, with the Irish captain leading the Northern Hemisphere side.","[{""text"": ""Umaga"", ""label"": ""ATHLETE""}, {""text"": ""O'Driscoll"", ""label"": ""ATHLETE""}]"
Rugby,"O'Driscoll is among a host of players in the Northern Hemisphere squad, coached by Woodward, that are tipped for Lions call-ups.","[{""text"": ""Woodward"", ""label"": ""ATHLETE""}, {""text"": ""O'Driscoll"", ""label"": ""ATHLETE""}]"
Rugby,"""It'll be good for us to get an early idea of some of these guys, although a lot can change between now and June,"" Umaga said.","[{""text"": ""Umaga"", ""label"": ""ATHLETE""}]"
Rugby,"Umaga admitted the fear of injury weighed on his mind ahead of Saturday's charity game, which features a host of big names including George Gregan, Andrew Mehrtens and Chris Latham.","[{""text"": ""Umaga"", ""label"": ""ATHLETE""}, {""text"": ""George Gregan"", ""label"": ""ATHLETE""}, {""text"": ""Andrew Mehrtens"", ""label"": ""ATHLETE""}, {""text"": ""Chris Latham"", ""label"": ""ATHLETE""}]"
Rugby,"""The second [Southern Hemisphere coach] Rod Macqueen made the approach, I didn't hesitate.","[{""text"": ""Rod Macqueen"", ""label"": ""ATHLETE""}]"
Politics,BNP leader Nick Griffin arrested,"[{""text"": ""Nick Griffin"", ""label"": ""POLITICIAN""}]"
Politics,A party spokesman said Nick Griffin was arrested on Tuesday morning on suspicion of incitement to commit racial hatred.,"[{""text"": ""Nick Griffin"", ""label"": ""POLITICIAN""}]"
Politics,BNP founding chairman John Tyndall was arrested on Sunday on the same charge.,"[{""text"": ""John Tyndall"", ""label"": ""POLITICIAN""}]"
Politics,Mr Griffin is the twelfth man to be arrested following the documentary.,"[{""text"": ""Griffin"", ""label"": ""POLITICIAN""}]"
Politics,"A BNP spokesperson said Mr Tyndall, from Brighton, was arrested following a speech he made in Burnley, Lancashire, and was released on police bail.","[{""text"": ""Tyndall"", ""label"": ""POLITICIAN""}]"
Economy,The figures were given by economics minister Heizo Takenaka who said the economy would grow by 2% in 2006/07.,"[{""text"": ""Heizo Takenaka"", ""label"": ""POLITICIAN""}]"
Economy,"I think we are on track,"" said Mr Takenaka.","[{""text"": ""Takenaka"", ""label"": ""POLITICIAN""}]"
Economy,Pranab Mukherjee said such companies could take advantage of India's highly skilled workers and low wages.,"[{""text"": ""Pranab Mukherjee"", ""label"": ""POLITICIAN""}]"
Economy,"""There is tremendous scope for outsourcing from India in areas where the companies are competitive,"" said Mr Mukerjee.","[{""text"": ""Mukerjee"", ""label"": ""POLITICIAN""}]"
Economy,"""No other market is going to see the growth that will be seen here in the coming years,"" said Dinesh Keskar, senior vice president Boeing.","[{""text"": ""Dinesh Keskar"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Politics,"Sex, betrayal and custody of children are all there in this affair but this time it has nothing to do with the recent troubles of David Blunkett or Boris Johnson.","[{""text"": ""David Blunkett"", ""label"": ""POLITICIAN""}, {""text"": ""Boris Johnson"", ""label"": ""POLITICIAN""}]"
Politics,"Among the records is the story of Jane Campbell, the first woman ever to divorce her husband.","[{""text"": ""Jane Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"That happened in 1801 after she had discovered her husband, Edward Addison, had committed adultery with her sister Jessy.","[{""text"": ""Edward Addison"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Jessy"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"A transcript of evidence from Jessy's maid, Amelia Laugher, shows her telling how Addison frequently passed by her on the way to the room where she had just put her mistress naked to bed.","[{""text"": ""Jessy"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Amelia Laugher"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Addison"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"It must have been a killer blow to Addison's case - he had already fled abroad rather than pay the £5,000 damages ordered by a civil court.","[{""text"": ""Addison"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"As well as making divorce history, Jane Campbell won custody of her children - unusual for a woman at the time.","[{""text"": ""Jane Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"There are details of foreign nationals made British citizens by act of Parliament, including composer George Frideric Handel in 1727.","[{""text"": ""George Frideric Handel"", ""label"": ""MUSICIAN""}]"
Politics,"David Prior, assistant clerk of the archives, says the catalogue opens up new possibilities for research.","[{""text"": ""David Prior"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,Mr Prior sees the changes as part of a wider revolution in archives generally.,"[{""text"": ""Prior"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"But that still leaves some of the most important documents of UK political history - parts of the Bill of Rights from 1689, the death warrant for Charles I, the private papers and diaries of major politicians such as David Lloyd George and Andrew Bonar Law.","[{""text"": ""Charles I"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""David Lloyd George"", ""label"": ""POLITICIAN""}, {""text"": ""Andrew Bonar Law"", ""label"": ""POLITICIAN""}]"
Politics,That document is likely to feature in the exhibition the archives will put on next year as part of a series of events across London to mark the 400th anniversary of Guy Fawkes' conspiracy.,"[{""text"": ""Guy Fawkes'"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"As Mr Prior remarks as we walk by shelf after shelf of vellum (parchment made from goat's skin): ""All human life is here.""","[{""text"": ""Prior"", ""label"": ""PUBLIC-FIGURE""}]"
Football,"Edu describes tunnel fracas

Arsenal's Edu has lifted the lid on the scenes that followed Manchester United's win over the Gunners.","[{""text"": ""Edu"", ""label"": ""ATHLETE""}, {""text"": ""Edu"", ""label"": ""ATHLETE""}]"
Football,The Brazilian confirmed tempers had flared but could shed no light on reports that food was thrown at United boss Sir Alex Ferguson.,"[{""text"": ""Alex Ferguson"", ""label"": ""ATHLETE""}]"
Football,"However, Edu tried to play down the incidents, adding: ""There was nothing that I haven't seen in Brazilian derbies.","[{""text"": ""Edu"", ""label"": ""ATHLETE""}]"
Football,"But Edu was highly critical of the ferocity of some of United's challenges during the game, particularly on Jose Antonio Reyes.","[{""text"": ""Edu"", ""label"": ""ATHLETE""}, {""text"": ""Jose Antonio Reyes"", ""label"": ""ATHLETE""}]"
Football,"""Reyes was being kicked all over the park - they were beating up the boy and Gary Neville was tackling in such a way that he should have been sent off.""","[{""text"": ""Reyes"", ""label"": ""ATHLETE""}, {""text"": ""Gary Neville"", ""label"": ""ATHLETE""}]"
Football,It also charged Ruud van Nistelrooy with serious foul play while Arsenal boss Arsene Wenger has been asked to explain comments he made about the referee.,"[{""text"": ""Ruud van Nistelrooy"", ""label"": ""ATHLETE""}, {""text"": ""Arsene Wenger"", ""label"": ""ATHLETE""}]"
Politics,"UK set to cut back on embassies

Nine overseas embassies and high commissions will close in an effort to save money, UK Foreign Secretary Jack Straw has announced.","[{""text"": ""Jack Straw"", ""label"": ""POLITICIAN""}]"
Politics,Mr Straw said the move would save £6m a year to free up cash for priorities such as fighting terrorism.,"[{""text"": ""Straw"", ""label"": ""POLITICIAN""}]"
Politics,"In a written statement, Mr Straw said: ""The savings made will help to underpin higher priority work in line with the Foreign and Commonwealth Office's strategic priorities, including counter- proliferation, counter-terrorism, energy and climate change.","[{""text"": ""Straw"", ""label"": ""POLITICIAN""}]"
Politics,Shadow foreign secretary Michael Ancram said there was a constant need to ensure value for money from foreign missions.,"[{""text"": ""Michael Ancram"", ""label"": ""POLITICIAN""}]"
Cinema,"Looking further ahead in the year, the MDA's chairman Mike Short, has predicted that more people will go online through their mobiles, estimating 15 billion WAP page impressions.","[{""text"": ""Mike Short"", ""label"": ""PUBLIC-FIGURE""}]"
Football,Jansen suffers a further setback,"[{""text"": ""Jansen"", ""label"": ""ATHLETE""}]"
Football,Blackburn striker Matt Jansen faces three weeks out after surgery to treat a cartilage problem.,"[{""text"": ""Matt Jansen"", ""label"": ""ATHLETE""}]"
Football,But central defender Lorenzo Amoruso is moving closer to fitness following a knee operation.,"[{""text"": ""Lorenzo Amoruso"", ""label"": ""ATHLETE""}]"
Football,"Rovers' assistant manager Mark Bowen said: ""Matt had a small operation to trim knee cartilage.","[{""text"": ""Mark Bowen"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Matt"", ""label"": ""ATHLETE""}]"
Football,"Lorenzo is also jogging for the first time, along with kicking a ball.""","[{""text"": ""Lorenzo"", ""label"": ""ATHLETE""}]"
Football,Jansen's career has been dogged by injury since a freak scooter accident two years ago.,"[{""text"": ""Jansen"", ""label"": ""ATHLETE""}]"
Football,He returned to first-team action soon after Mark Hughes' appointment as Blackburn boss and marked it with a goal against Portsmouth in his first appearance of the season.,"[{""text"": ""Mark Hughes'"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Football,"Bowen added: ""I'm guessing, but I reckon maybe two to three weeks before he is back in action completely.""","[{""text"": ""Bowen"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Football,The Rovers assistant boss forecast a longer time spell for Amoruso's availability for first-team duties.,"[{""text"": ""Amoruso"", ""label"": ""ATHLETE""}]"
Football,"Bowen said: ""There's still some scar tissue present so it will be some weeks.","[{""text"": ""Bowen"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Football,Spain's Football Federation has initiated disciplinary action against national coach Luis Aragones over racist comments about Thierry Henry.,"[{""text"": ""Luis Aragones"", ""label"": ""ATHLETE""}, {""text"": ""Thierry Henry"", ""label"": ""ATHLETE""}]"
Football,"If found guilty Aragones could lose his job or face a fine of about £22,000.","[{""text"": ""Aragones"", ""label"": ""ATHLETE""}]"
Football,The federation had initially declined to take action against Aragones after comments he made during a national team training session in October.,"[{""text"": ""Aragones"", ""label"": ""ATHLETE""}]"
Football,But its president Angel Maria Villar changed his mind after a request by Spain's anti-violence commission.,"[{""text"": ""Angel Maria Villar"", ""label"": ""PUBLIC-FIGURE""}]"
Football,"Aragones insisted the comments, made to Henry's Arsenal club-mate Jose Antonio Reyes, were meant to motivate the player, and were not intended to be offensive.","[{""text"": ""Aragones"", ""label"": ""ATHLETE""}, {""text"": ""Henry"", ""label"": ""ATHLETE""}, {""text"": ""Jose Antonio Reyes"", ""label"": ""ATHLETE""}]"
Football,Spain's minister of sport Jaime Lissavetzky was quick to give his backing to the Federation's decision.,"[{""text"": ""Jaime Lissavetzky"", ""label"": ""POLITICIAN""}]"
Athletics,The best performance on the track for me was Sarah Claxton's win in the 60m hurdles.,"[{""text"": ""Sarah Claxton's"", ""label"": ""ATHLETE""}]"
Athletics,Diane Allahgreen has been our best hurdler for some time now and I think she was surprised to be beaten by Sarah.,"[{""text"": ""Diane Allahgreen"", ""label"": ""ATHLETE""}, {""text"": ""Sarah"", ""label"": ""ATHLETE""}]"
Athletics,And knowing that she got the better of Diane in a head-to-head race will give Sarah confidence.,"[{""text"": ""Sarah"", ""label"": ""ATHLETE""}, {""text"": ""Diane"", ""label"": ""ATHLETE""}]"
Athletics,"In the men's race on Saturday, Allan Scott was right in there and there is definitely more to come from him.","[{""text"": ""Allan Scott"", ""label"": ""ATHLETE""}]"
Athletics,"Phillips Idowu lit up the field events, not only with his hair, but also with his leap of 17.30m, which puts him at the top of the world rankings.","[{""text"": ""Phillips Idowu"", ""label"": ""ATHLETE""}]"
Athletics,He feels he is in great shape and has some big jumps inside him - but then Phillips always has.,"[{""text"": ""Phillips"", ""label"": ""ATHLETE""}]"
Athletics,"A lot of the athletes said the runway was not very helpful, so for Phillips to jump like that is a good performance.","[{""text"": ""Phillips"", ""label"": ""ATHLETE""}]"
Athletics,Across the board I thought Kelly Sotherton had a great weekend and continued to show she is developing.,"[{""text"": ""Kelly Sotherton"", ""label"": ""ATHLETE""}]"
Athletics,Kelly will be up against Carolina Kluft in the pentathlon at the European Championships,"[{""text"": ""Carolina Kluft"", ""label"": ""ATHLETE""}]"
Athletics,Jason Gardener may have won but he wasn't at his best.,"[{""text"": ""Jason Gardener"", ""label"": ""ATHLETE""}]"
Athletics,"In the women's race, Jeanette Kwayke was hoping to run against defending champion Joice Maduaka.","[{""text"": ""Jeanette Kwayke"", ""label"": ""ATHLETE""}, {""text"": ""Joice Maduaka"", ""label"": ""ATHLETE""}]"
Athletics,The pair are enjoying a bit of rivalry but Joice had to pull out with a chest infection.,"[{""text"": ""Joice"", ""label"": ""ATHLETE""}]"
Athletics,If she had made the final I think Jeanette would have gone a bit quicker.,"[{""text"": ""Jeanette"", ""label"": ""ATHLETE""}]"
Athletics,Janine Whitlock competed well in the pole vault on her return following a two-year drugs ban.,"[{""text"": ""Janine Whitlock"", ""label"": ""ATHLETE""}]"
Athletics,The event has moved on immensely since Janine has been away and if there was more domestic competition I think that would help her.,"[{""text"": ""Janine"", ""label"": ""ATHLETE""}]"
Athletics,A couple of other interesting topics to look out for are the citizenship issues surrounding Mark Findlay and Rabah Yusuf.,"[{""text"": ""Mark Findlay"", ""label"": ""ATHLETE""}, {""text"": ""Rabah Yusuf"", ""label"": ""ATHLETE""}]"
Athletics,Findlay is a Londoner who has chosen to represent Trinidad and Tobago but has never run for them so he could still compete for Great Britain.,"[{""text"": ""Findlay"", ""label"": ""ATHLETE""}]"
Athletics,"Yusuf, who came third in the 400m, is from the Sudan but is trying to gain British citizenship.","[{""text"": ""Yusuf"", ""label"": ""ATHLETE""}]"
Politics,State Administration of Taxation head Xie Xuren said a tightening of controls on tax evasion had combined with the rapid expansion to produce a 25.7% rise in tax revenues to 2.572 trillion yuan ($311bn; £165bn).,"[{""text"": ""Xie Xuren"", ""label"": ""POLITICIAN""}]"
Politics,"The increased tax take comes despite healthy tax rebates for many exporters totalling 420bn yuan in 2004, according to Mr Xie.","[{""text"": ""Xie"", ""label"": ""POLITICIAN""}]"
Tech,"Gates opens biggest gadget fair

Bill Gates has opened the Consumer Electronics Show (CES) in Las Vegas, saying that gadgets are working together more to help people manage multimedia content around the home and on the move.","[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Bill Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"Mr Gates made no announcement about the next generation Xbox games console, which many gadget lovers had been hoping for.","[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,Mr Gates said that a lot of work had been done in the last year to sort out usability and compatibility issues between devices to make it easier to share content.,"[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"Mr Gates said the PC, like Microsoft's Media Centre, had a central role to play in how people would be making the most out of audio, video and images but it would not be the only device.","[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"Several partnerships with device and hardware manufacturers were highlighted during Mr Gates' speech, but there were few major groundbreaking new technology announcements.","[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"These included what Mr Gates called an ""ecosystem of technologies"", like SBC's IPTV, a high-definition TV and digital video recorder that worked via broadband to give high-quality and fast TV.","[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Politics,"Brown names 16 March for Budget

Chancellor Gordon Brown will deliver his Budget to the House of Commons on 16 March, the Treasury has announced.","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}, {""text"": ""Gordon Brown"", ""label"": ""POLITICIAN""}]"
Politics,Next month's Budget will be Mr Brown's ninth since Labour came to power in 1997.,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
Politics,"Tory shadow chancellor Oliver Letwin said: ""We can be sure of two things: the Budget will contain measures to attract votes, and it will not contain the £8 billion of tax rises which independent experts say are inevitable if Labour wins the election.""","[{""text"": ""Oliver Letwin"", ""label"": ""POLITICIAN""}]"
Politics,"As Mr Brown announced the Budget date in a short ministerial statement, accountancy firm Ernst & Young urged him to put politics aside and focus on the long-term requirements of the economy.","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
Politics,"""In the Budgets that were given immediately before the last six elections, taxes were cut by the incumbent chancellor and, in many cases, taxes were increased soon after the election result,"" said Aidan O'Carroll, E&Y's UK head of tax.","[{""text"": ""Aidan O'Carroll"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,"""In many ways the different DRM systems are akin to the different physical formats, such as Betamax and VHS, that consumers have seen in the past,"" said Ian Fogg, personal technology and broadband analyst at Jupiter Research.","[{""text"": ""Ian Fogg"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,Mr Fogg said consumers had to be very careful when buying digital content to ensure that it would play on the devices they own.,"[{""text"": ""Fogg"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,"Shelley Taylor, analyst and author of a report about online music services, said the locks and limits on digital files were done to maximise the cash that firms can make from consumers.","[{""text"": ""Shelley Taylor"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,Ms Taylor said the limits legal download services place on files could help explain the continuing popularity of file-sharing systems that let people get hold of pirated pop.,"[{""text"": ""Taylor"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,"Cory Doctorow, European co-ordinator for the Electronic Frontier Foundation which campaigns for consumers on many cyber-rights issues, expressed doubts that the Marlin system would achieve its aims.","[{""text"": ""Doctorow"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,"Instead, said Mr Doctorow, DRM systems were intended to control the group that electronics firms have most hold over - consumers.","[{""text"": ""Doctorow"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,"""The results show that people can learn to use scalp-recorded electroencephalogram rhythms to control rapid and accurate movement of a cursor in two directions,"" said Jonathan Wolpaw and Dennis McFarlane.","[{""text"": ""Jonathan Wolpaw"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Dennis McFarlane"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"And, coincidentally, the ad men who came up with the abandoned flying pigs and so-called ""Fagin"" posters which caused Tory protests have not been sacked but, as election supremo Alan Milburn declared, ""are doing a very good job"".","[{""text"": ""Alan Milburn"", ""label"": ""POLITICIAN""}]"
Politics,"Mr Milburn, in the latest in his series of pre-election-campaign campaigning, explained the slogan was the reaction to polling which suggests the public believe Labour and Tony Blair are the future while Michael Howard and the Tories would take the country backwards.","[{""text"": ""Milburn"", ""label"": ""POLITICIAN""}, {""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
Politics,"Nobody, he claimed, could picture Liberal Democrat leader Charles Kennedy walking up Downing Street the day after polling.","[{""text"": ""Charles Kennedy"", ""label"": ""POLITICIAN""}]"
Politics,"They could, however, picture Michael Howard or, of course, Tony Blair doing it.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
Politics,"And Tony Blair would be in the very front line of that campaign, he said.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
Economy,"The main drag came from electronics,"" said Lian Chia Liang, economist at JP Morgan Chase.","[{""text"": ""Lian Chia Liang"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Politics,"Sources within the Conservative Party told the BBC Michael Howard has always been in favour of ID cards, and tried to introduce them when he was Home Secretary.","[{""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
Politics,"Lib Dem home affairs spokesman Mark Oaten said: ""This has all the signs of Michael Howard overruling colleagues' concerns over ID cards.","[{""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}, {""text"": ""Mark Oaten"", ""label"": ""POLITICIAN""}]"
Politics,"The new chairman of the Bar Council, Guy Mansfield QC warned there was a real risk that people on the ""margins of society"" would be driven into the hands of extremists.","[{""text"": ""Guy Mansfield QC"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"Women will be employed in Saudi Arabia's foreign ministry for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying.","[{""text"": ""Prince Saud Al-Faisal"", ""label"": ""POLITICIAN""}]"
Politics,"Last year, Crown Prince Abdullah, the de-facto ruler, told government departments to put plans in place for employing women.","[{""text"": ""Abdullah"", ""label"": ""POLITICIAN""}]"
Politics,"Earlier this week, the local Arab News said Labour Minister Ghazi al-Gosaibi had ""caused uproar"" when he said his ministry was having difficulty hiring women because they demanded segregated offices.","[{""text"": ""Ghazi al-Gosaibi"", ""label"": ""POLITICIAN""}]"
