tokens,ner_tags
"young book fans have voted fergus crane , a story about a boy who is taken on an adventure by a flying horse , the winner of two smart ##ies book prizes . paul stewart and chris rid ##dell ' s book came top in the category for six - to eight - year - olds and won the award chosen by after - school club members .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"sally grind ##ley ' s spilled water , about a chinese girl sold as a servant , was top in vote of readers aged nine to 11 .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O
bis ##cuit bear by mini grey took the top award in the under - five category .,O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O
"fergus crane includes text by stewart and illustrations by rid ##dell , who also created the edge chronicles together .",O O O O O B-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O
"julia ec ##cles ##har ##e , chair of the adult judging panel , said children ' s literature had "" never looked stronger "" in the prize ' s 20 years .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O
"previous winners have included j ##k row ##ling , jacqueline wilson and dick king - smith .",O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O
chancellor gordon brown has said he hopes to announce a deal to suspend debt interest repay ##ments by tsunami - hit nations later on friday .,O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
mr brown first proposed the idea earlier this week .,O B-POLITICIAN O O O O O O O O
"mr brown has been locked in talks with finance ministers of the g ##8 , which britain now chairs .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O
the expected deal comes as foreign secretary jack straw said the number of brit ##ons dead or missing in the disaster have reached 440 .,O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O
"virgin radio dj pete mitchell said : "" this year has seen an amazing array of talent come into the mainstream . """,O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O
"music veterans the who and david bowie , both earned places on the list , at number eight and 10 respectively .",O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O
"at number seven was ox ##fa ##m ' s make fair trade gig at london ' s hammersmith apollo in october , which featured performances by re ##m , razor ##light and cold ##play ' s chris martin .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O
glasgow ' s franz ferdinand earned a place at number nine for their home - town performance in april .,O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O
"a third of the 2 , 000 broadband users interviewed were fed up with their current providers but this could be just the tip of the ice ##berg thinks tim dan ##ton , editor of pc pro magazine .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O
""" we discovered a huge variety of problems , but one of the biggest issues is the current supplier with ##holding the information that people need to give to their new supplier , "" said tim dan ##ton , editor of pc pro .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O
with prices set to drop even further in coming months mr dan ##ton advises everyone to shop around carefully .,O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O
"del ##oit ##te is forecast ##ing economic growth of 2 % this year , below chancellor gordon brown ' s forecast of 3 % to 3 . 5 % .",O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O
"del ##oit ##te ' s chief economic advisor roger boot ##le said : "" the biggest hit of all is set to come from the housing market which has already embarked on a major slow ##down .",O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O
"gordon brown will need to raise about $ 10 ##bn a year in order to sustain the public finances in the short term , the firm claims .",B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O
""" although 2005 may not be the year when things go completely wrong , it will probably mark the start of a more difficult period for the uk economy , "" mr boot ##le .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
"miles ships ##ide , commercial director at right ##mo ##ve , said sellers would have to be "" more realistic with their asking prices "" to te ##mpt buyers .",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O
"in any business , excess supply and low demand means one thing - cut prices , "" mr ships ##ide said .",O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O
""" what is apparent is a picture of a slowing market , but one that should remain stable as we return to more normal volumes of lending over 2005 as a whole , "" cm ##l director general michael co ##ogan said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O
""" it ' s a fairly consistent picture , showing that mortgage demand has fallen back again , which is consistent with a continuing correction in the housing market , "" invest ##ec economist philip shaw said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O
stern dropped from radio stations,B-MUSICIAN O O O O
controversial dj howard stern has been dropped from four us radio stations because he keeps promoting his move to a network broadcasting on satellite .,O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O
"cid ##ate ##l broadcasting said stern had transformed his show into a "" continuous info ##mer ##cial promoting sirius , his new satellite radio employer "" .",O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O
"stern will join the sirius subscription service , which is not governed by us regulators , next year .",B-MUSICIAN O O O O O O O O O O O O O O O O O O
citadel pulled stern ' s show from stations in new york and pennsylvania .,O O B-MUSICIAN O O O O O O O O O O O
stern had been holiday for two weeks but his show did not return to the four stations as expected on 3 january .,B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O
"stern announced in october that he was leaving conventional radio , where his syndicated show goes out across the us , for the relatively restriction - free satellite service .",B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"stern was dropped by six stations owned by media giant clear channel in 2004 after it had to pay the federal communications commission $ 1 . 75 ##m ( £ ##9 ##50 , 000 ) , over breach ##es ind ##ece ##ncy laws .",B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
media giant via ##com has also reportedly agreed to the fcc ' s demands that if stern is issued with another ind ##ece ##ncy violation then his show must be pulled from all of its stations .,O O O O O O O O O O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O
via ##com has also been hit with record fines of $ 3 . 5 ##m ( £1 . 8 ##m ) over stern and two other new york djs .,O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O O O O O O O
"but stern continues to be one of the most popular talk show hosts , particularly in the 25 - 54 age category .",O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O
taylor poised for scotland return,B-ATHLETE O O O O
simon taylor has been named in the scotland squad for saturday ' s six nations clash with italy . the 25 - year - old number eight made a scoring return for edinburgh at the weekend - his first game in a year for the capital side .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
taylor suffered knee ligament damage playing against ireland in dublin in the 2004 six nations championship .,B-ATHLETE O O O O O O O O O O O O O O O O
""" simon is one of scotland ' s truly world class players so it is a huge bonus , "" said team - mate chris paterson .",O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O
taylor has turned out for english side sara ##cens in recent weeks during a short - term loan to improve his fitness .,B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O
so taylor played the last 20 minutes of sara ##cens ' win over northampton and then 40 minutes in a friendly against south african super 12 side the cats .,O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
scotland coach matt williams is due to name his match - day 22 on thursday .,O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O
"- m blair ( edinburgh ) , a craig ( glasgow ) , c cu ##sit ##er ( borders ) , s daniel ##li ( borders ) , m di roll ##o ( edinburgh ) , a henderson ( glasgow ) , b hi ##ns ##hel ##wood ( worcester ) , r lam ##ont ( glasgow ) , s lam ##ont ( glasgow ) , d parks ( glasgow ) , c paterson ( edinburgh ) , g ross ( leeds ) , h south ##well ( edinburgh ) , s webster ( edinburgh ) - r beat ##tie ( northampton ) , g bull ##och ( glasgow , capt ) , b douglas ( borders ) , j dunbar ( leeds ) , i full ##art ##on ( sara ##cens ) , s grimes ( newcastle ) , n hines ( edinburgh ) , a hog ##g ( edinburgh ) , g kerr ( leeds ) , n lloyd ( sara ##cens ) , s murray ( edinburgh ) , j pet ##rie ( glasgow ) , r russell ( london irish ) , c smith ( edinburgh ) , t smith ( northampton ) , s taylor ( edinburgh ) , j white ( sale ) .",O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O
prodigy mon ##fi ##ls blows away ga ##udi ##o,O B-ATHLETE I-ATHLETE I-ATHLETE O O B-ATHLETE I-ATHLETE I-ATHLETE
french prodigy gael mon ##fi ##ls under ##lined his huge promise by beating french open champion gaston ga ##udi ##o 6 - 4 7 - 6 ( 7 - 4 ) in the first round of the qatar open .,O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O
"fabric ##e santo ##ro , the 2000 champion , beat sweden ' s thomas johansson 6 - 4 6 - 2 but fourth seed mikhail you ##zh ##ny lost 6 - 3 7 - 6 ( 7 - 3 ) to rafael nad ##al .",B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O
roger federer plays greg ruse ##ds ##ki in the second round on wednesday .,B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O
"mon ##fi ##ls , who was given a wild ##card into the tournament , said : "" this is my first win over a top 10 player and i am delighted .",B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
lo ##mu re ##lish ##ing return to action,B-ATHLETE I-ATHLETE O O O O O O
former all black star jonah lo ##mu says he cannot wait to run out on the pitch for former england rugby union captain martin johnson ' s test ##imo ##nia ##l on 4 june .,O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O
""" the match on 4 june will be my first 15 - man game but i have a training schedule which is quite testing and combines with sevens and a whole lot of things , "" said lo ##mu .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O
""" mohammed ali has always been my ideal .",O B-ATHLETE I-ATHLETE O O O O O O
opinion has been divided on whether lo ##mu should attempt to return to the game after such a major operation .,O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O
"but when lo ##mu was asked whether he was taking a risk he replied : "" as much as someone going down the road being hit by a bus .",O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O
"at his lowest e ##bb lo ##mu was so ill he could barely walk , but he says he is now getting stronger every day and his long - term target is to play for new zealand again .",O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
home secretary charles clarke told the times he hoped agreement with several countries could be reached .,O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O
"mr clarke told the times : "" i think we should be prose ##cuting much more energetic ##ally our ability to de ##port the individuals concerned to the countries from which they come . """,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"he said it was a route that was being pursued in collaboration with foreign secretary jack straw "" in a very positive way "" .",O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O
"mr clarke said that he was seeking "" memorandum ##s of understanding "" between overseas governments and britain to ensure suspects would not be subjected to the death penalty on their return .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"but the liberal democrat ' s shadow home secretary , mark o ##ate ##n , accused mr clarke of avoiding the main issue with the bel ##mar ##sh detainees .",O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O B-POLITICIAN O O O O O O O O O O O O
""" and i do want him to grasp those issues and that means looking at how we can actually secure convictions in this country allowing , for example , intercept communications , telephone tapping to be included , "" mr o ##ate ##n said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O
"the bbc ' s home affairs correspondent , daniel sand ##ford , said it appeared mr clarke was putting more emphasis on the possibility of deportation than his predecessor , david blu ##nk ##ett .",O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O B-POLITICIAN O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O
daniel sand ##ford said ministers may try to put forward other solutions - such as allowing more secret evidence to be put into normal criminal trials or developing a more secret trials process - in the next few weeks .,B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
o ' dr ##is ##coll out of scotland game ireland captain brian o ' dr ##is ##coll has been ruled out of saturday ' s rb ##s six nations clash against scotland .,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
o ' dr ##is ##coll was originally named in the starting line - up but has failed to recover from the ham ##st ##ring injury he picked up in the win over italy .,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
fellow centre gordon d ' arc ##y is also struggling with a ham ##st ##ring injury and he will undergo a fitness test on friday to see if he can play .,O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O
kevin mag ##gs would be an obvious replacement at centre while shane ho ##rgan could also be moved from wing .,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O
ulster wing tommy bow ##e could also be asked to travel with the squad to scotland as a pre ##ca ##ution ##ary measure .,O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
the only other change to the ireland side sees wasps flank ##er johnny o ' connor replacing denis lea ##my .,O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O
o ' connor will be winning his third cap after making his debut in the victory over south africa last november .,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
": murphy , ho ##rgan , tb ##c , d ' arc ##y , hi ##cki ##e , o ' ga ##ra , string ##er , co ##rrigan , byrne , hayes , o ' kelly , o ' connell , s easter ##by , o ' connor , foley . : shea ##han , ho ##ran , o ' call ##aghan , miller , g easter ##by , humphrey ##s , dempsey .",O B-ATHLETE O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O
an second - half goal from andy scott condemned mansfield to a ninth successive game without a win .,O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O
early in the second half wayne carlisle ' s cross was met by scott and he blasted the ball home from just outside the penalty area .,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE O O O O O O O O O O O O O
"as orient chased a second , mansfield had to clear alan white ' s header off the line and kevin pi ##lk ##ington saved well from michael simpson .",O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE O
by the end mansfield fans were chanting for the head of chairman keith has ##lam .,O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"pi ##lk ##ington , talbot , bu ##xton , dime ##ch , arte ##ll , cord ##en , murray , curtis , neil , warn ##e , barker .",B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O
"sub ##s not used : white , mcintosh , wood , lloyd , herr ##on . harrison , lock ##wood , don ##ny barnard , white , mack ##ie , scott , sa ##ah , simpson , carlisle , lee barnard , ib ##eh ##re .",O O O O O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O
"sub ##s not used : morris , ward ##ley , new ##ey , za ##ku ##ani , mcmahon .",O O O O O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O
"scott 51 . 3 , 80 ##3 s math ##ies ##on ( cheshire ) .",B-ATHLETE O O O O O O O O O O O O O O
""" games teach life skills such as decision making , problem solving , "" said martin owen , at future ##lab .",O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O
mr owen said games could also help children make quick assessments of situations and learning by trial and error .,O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O
""" learning games were somewhat old - fashioned and we didn ' t see anyone else doing what we wanted to do , "" said dr carl gavin , managing director of lateral visions .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O
""" we are keen to find out whether alongside learning a game , we can also learn something that the rest of the world can understand as being educational , "" said mr owen .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O
"this fusion of chat ##rooms and gaming is of special interest to future ##lab as it is through talking to others that much of the learning can be achieved , thinks mr owen .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O
""" pupils used the statistics to work out the best way to build their cars and the online message board to share ideas and support each other , "" said ben williamson , a researcher at future ##lab charged with testing the game in real schools .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O
dr gavin thinks the game sat ##is ##fies both teachers ' need for learning outcomes and the children ' s desire to rise to a challenge .,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O
"professor angela mac ##farlane , based at bristol university , has spent several years researching how games can be incorporated into classrooms .",O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O
"already there are games on the market , such as civil ##isation and age of empire , that have educational elements said mr owen .",O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O
""" it ' s not going to take much to push [ the dollar ] one way or the other , "" said grant wilson of mellon bank .",O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O
""" sky ##pe ' s success at spreading the world about internet tel ##ep ##hony is well - known and we are delighted to be offering free access to sky ##pe users in our hot ##sp ##ots , "" commented broad ##rea ##ch chief executive magnus mc ##ew ##en - king .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
jam ##elia ' s return to the top r & b star jam ##elia had three brit nominations to go with her triple triumph at last year ' s mob ##o awards .,B-MUSICIAN I-MUSICIAN O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O
"the birmingham - born singer , full name jam ##elia davis , was signed to a record label at the age of 15 and released her first single so high at 18 .",O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O
"she released four number ones from her 2000 album drama , including the top five hit money featuring the vocals of reggae artist been ##ie man .",O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O
"during her absence r & b music exploded and a whole host of female artists were on the scene , meaning jam ##elia had to once again prove herself .",O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O
her comeback song bout featuring ra ##h dig ##ga only just scrapped into the top 40 .,O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O
"it was her next single , superstar , that really put her back on the map as one of britain ' s most popular female r & b singers , holding her own in a music scene dominated by us artists such as beyonce and asha ##nti .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O B-MUSICIAN I-MUSICIAN O
"see it in a boy ' s eyes , which was especially written for her by cold ##play ' s chris martin",O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN
"despite her huge success in recent years , jam ##elia remains down - to - earth about her fame and her chances of lasting in the fi ##ckle music business , partly due to mother ##hood .",O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O
"i still want to make it , but it ' s not the end of the world if i don ' t , "" commented jam ##elia .",O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O
jones medals ' must go if guilty ',B-ATHLETE O O O O O O O
world anti - doping agency ( wa ##da ) chief dick pound says marion jones should be stripped of all her medals if found guilty of taking banned substances .,O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O
"victor con ##te , of bal ##co laboratories , claims the american sprinter regularly used drugs to enhance her performance .",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O
""" if she is found guilty she should be stripped of all her medals and banned for two years , "" said pound .",O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O
"asked if there was a times ##cal ##e as to what medals could be taken , pound said : "" that is not an issue at all . """,O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O
"jones , who won five medals at the 2000 olympics , denies using drugs and says she will take legal action over con ##te ' s allegations .",B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O
"pound continued : "" if she has indeed taken drugs it is going to be a big disappointment for a lot of people . """,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O
"vera drake leads uk oscar hopes mike leigh ' s film vera drake will lead british hopes at this year ' s academy awards after getting three nominations . im ##eld ##a st ##au ##nton was nominated for best actress for her role in the abortion drama , while leigh received nods for best director and original screenplay .",O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O
kate wins ##let was also nominated in the best actress category for her role in eternal sunshine of the spot ##less mind .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O
and clive owen and sophie ok ##oned ##o both got nominated for supporting roles in closer and hotel rwanda respectively .,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O
"and it is the first nomination for actress ok ##oned ##o , chosen for her performance in hotel rwanda , about the 1994 rwanda ##n genocide .",O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
