tokens,ner_tags
"ĠNot Ġleast , Ġsaid ĠPaul ĠKing , Ġprincipal Ġsecurity Ġconsultant Ġat ĠCisco , Ġbecause Ġthe Ġdefences Ġagainst Ġsuch Ġattacks Ġare Ġso Ġcommon .",O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O
"Ġ"" If Ġyou Ġthink Ġof Ġcriminals Ġthey Ġdo Ġnot Ġdo Ġclever ,"" Ġsaid ĠMr ĠKing , Ġ"" they Ġjust Ġdo Ġwhat Ġworks ."" Ċ Ċ As Ġthe Ġtactics Ġused Ġby Ġmalicious Ġprograms Ġchange , Ġsaid ĠMr ĠKing , Ġso Ġmany Ġfirms Ġwere Ġchanging Ġthe Ġway Ġthey Ġdefend Ġthemselves .",O O O O O O O O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O O O O O O O O O O O O
"Ġ"" The Ġmain Ġmotivation Ġnow Ġis Ġmoney ,"" Ġsaid ĠGary ĠSt owell , Ġspokesman Ġfor ĠSt ĠBernard Ġsoftware .",O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O
ĠMr ĠSt owell Ġsaid Ġorganised Ġcrime Ġgangs Ġwere Ġturning Ġto Ġcomputer Ġcrime Ġbecause Ġthe Ġrisks Ġof Ġbeing Ġcaught Ġwere Ġlow Ġand Ġthe Ġrates Ġof Ġreturn Ġwere Ġvery Ġhigh .,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠThe Ġfilm , Ġdirected Ġby ĠPaul ĠSchr ader , Ġwill Ġbe Ġscreened Ġon Ġ18 ĠMarch Ġat Ġthe ĠInternational ĠFestival Ġof ĠFantastic ĠFilm Ġin ĠBrussels .",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O
ĠThe Ġpsychological Ġdrama Ġstars ĠSt ell an ĠSk ars gard Ġand Ġfore runs Ġthe Ġ1973 Ġfilm .,O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O
ĠSchr ader Ġwas Ġreplaced Ġby Ġdirector ĠR enny ĠHar lin Ġwho Ġmade Ġa Ġnew Ġversion Ġof Ġthe Ġfilm Ġwhich Ġdebuted Ġin Ġ2004 .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O
"ĠThe Ġpre quel Ġproject Ġwas Ġoriginally Ġannounced Ġin Ġ2001 , Ġwith Ġactor ĠLiam ĠN ees on Ġin Ġthe Ġlead Ġrole Ġand ĠJohn ĠFranken heimer Ġas Ġdirector .",O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O
"ĠHowever ĠFranken heimer Ġpulled Ġout Ġin Ġ2002 , Ġa Ġmonth Ġbefore Ġhe Ġdied .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
"ĠSk ars gard Ġthen Ġreplaced ĠN ees on Ġin Ġthe Ġrole Ġof ĠFather ĠMer rin , Ġmade Ġfamous Ġby ĠMax ĠVon ĠSyd ow Ġin Ġthe Ġ1973 Ġfilm .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O
"ĠHowever , Ġin ĠAugust Ġ2003 Ġit Ġemerged Ġthat Ġproducers ĠMorgan ĠCreek Ġwere Ġshel ving ĠSchr ader 's Ġversion Ġof Ġthe Ġfilm , Ġhaving Ġcomplained Ġit Ġwas Ġnot Ġscary Ġenough .",O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O
"ĠAs Ġwell Ġas Ġreplacing ĠSchr ader Ġwith ĠHar lin Ġ- Ġthe Ġdirector Ġbehind ĠDie ĠHard Ġ2 Ġand ĠCliff h anger Ġ- Ġthe Ġproducers Ġalso Ġchanged Ġmost Ġof Ġthe Ġcast , Ġbut ĠSwedish Ġstar ĠSk ars gard Ġstayed Ġin Ġthe ĠMer rin Ġrole .",O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O
"ĠHar lin 's Ġfilm , Ġreleased Ġin Ġthe ĠUK Ġin ĠOctober Ġ2004 , Ġreceived Ġl uke warm Ġreviews Ġbut Ġwent Ġon Ġto Ġmake Ġover Ġ$ 76 m Ġ(Â£ 40 . 7 m ) Ġworldwide .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ĠThe Ġfestival Ġscreening Ġwill Ġbe Ġthe Ġfirst Ġtime Ġthat ĠSchr ader 's Ġfilm Ġhas Ġbeen Ġseen Ġin Ġpublic .,O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O
"ĠOther Ġfilms Ġat Ġthe Ġfestival Ġin Ġthe ĠBelgium Ġcapital , Ġwhich Ġruns Ġfrom Ġ11 - 26 ĠMarch , Ġinclude Ġthe ĠUS Ġhorror Ġhit ĠBoo gey man Ġand Ġthe Ġforthcoming Ġsequel ĠRing Ġ2 , Ġas Ġwell Ġas Ġa Ġselection Ġof Ġfilms Ġadapted Ġfrom Ġthe Ġworks Ġof ĠJ ules ĠVer ne .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
"Ġ"" Broad band Ġis Ġputting Ġthe Ġ' me ' Ġin Ġmedia Ġas Ġit Ġshifts Ġpower Ġfrom Ġinstitutions Ġand Ġinto Ġthe Ġhands Ġof Ġthe Ġindividual ,"" Ġsaid ĠJohn ĠCraig , Ġco - author Ġof Ġthe ĠDem os Ġreport .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O
"Ġ"" Broad band Ġis Ġmoving Ġthe Ġperception Ġof Ġthe Ġinternet Ġas Ġa Ġpiece Ġof Ġtechnology Ġto Ġan Ġintegral Ġpart Ġof Ġhome Ġlife Ġin Ġthe ĠUK ,"" Ġsaid ĠKaren ĠThomson , ĠChief ĠExecutive Ġof ĠAOL ĠUK , Ġ"" with Ġmany Ġpeople Ġspending Ġtime Ġon Ġtheir Ġcomputers Ġas Ġautomatically Ġas Ġthey Ġmight Ġswitch Ġon Ġthe Ġtelevision Ġor Ġradio .""",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ĠBoat eng Ġto Ġstep Ġdown Ġat Ġelection,B-POLITICIAN I-POLITICIAN O O O O O
"ĠPaul ĠBoat eng , ĠChief ĠSecretary Ġto Ġthe ĠTreasury , Ġis Ġto Ġstep Ġdown Ġas Ġa ĠLabour ĠMP Ġat Ġthe Ġforthcoming Ġgeneral Ġelection .",B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O
"ĠMr ĠBoat eng , Ġ53 , Ġis Ġto Ġbecome Ġthe ĠUK 's Ġhigh Ġcommissioner Ġto ĠSouth ĠAfrica .",O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O
"ĠMr ĠBoat eng Ġserved Ġon Ġthe ĠGreater ĠLondon ĠCouncil Ġbefore Ġbeing Ġelected Ġto ĠParliament Ġin Ġ1987 , Ġdeclaring Ġ"" today ĠBrent ĠSouth , Ġtomorrow ĠS ow eto "".",O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠHe Ġwill Ġsucceed Ġthe Ġprevious ĠHigh ĠCommissioner , ĠAnn ĠGrant , Ġshortly Ġafter Ġthe Ġnext Ġelection , Ġwhich Ġis Ġwidely Ġexpected Ġto Ġbe Ġheld Ġon Ġ5 ĠMay .",O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O
"ĠPrime ĠMinister ĠTony ĠBlair Ġsaid : Ġ"" Paul Ġhas Ġbeen Ġboth Ġa Ġvalued Ġcolleague Ġand Ġa Ġtrusted Ġfriend Ġfor Ġmany Ġyears .",O O B-POLITICIAN I-POLITICIAN O O O B-POLITICIAN O O O O O O O O O O O O O O
"ĠChancellor ĠGordon ĠBrown Ġsaid : Ġ"" Over Ġthe Ġpast Ġeight Ġyears ĠPaul 's Ġcontribution Ġto Ġthe ĠTreasury Ġand Ġthe Ġgovernment Ġhas Ġbeen Ġexceptional Ġ- Ġand Ġit Ġhas Ġbeen Ġmy Ġprivilege Ġto Ġhave Ġworked Ġclosely Ġwith Ġhim Ġclosely Ġat Ġthe ĠTreasury .",O B-POLITICIAN I-POLITICIAN O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Ġ"" I Ġcongratulate ĠPaul Ġon Ġhis Ġnew Ġappointment .",O O O B-POLITICIAN O O O O O
"Ġ"" He Ġhas Ġdisplayed Ġhuge Ġdedication Ġto Ġthe Ġcause Ġof ĠAfrican Ġdevelopment Ġfor Ġmany Ġyears Ġand Ġit Ġis Ġfitting Ġthat , Ġin Ġthis Ġyear Ġof Ġchallenge Ġand Ġopportunity Ġfor Ġthe ĠAfrican Ġcontinent , ĠPaul Ġhas Ġbeen Ġgiven Ġsuch Ġa Ġpivotal Ġrole Ġin Ġour Ġfight Ġagainst Ġpoverty Ġand Ġinjustice .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O
"Ġ"" I Ġlook Ġforward Ġto Ġcontinuing Ġto Ġwork Ġwith ĠPaul Ġon Ġthis Ġvital Ġagenda .""",O O O O O O O O O B-POLITICIAN O O O O O
"ĠMr ĠBoat eng Ġsaid : Ġ"" I Ġam Ġhonoured Ġto Ġbe Ġasked Ġto Ġtake Ġon Ġthis Ġrole , Ġespecially Ġas Ġit Ġcomes Ġat Ġsuch Ġan Ġintegral Ġtime Ġfor Ġour Ġrelationship Ġwith ĠSouth ĠAfrica Ġand Ġthe ĠAfrican Ġcontinent .",O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠMr ĠBoat eng Ġalso Ġlaughed Ġoff Ġsuggestions Ġthat Ġhis Ġre - election Ġin ĠBrent ĠSouth Ġseat Ġhad Ġbeen Ġin Ġdanger Ġsaying Ġit Ġwas Ġ"" one Ġof Ġthe Ġsafest ĠLabour Ġseats Ġin Ġthe Ġcountry "".",O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠShadow Ġforeign Ġsecretary ĠMichael ĠAn c ram Ġsaid Ġthat , Ġif Ġin Ġgovernment , Ġhe Ġwould Ġrefuse Ġto Ġapprove Ġeither ĠMr ĠBoat eng 's Ġappointment Ġor Ġthat Ġof Ġex - C abin et Ġminister ĠHelen ĠL idd ell Ġas Ġhigh Ġcommissioner Ġto ĠAustralia .",O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O
"Ġ"" Mr ĠBlair 's Ġappointment Ġof ĠPaul ĠBoat eng Ġis Ġthe Ġlatest Ġexample Ġof Ġa Ġworrying Ġtrend Ġof Ġfailed ĠTony 's Ġcr onies Ġbeing Ġappointed Ġto Ġsenior Ġdiplomatic Ġposts ,"" Ġhe Ġsaid .",O O B-POLITICIAN O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O
"ĠA Ġlow - budget Ġhorror Ġfilm Ġproduced Ġby ĠEvil ĠDead Ġdirector ĠSam ĠR aim i Ġhas Ġtopped Ġthe ĠNorth ĠAmerican Ġbox Ġoffice . Ċ Ċ Boo gey man , Ġwhich Ġfocuses Ġon Ġa Ġman Ġwho Ġreturns Ġto Ġhis Ġchildhood Ġhome Ġto Ġconfront Ġhis Ġtraumatic Ġpast , Ġtook Ġ$ 19 . 5 m Ġ(Â£ 14 . 9 m ) Ġin Ġthree Ġdays .",O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠLast Ġweek 's Ġchart - to pper , Ġthe ĠRobert Ġde ĠN iro Ġthriller ĠHide Ġand ĠSeek , Ġfell Ġto Ġnumber Ġfour .",O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O
"ĠOther Ġnew Ġentries Ġincluded ĠThe ĠWedding ĠDate , Ġa Ġcomedy Ġstarring ĠWill Ġand ĠGrace 's ĠDeb ra ĠMess ing , Ġat Ġnumber Ġtwo .",O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O
"Ġ"" I Ġcertainly Ġbelieve Ġit 's Ġa Ġgenre Ġwhere Ġpeople Ġare Ġgoing Ġto Ġbe Ġmore Ġmoved Ġby Ġthe Ġmarketing Ġmaterials Ġfor Ġthe Ġmovie Ġthan Ġby Ġwhat Ġthe Ġcritics Ġsay ,"" Ġsaid ĠRory ĠBru er , Ġhead Ġof Ġdistribution Ġfor ĠSony ĠPictures , Ġwhich Ġreleased Ġthe Ġfilm Ġin Ġthe ĠUS .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
"Ġ"" Most Ġof Ġthe Ġvalue Ġin Ġthe Ġcompany Ġwas Ġin ĠT ys ab ri ,"" Ġsaid ĠIan ĠHunter Ġat ĠGood body ĠStock bro kers Ġin ĠDublin .",O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O
"ĠChief Ġexecutive ĠG ail ĠBerman Ġsaid Ġ"" in Ġthe Ġcase Ġof Ġthis Ġfall Ġwe Ġdrifted Ġto Ġtoo Ġmuch Ġon Ġthe Ġun script ed Ġside "".",O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O
"ĠMs ĠBerman Ġsaid : Ġ"" I Ġthink Ġthe Ġaudience Ġexpects Ġloud Ġthings Ġfrom ĠFox .",O B-PUBLIC-FIGURE O O O O O O O O O O O O O
"ĠFive Ġother Ġepisodes Ġof Ġthe Ġshow Ġhad Ġalso Ġbeen Ġfilmed Ġwill Ġbe Ġdropped Ġfrom ĠFox 's Ġschedules , ĠMs ĠBerman Ġsaid .",O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O
"ĠThough Ġthat Ġhad Ġmet Ġwith Ġa Ġpoor Ġreception , ĠMs ĠBerman Ġsaid Ġ"" there 's Ġno Ġquestion Ġthat Ġthe Ġaudience , Ġin Ġour Ġmind , Ġis Ġready , Ġwilling Ġand Ġable Ġto Ġaccept Ġnew Ġprogramming Ġin Ġthe Ġsummer "".",O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠOne Ġof Ġthe Ġnew Ġshows Ġwill Ġbe Ġthe Ġanimated Ġseries ĠAmerican ĠDad , Ġmade Ġby ĠSeth ĠMac F arlane , Ġthe Ġcreator Ġof ĠFamily ĠGuy .",O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O
ĠRad cliffe Ġeyes Ġhard Ġline Ġon Ġdrugs Ċ Ċ Paul a ĠRad cliffe Ġhas Ġcalled Ġfor Ġall Ġathletes Ġfound Ġguilty Ġon Ġdrugs Ġcharges Ġto Ġbe Ġtreated Ġas Ġcriminals .,B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
ĠRad cliffe 's Ġcomments Ġcome Ġat Ġa Ġtime Ġwhen Ġseveral ĠAmerican Ġsports Ġstars Ġare Ġunder Ġsuspicion Ġof Ġsteroid Ġuse .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O
ĠChelsea Ġsack ĠMut u,O O B-ATHLETE I-ATHLETE
ĠChelsea Ġhave Ġsacked ĠAdrian ĠMut u Ġafter Ġhe Ġfailed Ġa Ġdrugs Ġtest .,O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O
"ĠChelsea Ġhave Ġdecided Ġto Ġwrite Ġoff Ġa Ġpossible Ġtransfer Ġfee Ġfor ĠMut u , Ġa ĠÂ£ 15 . 8 m Ġsigning Ġfrom ĠP arma Ġlast Ġseason , Ġwho Ġmay Ġface Ġa Ġtwo - year Ġsuspension .",O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O
ĠMut u Ġscored Ġsix Ġgoals Ġin Ġhis Ġfirst Ġfive Ġgames Ġafter Ġarriving Ġat ĠStamford ĠBridge Ġbut Ġhis Ġform Ġwent Ġinto Ġdecline Ġand Ġhe Ġwas Ġfrozen Ġout Ġby Ġcoach ĠJose ĠMourinho .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O
"ĠAnd Ġthe Ġsport 's Ġworld Ġgoverning Ġbody Ġhas Ġre - iter ated Ġtheir Ġstance Ġover ĠMut u 's Ġfailed Ġdrugs Ġtest , Ġmaintaining Ġit Ġis Ġa Ġmatter Ġfor Ġthe Ġdomestic Ġsporting Ġauthorities .",O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
ĠChelsea 's Ġmove Ġwon Ġbacking Ġfrom Ġdrug - testing Ġexpert ĠMichelle ĠVer ro ken .,O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O
"ĠVer ro ken , Ġa Ġformer Ġdirector Ġof Ġdrug - free Ġsport Ġfor ĠUK ĠSport , Ġinsists Ġthe ĠBlues Ġwere Ġright Ġto Ġsack ĠMut u Ġand Ġhave Ġenhanced Ġtheir Ġreputation Ġby Ġdoing Ġso .",B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O
"ĠIt Ġemerged Ġthat ĠMut u Ġhad Ġfailed Ġa Ġdrugs Ġtest Ġon ĠOctober Ġ18 Ġand , Ġalthough Ġit Ġwas Ġinitially Ġreported Ġthat Ġthe Ġbanned Ġsubstance Ġin Ġquestion Ġwas Ġcocaine .",O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O
ĠThe ĠFootball ĠAssociation Ġhas Ġyet Ġto Ġact Ġon ĠMut u 's Ġfailed Ġdrugs Ġtest Ġand Ġrefuses Ġto Ġdiscuss Ġhis Ġcase .,O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O
ĠHoward Ġunve ils ĠTory Ġasylum Ġplans,B-POLITICIAN O O O O O
"ĠTory Ġplans Ġto Ġcut Ġimmigration Ġto Ġthe ĠUK Ġare Ġnot Ġracist Ġand Ġwill Ġmake Ġthe Ġasylum Ġsystem Ġfaire r Ġfor Ġgenuine Ġrefugees , ĠMichael ĠHoward Ġhas Ġsaid .",O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O
"ĠAs Ġhis Ġparty Ġset Ġout Ġdetailed Ġasylum Ġreform Ġplans , ĠMr ĠHoward Ġsaid Ġthey Ġwould Ġhelp Ġsmash Ġpeople Ġsmuggling Ġgangs .",O O O O O O O O O O O B-POLITICIAN O O O O O O O O O
ĠTony ĠBlair Ġsaid ĠLabour Ġwould Ġset Ġout Ġwork able Ġplans Ġfor Ġtackling Ġimmigration Ġabuse Ġin Ġthe Ġnext Ġfew Ġweeks Ġand Ġattacked Ġthe ĠTory Ġplans .,B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
"Ġ"" By Ġcutting Ġthe Ġnumber Ġof Ġfront - line Ġimmigration Ġstaff Ġat Ġour Ġborders , Ġthey Ġwill Ġactually Ġmake Ġthe Ġproblem Ġworse ,"" Ġsaid ĠMr ĠBlair .",O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O
"ĠLiberal ĠDemocrat Ġchairman ĠMatthew ĠTaylor Ġsaid Ġthere Ġneeded Ġto Ġbe Ġa Ġquick , Ġfair Ġand Ġfirm Ġasylum Ġsystem .",O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O
"ĠIn Ġa Ġspeech Ġin ĠLondon Ġon ĠMonday , ĠMr ĠHoward Ġsaid : Ġ"" It 's Ġnot Ġracist , Ġas Ġsome Ġpeople Ġto Ġclaim , Ġto Ġtalk Ġabout Ġcontrolling Ġimmigration Ġfar Ġfrom Ġit .""",O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
"ĠMr ĠHoward Ġsaid Ġnearly Ġ160 , 000 Ġpeople Ġwere Ġsettling Ġin Ġthe ĠUK Ġevery Ġyear Ġ- Ġthe Ġsize Ġof Ġa Ġcity Ġlike ĠPeter borough .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
"Ġ"" We Ġneed Ġto Ġbreak Ġthe Ġlink Ġbetween Ġarriving Ġin ĠBritain Ġand Ġclaiming Ġasylum ,"" ĠMr ĠHoward Ġsaid .",O O O O O O O O O O O O O O O O B-POLITICIAN O O
"ĠAnd Ġa Ġspokesman Ġfor ĠEuropean ĠJustice Ġand ĠHome ĠAffairs ĠCommissioner ĠFranco ĠFr att ini Ġsaid Ġthe Ġplans Ġwould Ġcontra ven e ĠEU Ġasylum Ġpolicy , Ġwhich Ġmeant Ġthe ĠUK Ġcould Ġnot Ġsimply Ġrefuse Ġto Ġhear Ġan Ġasylum Ġcase .",O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O
"ĠRefugee ĠCouncil ĠChief ĠExecutive ĠMae ve ĠSherlock Ġcalled Ġthe Ġplans Ġ"" danger ous , Ġill Ġthought - out Ġand Ġhugely Ġirresponsible "".",O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O
ĠCommission Ġfor ĠRacial ĠEquality Ġchairman ĠTrevor ĠPhillips Ġsaid Ġasylum Ġapplications Ġwere Ġdown Ġ40 % Ġand Ġeconomic Ġmigration Ġdown Ġabout Ġ10 %.,O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O
ĠHe Ġdid Ġnot Ġthink ĠMr ĠHoward Ġintended Ġto Ġcentre Ġthe Ġdebate Ġabout Ġrace .,O O O O O B-POLITICIAN O O O O O O O O
"ĠMr ĠHoward Ġcalled Ġthat Ġsuggestion Ġ"" dis gr ace ful "".",O B-POLITICIAN O O O O O O O O O
ĠDavid ĠBl unk ett Ġin Ġquotes,B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O
ĠDavid ĠBl unk ett Ġ- Ġwho Ġhas Ġresigned Ġas Ġhome Ġsecretary Ġ- Ġbuilt Ġhis Ġreputation Ġas Ġa Ġplain - speaking ĠYorkshire Ġman .,B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O
"Ġ"" Our Ġwork Ġwith Ġthe ĠFrench Ġgovernment ... has Ġbeen Ġhugely Ġsuccessful ,"" Ġsaid ĠMr ĠBl unk ett .",O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O
"Ġ"" I Ġfoolish ly Ġthought Ġas Ġthis Ġwas Ġa Ġcelebrity Ġedition Ġit Ġwould Ġbe Ġmore Ġrelaxed Ġthan Ġnormal ."" Ġ ĊĊ Ġ"" You Ġwake Ġup Ġand Ġyou Ġreceive Ġa Ġphone Ġcall Ġ- ĠShip man 's Ġtopped Ġhimself .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O
"ĠPast ĠEuro vision Ġperformers Ġinclude ĠAb ba , ĠC eline ĠDion , ĠBucks ĠF izz , ĠN ana ĠMous k ouri , ĠL ulu Ġand ĠJulio ĠIg les ias .",O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O
"ĠThe Ġ50 th Ġannual Ġcontest Ġwill Ġbe Ġheld Ġin ĠKiev , ĠUkraine , Ġin ĠMay , Ġafter ĠUkrainian Ġsinger ĠRus l ana Ġwon Ġlast Ġyear .",O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O
ĠTV Ġcalls Ġafter ĠCarroll Ġerror,O O O B-ATHLETE O
"ĠSpurs Ġboss ĠMartin ĠJol Ġsaid Ġhis Ġteam Ġwere Ġ"" rob bed "" Ġat ĠManchester ĠUnited Ġafter ĠPedro ĠMend es ' Ġshot Ġclearly Ġcrossed Ġthe Ġline Ġbut Ġwas Ġnot Ġgiven .",O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O
"Ġ"" The Ġreferee Ġis Ġalready Ġwearing Ġan Ġear piece Ġso Ġwhy Ġcan 't Ġwe Ġjust Ġstop Ġthe Ġgame Ġand Ġget Ġthe Ġdecision Ġright ,"" Ġsaid ĠJol Ġafter Ġthe Ġ0 - 0 Ġdraw .",O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O O
"Ġ"" But Ġat Ġthe Ġend Ġof Ġthe Ġday Ġit 's Ġso Ġobvious Ġthat ĠPedro 's Ġshot Ġwas Ġover Ġthe Ġline Ġit 's Ġincredible .",O O O O O O O O O O O O O B-ATHLETE O O O O O O O O O O
