sub_category,sentence,ner_entities
Politics,"Director of Public Prosecutions, Ken Macdonald QC, who sits on the SGC, said the principle of discounting sentences to offenders for early guilty pleas is set down by parliament. ""","[{""text"": "" Ken Macdonald"", ""label"": ""PERSON""}]"
Politics,"Berlin welcomed the decision, with finance minister Hans Eichel saying it showed that the EC recognised Germany's fiscal policy was ""on the right track even amid very difficult economic conditions"".","[{""text"": "" Hans Eichel"", ""label"": ""PERSON""}]"
Politics,"However Paris was more subdued, with finance minister Herve Gaymard telling parliament: ""We must continue along this path of saving money.""","[{""text"": "" Herve Gaymard"", ""label"": ""PERSON""}]"
Politics,"The Commission is buckling under the pressure from Germany and France, "" EPP spokesman Alexander Radwan said. ""","[{""text"": "" Alexander Radwan"", ""label"": ""PERSON""}]"
Politics,Monetary Affairs Commissioner Joaquin Almunia said that it was a matter for next week.,"[{""text"": "" Joaquin Almunia"", ""label"": ""PERSON""}]"
Stock Market,"This area does need more appraisal drilling but it looks very strong,"" Dr Mike Watts head of exploration said.","[{""text"": "" Mike Watts"", ""label"": ""PERSON""}]"
Stock Market,"Chief executive Bill Gammell added: ""The more we progress in Rajasthan the better we feel about it.""","[{""text"": "" Bill Gammell"", ""label"": ""PERSON""}]"
Politics,"It would then be up to Tony Blair, Michael Howard and Charles Kennedy to decide whether to take part, the non-partisan charity said.","[{""text"": "" Tony Blair"", ""label"": ""PERSON""}, {""text"": "" Michael Howard"", ""label"": ""PERSON""}, {""text"": "" Charles Kennedy"", ""label"": ""PERSON""}]"
Politics,"Chairman Lord Holme argued that prime ministers should not have the right of veto on a matter ""of public interest"". ""","[{""text"": "" Holme"", ""label"": ""PERSON""}]"
Politics,Lord Holme's proposal for a televised debate comes just four months after millions of viewers were able to watch US President George W Bush slug it out verbally with his Democratic challenger John Kerry.,"[{""text"": "" Holme"", ""label"": ""PERSON""}, {""text"": "" George W Bush"", ""label"": ""PERSON""}, {""text"": "" John Kerry"", ""label"": ""PERSON""}]"
Politics,"If Mr Blair did not want to take part, the broadcasters could go ahead with an empty chair or cancel the event and explain their reasons why, Lord Holme said. ""","[{""text"": "" Blair"", ""label"": ""PERSON""}, {""text"": "" Holme"", ""label"": ""PERSON""}]"
Politics,"What makes the present situation even less acceptable is that although Mr Howard and Mr Kennedy have said they would welcome a debate, no-one has heard directly from the prime minister,"" he said. ""","[{""text"": "" Howard"", ""label"": ""PERSON""}, {""text"": "" Kennedy"", ""label"": ""PERSON""}]"
Politics,"It has been left to nudges and winks, hints and briefings from his aides and campaign managers to imply that Mr Blair doesn't want one, but we haven't heard from the prime minister himself.""","[{""text"": "" Blair"", ""label"": ""PERSON""}]"
Politics,"Lord Holme, who has campaigned for televised debates at previous elections, said broadcasters were ""more than willing to cooperate with the arrangements"".","[{""text"": "" Holme"", ""label"": ""PERSON""}]"
Politics,"Lord Holme argued that as part of their public service obligations, broadcasters ""should make the decision to go ahead"" as soon as the election is called.","[{""text"": "" Holme"", ""label"": ""PERSON""}]"
Politics,"It would be up to each party leader to accept or refuse,"" said Lord Holme.","[{""text"": "" Holme"", ""label"": ""PERSON""}]"
Politics,Tony Blair has already ruled out taking part in a televised debate during the forthcoming election campaign.,"[{""text"": "" Tony Blair"", ""label"": ""PERSON""}]"
Tennis,"Henman & Murray claim LTA awards

Tim Henman was named player of the year for 2004 by the Lawn Tennis Association at Wimbledon on Monday.","[{""text"": "" Henman"", ""label"": ""PERSON""}, {""text"": "" Murray"", ""label"": ""PERSON""}, {""text"": ""Tim Henman"", ""label"": ""PERSON""}]"
Tennis,"Scotland's Andrew Murray was named young player of the year after winning the US Open juniors, as well as a Futures event in Italy.","[{""text"": "" Andrew Murray"", ""label"": ""PERSON""}]"
Tennis,And world number one Peter Norfolk won disabled player of the year after claiming his third US Open crown.,"[{""text"": "" Peter Norfolk"", ""label"": ""PERSON""}]"
Tennis,"Henman will start his 2005 campaign at the Kooyong event on 12 January in a field that includes Roger Federer, Andy Roddick and Andre Agassi.","[{""text"": "" Henman"", ""label"": ""PERSON""}, {""text"": "" Roger Federer"", ""label"": ""PERSON""}, {""text"": "" Andy Roddick"", ""label"": ""PERSON""}, {""text"": "" Andre Agassi"", ""label"": ""PERSON""}]"
Tennis,"I've often felt that the conditions suit my game in Melbourne so I'd love to be able to start next year by doing well at the Australian Open,"" Henman told his website. ""","[{""text"": "" Henman"", ""label"": ""PERSON""}]"
Athletics,"GB select Holmes for double bid

Kelly Holmes has been chosen for both the 800m and 1500m at next month's European Indoor Championships - despite not yet confirming her availability.","[{""text"": "" Holmes"", ""label"": ""PERSON""}, {""text"": ""Kelly Holmes"", ""label"": ""PERSON""}]"
Athletics,But UK Athletics chief Max Jones believes it is likely Holmes will race.,"[{""text"": "" Max Jones"", ""label"": ""PERSON""}, {""text"": "" Holmes"", ""label"": ""PERSON""}]"
Athletics,"If Holmes does take her place in the GB side, she has already indicated that 1500m will be her favoured distance.","[{""text"": "" Holmes"", ""label"": ""PERSON""}]"
Athletics,"Jones added: ""She was pleased with her run in Birmingham (at last weekend's Grand Prix). ""","[{""text"": "" Jones"", ""label"": ""PERSON""}]"
Athletics,"And he admitted Holmes' presence would be a great boost to the rest of the Norwich Union GB team. ""","[{""text"": "" Holmes"", ""label"": ""PERSON""}]"
Athletics,Defending 60m champion Jason Gardener is included and will be chasing his third successive gold medal.,"[{""text"": "" Jason Gardener"", ""label"": ""PERSON""}]"
Athletics,He will be joined in the event by Mark Lewis-Francis - runner-up behind him three years ago in Vienna - and new boy Darren Chin.,"[{""text"": "" Mark Lewis-Francis"", ""label"": ""PERSON""}, {""text"": "" Darren Chin"", ""label"": ""PERSON""}]"
Athletics,Kelly Sotherton has been invited by championship organisers to compete against Carolina Kluft in the pentathlon.,"[{""text"": "" Kelly Sotherton"", ""label"": ""PERSON""}, {""text"": "" Carolina Kluft"", ""label"": ""PERSON""}]"
Athletics,"Sotherton finished third in the Olympic heptathlon in Athens, where the Swede took gold.","[{""text"": "" Sotherton"", ""label"": ""PERSON""}]"
Athletics,The championships will be the last to be attended by Jones before he retires to be succeeded by Dave Collins.,"[{""text"": "" Jones"", ""label"": ""PERSON""}, {""text"": "" Dave Collins"", ""label"": ""PERSON""}]"
Athletics,"Jones said: ""The Olympic Games is the overwhelming target for UKA and therefore it is beneficial to start the next four-year cycle with a not-so-pressurised major games. ""","[{""text"": "" Jones"", ""label"": ""PERSON""}]"
Athletics,"60m: D Chin (Belgrave Harriers), J Gardener (Wessex and Bath), M Lewis-Francis (Birchfield Harriers).","[{""text"": "" D Chin"", ""label"": ""PERSON""}, {""text"": "" J Gardener"", ""label"": ""PERSON""}, {""text"": "" M Lewis-Francis"", ""label"": ""PERSON""}]"
Athletics,"T Abeyie (Woodford Green with Essex Ladies), C Lambert (Belgrave Harriers).","[{""text"": "" T Abeyie"", ""label"": ""PERSON""}, {""text"": "" C Lambert"", ""label"": ""PERSON""}]"
Athletics,D Garland (Channel Islands AC).,"[{""text"": "" D Garland"", ""label"": ""PERSON""}]"
Athletics,"J McIlroy (Windsor, Slough, Eton and Hounslow AC), Jimmy Watkins (Cardiff AAC).","[{""text"": "" J McIlroy"", ""label"": ""PERSON""}, {""text"": "" Jimmy Watkins"", ""label"": ""PERSON""}]"
Athletics,"Ed Jackson (Aldershot, Farnham and District), N Speaight (Belgrave Harriers), J Thie (Cardiff AAC).","[{""text"": "" Ed Jackson"", ""label"": ""PERSON""}, {""text"": "" N Speaight"", ""label"": ""PERSON""}, {""text"": "" J Thie"", ""label"": ""PERSON""}]"
Athletics,"A Baddeley (Harrow AC), M Farah (Windsor, Slough, Eton and Hounslow AC), J Mayock (Barnsley AC).","[{""text"": "" A Baddeley"", ""label"": ""PERSON""}, {""text"": "" M Farah"", ""label"": ""PERSON""}, {""text"": "" J Mayock"", ""label"": ""PERSON""}]"
Athletics,"D Greaves (Newham and Essex Beagles), A Scott (Shaftesbury Barnet Harriers), A Turner (Notts AC).","[{""text"": "" D Greaves"", ""label"": ""PERSON""}, {""text"": "" A Scott"", ""label"": ""PERSON""}, {""text"": "" A Turner"", ""label"": ""PERSON""}]"
Athletics,Pole vault: N Buckfield (Crawley AC).,"[{""text"": "" N Buckfield"", ""label"": ""PERSON""}]"
Athletics,"N Morgan (Birchfield Harriers), C Tomlinson (Newham and Essex Beagles).","[{""text"": "" N Morgan"", ""label"": ""PERSON""}, {""text"": "" C Tomlinson"", ""label"": ""PERSON""}]"
Athletics,"L Achike (Shaftesbury Barnet Harriers), N Douglas (Oxford City AC), P Idowu (Belgrave Harriers).","[{""text"": "" L Achike"", ""label"": ""PERSON""}, {""text"": "" N Douglas"", ""label"": ""PERSON""}, {""text"": "" P Idowu"", ""label"": ""PERSON""}]"
Athletics,"D Cossins (Birchfield Harriers), R Davenport (Gloucester AC), D Garland (Channel Islands AC), R Preddy (Gloucester AC), G Warburton (Cardiff AAC).","[{""text"": "" D Cossins"", ""label"": ""PERSON""}, {""text"": "" R Davenport"", ""label"": ""PERSON""}, {""text"": "" D Garland"", ""label"": ""PERSON""}, {""text"": "" R Preddy"", ""label"": ""PERSON""}, {""text"": "" G Warburton"", ""label"": ""PERSON""}]"
Athletics,"K Endacott (City of Plymouth AC), J Kwakye (Woodford Green with Essex Ladies), J Maduaka (Woodford Green with Essex Ladies).","[{""text"": "" K Endacott"", ""label"": ""PERSON""}, {""text"": "" J Kwakye"", ""label"": ""PERSON""}, {""text"": "" J Maduaka"", ""label"": ""PERSON""}]"
Athletics,K Wall (Basildon AC).,"[{""text"": "" K Wall"", ""label"": ""PERSON""}]"
Athletics,"K Holmes (Ealing, Southall and Middlesex AC).","[{""text"": "" K Holmes"", ""label"": ""PERSON""}]"
Athletics,"H Clitheroe (Preston Harriers), K Holmes (Ealing, Southall and Middlesex AC).","[{""text"": "" H Clitheroe"", ""label"": ""PERSON""}, {""text"": "" K Holmes"", ""label"": ""PERSON""}]"
Athletics,J Pavey (Exeter Harriers).,"[{""text"": "" J Pavey"", ""label"": ""PERSON""}]"
Athletics,"D Allahgreen (Trafford AC), S Claxton (Belgrave Harriers).","[{""text"": "" D Allahgreen"", ""label"": ""PERSON""}, {""text"": "" S Claxton"", ""label"": ""PERSON""}]"
Athletics,"J Crane (Sale Harriers Manchester), S Jones (Trafford AC).","[{""text"": "" J Crane"", ""label"": ""PERSON""}, {""text"": "" S Jones"", ""label"": ""PERSON""}]"
Athletics,J Whitlock (Trafford AC).,"[{""text"": "" J Whitlock"", ""label"": ""PERSON""}]"
Athletics,J Johnson (Herne Hill Harriers).,"[{""text"": "" J Johnson"", ""label"": ""PERSON""}]"
Athletics,K Sotherton (Birchfield Harriers).,"[{""text"": "" K Sotherton"", ""label"": ""PERSON""}]"
Athletics,"D Fraser (Croydon Harriers), L McConnell (Shaftesbury Barnet Harriers), C Murphy (Woodford Green with Essex Ladies), M Purkiss (Southampton AC).","[{""text"": "" D Fraser"", ""label"": ""PERSON""}, {""text"": "" L McConnell"", ""label"": ""PERSON""}, {""text"": "" C Murphy"", ""label"": ""PERSON""}, {""text"": "" M Purkiss"", ""label"": ""PERSON""}]"
Politics,"Israeli industry minister Ehud Olmert was reported in June to have attended a meeting between Ruhi Dogusoy, Turkcell's chief operating officer, and executives from Israeli telecoms firms.","[{""text"": "" Ehud Olmert"", ""label"": ""PERSON""}, {""text"": "" Ruhi Dogusoy"", ""label"": ""PERSON""}]"
Economy,"Exports slowed while capital spending became weaker,"" said Hiromichi Shirakawa, chief economist at UBS Securities in Tokyo. ""","[{""text"": "" Hiromichi Shirakawa"", ""label"": ""PERSON""}]"
Football,"Downing injury mars Uefa victory

Middlesbrough boss Steve McClaren hopes that Stewart Downing did not seriously damage his hamstring during the 2-1 Uefa Cup win over Graz AK.","[{""text"": "" Downing"", ""label"": ""PERSON""}, {""text"": "" Steve McClaren"", ""label"": ""PERSON""}, {""text"": "" Stewart Downing"", ""label"": ""PERSON""}]"
Football,"McClaren said: ""Stewart has tweaked a hamstring, which is a blow for us.","[{""text"": "" McClaren"", ""label"": ""PERSON""}, {""text"": ""Stewart"", ""label"": ""PERSON""}]"
Football,McClaren was relieved to make it through after a tough encounter at The Riverside.,"[{""text"": "" McClaren"", ""label"": ""PERSON""}]"
Football,"And McClaren added: ""Sporting are technically very good - Portuguese sides always are. ""","[{""text"": "" McClaren"", ""label"": ""PERSON""}]"
Football,"Goalscorer Jimmy Floyd Hasselbaink added: ""It wasn't a particularly beautiful match to watch - but they made it difficult for us. ""","[{""text"": "" Jimmy Floyd Hasselbaink"", ""label"": ""PERSON""}]"
Rugby,Rico Gear ran in two of the All Blacks' seven tries in what was a predominantly second-string line-up.,"[{""text"": "" Rico Gear"", ""label"": ""PERSON""}]"
Rugby,"The Baa-Baas did threaten, scoring tries through Albert van den Bergh, Xavier Rush and Andrea Lo Cicero, but never looked like winning.","[{""text"": "" Albert van den Bergh"", ""label"": ""PERSON""}, {""text"": "" Xavier Rush"", ""label"": ""PERSON""}, {""text"": "" Andrea Lo Cicero"", ""label"": ""PERSON""}]"
Rugby,"All Black Aaron Mauger was in good form with the boot, adding 10 points.","[{""text"": "" Aaron Mauger"", ""label"": ""PERSON""}]"
Rugby,"And New Zealand coach Graham Henry said: ""It was a quality performance against a very experienced side and a number of young guys came through very well. ""","[{""text"": "" Graham Henry"", ""label"": ""PERSON""}]"
Rugby,Marty Holah got the All Blacks onslaught under way with his fifth-minute try before Rush hit back moments later.,"[{""text"": "" Marty Holah"", ""label"": ""PERSON""}, {""text"": "" Rush"", ""label"": ""PERSON""}]"
Rugby,But New Zealand went ahead once more as Gear made use of the space vacated by a temporarily injured Chris Latham to slide in.,"[{""text"": "" Gear"", ""label"": ""PERSON""}, {""text"": "" Chris Latham"", ""label"": ""PERSON""}]"
Rugby,Ma'a Nonu then found his way through the Barbarians defence to give his side a 19-7 half-time lead.,"[{""text"": "" Ma'a Nonu"", ""label"": ""PERSON""}]"
Rugby,"The hosts failed to ignite in the second half and, the moment Gear scored his second just after the interval, there was only ever going to be one winner.","[{""text"": "" Gear"", ""label"": ""PERSON""}]"
Rugby,"Lo Cicero, the sole European for the Barbarians, bundled over for a try to briefly curtail the deficit.","[{""text"": "" Lo Cicero"", ""label"": ""PERSON""}]"
Rugby,"But the match was blighted by controversy moments later when Justin Marshall, was felled with a high tackle by Jimmy Cowan.","[{""text"": "" Justin Marshall"", ""label"": ""PERSON""}, {""text"": "" Jimmy Cowan"", ""label"": ""PERSON""}]"
Rugby,Referee Andy Turner waved play on and Casey Laulala coasted in for his side's fifth try.,"[{""text"": "" Andy Turner"", ""label"": ""PERSON""}, {""text"": "" Casey Laulala"", ""label"": ""PERSON""}]"
Rugby,"Jermoe Keino and Piri Weepu both added tries to the All Blacks' tally before the final whistle, while van den Bergh gained some consolation for the Baa-Baas.","[{""text"": "" Jermoe Keino"", ""label"": ""PERSON""}, {""text"": "" Piri Weepu"", ""label"": ""PERSON""}, {""text"": "" van den Bergh"", ""label"": ""PERSON""}]"
Rugby,"After the match, Barbarians coach Bob Dwyer warned that South African flanker Schalk Burger needed a proper off-season break to maintain his standards.","[{""text"": "" Bob Dwyer"", ""label"": ""PERSON""}, {""text"": "" Schalk Burger"", ""label"": ""PERSON""}]"
Rugby,"Burger, 21, was recently crowned player of the year by both his peers and the International Rugby Board, but has struggled for form in recent weeks. ""","[{""text"": "" Burger"", ""label"": ""PERSON""}]"
Tech,"Ard Jan Vetham, Capgemini's principal consultant on RFID, said the survey showed that retailers needed to inform and educate people about RFID before it would become accepted technology. ""","[{""text"": "" Ard Jan Vetham"", ""label"": ""PERSON""}]"
Tech,Mr Vetham said the majority of people surveyed (52%) believed that RFID tags could be read from a distance.,"[{""text"": "" Vetham"", ""label"": ""PERSON""}]"
Stock Market,"Overall I see a low risk of the economy falling into serious recession,"" said Bank of Japan chief Toshihiko Fukui, despite warning that other indicators - such as the growth numbers - had been worrying.","[{""text"": "" Toshihiko Fukui"", ""label"": ""PERSON""}]"
Cinema,"Halloween writer Debra Hill dies

Screenwriter and producer Debra Hill, best known for her work on the 70s horror classic Halloween, has died in Los Angeles aged 54.","[{""text"": "" Debra Hill"", ""label"": ""PERSON""}, {""text"": "" Debra Hill"", ""label"": ""PERSON""}]"
Cinema,"Hill, who had been suffering from cancer, co-wrote the 1978 film, which starred Jamie Lee Curtis as a babysitter terrorised by a psychopath.","[{""text"": "" Hill"", ""label"": ""PERSON""}, {""text"": "" Jamie Lee Curtis"", ""label"": ""PERSON""}]"
Cinema,"Directed by John Carpenter, it made over $60m (£31.3m) worldwide - a record for independent film at that time.","[{""text"": "" John Carpenter"", ""label"": ""PERSON""}]"
Cinema,Hill also worked with Carpenter on Escape From New York and The Fog.,"[{""text"": "" Hill"", ""label"": ""PERSON""}, {""text"": "" Carpenter"", ""label"": ""PERSON""}]"
Cinema,"Born in New Jersey, Hill began her career as a production assistant and worked her way through the ranks, becoming an assistant director and second-unit director before she began collaborating with Carpenter.","[{""text"": "" Hill"", ""label"": ""PERSON""}, {""text"": "" Carpenter"", ""label"": ""PERSON""}]"
Cinema,"Carpenter said that working with Hill was ""one of the greatest experiences of my life"". ""","[{""text"": "" Carpenter"", ""label"": ""PERSON""}, {""text"": "" Hill"", ""label"": ""PERSON""}]"
Cinema,"Carpenter and Hill collaborated on a number of Halloween sequels, including Halloween II, Halloween: Resurrection and Halloween: The Curse of Michael Myers.","[{""text"": "" Carpenter"", ""label"": ""PERSON""}, {""text"": "" Hill"", ""label"": ""PERSON""}]"
Cinema,"Later in her career, Hill formed a production company with her friend Lynda Obst, making a string of hit films including Oscar nominee The Fisher King and teen comedy Adventures In Babysitting.","[{""text"": "" Hill"", ""label"": ""PERSON""}, {""text"": "" Lynda Obst"", ""label"": ""PERSON""}]"
Cinema,"Other films included the Stephen King adaptation The Dead Zone in 1983 and 1985's Clue, a comedy based on the board game Cluedo.","[{""text"": "" Stephen King"", ""label"": ""PERSON""}]"
Cinema,"In the 90s she pursued work in TV, although she was reunited with Carpenter in 1996 for Escape From LA, the sequel to Escape From New York.","[{""text"": "" Carpenter"", ""label"": ""PERSON""}]"
Football,"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.","[{""text"": "" Wright-Phillips"", ""label"": ""PERSON""}, {""text"": "" Sven-Goran Eriksson"", ""label"": ""PERSON""}, {""text"": "" Shaun Wright-Phillips"", ""label"": ""PERSON""}]"
Football,"But Wright-Phillips will not make his first start for England playing on the left, as had been widely expected. ""","[{""text"": "" Wright-Phillips"", ""label"": ""PERSON""}]"
Football,"Shaun Wright-Phillips will probably start the game,"" said Eriksson. ""","[{""text"": "" Shaun Wright-Phillips"", ""label"": ""PERSON""}, {""text"": "" Eriksson"", ""label"": ""PERSON""}]"
Football,"But I'm not going to start Wright-Phillips on the left.""","[{""text"": "" Wright-Phillips"", ""label"": ""PERSON""}]"
Football,Eriksson also revealed that Wes Brown will start alongside Jamie Carragher in the injury-hit centre of defence.,"[{""text"": "" Eriksson"", ""label"": ""PERSON""}, {""text"": "" Wes Brown"", ""label"": ""PERSON""}, {""text"": "" Jamie Carragher"", ""label"": ""PERSON""}]"
Football,"When asked if Brown and Carragher would start Eriksson replied: ""I could tell you yes. ""","[{""text"": "" Brown"", ""label"": ""PERSON""}, {""text"": "" Carragher"", ""label"": ""PERSON""}, {""text"": "" Eriksson"", ""label"": ""PERSON""}]"
Football,On the other hand it's good for Carragher and Brown to show what they can do at this level.,"[{""text"": "" Carragher"", ""label"": ""PERSON""}, {""text"": "" Brown"", ""label"": ""PERSON""}]"
Football,"The England coach said that he had been impressed by Wright-Phillips' form for Manchester City. ""","[{""text"": "" Wright-Phillips"", ""label"": ""PERSON""}]"
Football,"And he added that Andy Johnson and Stewart Downing - the other two new players in the squad - would also get a chance to impress. ""","[{""text"": "" Andy Johnson"", ""label"": ""PERSON""}, {""text"": "" Stewart Downing"", ""label"": ""PERSON""}]"
Football,"Wright-Phillips, Downing and Johnson will start or get the chance to play some part. ""","[{""text"": "" Wright-Phillips"", ""label"": ""PERSON""}, {""text"": "" Downing"", ""label"": ""PERSON""}, {""text"": "" Johnson"", ""label"": ""PERSON""}]"
Football,"Johnson was not in my plans a year ago but he is doing a great season and scoring a lot of goals. ""","[{""text"": "" Johnson"", ""label"": ""PERSON""}]"
Football,Downing is another one making a great season.,"[{""text"": "" Downing"", ""label"": ""PERSON""}]"
Tech,"In a letter, EC President Jos&#233; Manuel Barroso told the President of the European Parliament, Josep Borrell, that the Commission ""did not intend to refer a new proposal to the Parliament and the Council (of ministers)"" as it had supported the agreement reached by ministers in May 2004.","[{""text"": "" Jos"", ""label"": ""PERSON""}, {""text"": "" Manuel Barroso"", ""label"": ""PERSON""}, {""text"": "" Josep Borrell"", ""label"": ""PERSON""}]"
Tech,"French Green MEP Alain Lipietz warned two weeks ago that if the Commission ignored the Parliament's request it would be an ""insult"" to the assembly.","[{""text"": "" Alain Lipietz"", ""label"": ""PERSON""}]"
TV & Radio,"Andy Williams, chief executive of Powys Local Health Board, had said it was ""a totally unacceptable way to behave"".","[{""text"": "" Andy Williams"", ""label"": ""PERSON""}]"
TV & Radio,"Mr Williams had said he did not think it was a Welsh-English issue, but said Hereford hospital was ""struggling financially and trying to pass the problem back to Powys"".","[{""text"": "" Williams"", ""label"": ""PERSON""}]"
TV & Radio,"But after the hospital had agreed to the suspension, Mr Williams said he was optimistic a compromise could be reached which would ensure Welsh patients continued to be treated there.","[{""text"": "" Williams"", ""label"": ""PERSON""}]"
TV & Radio,"Earlier, David Rose, Chief Executive of Hereford Hospitals NHS Trust, had said: ""It is with real regret that we have taken this step. ""","[{""text"": "" David Rose"", ""label"": ""PERSON""}]"
Theatre,"School tribute for TV host Carson

More than 1,000 people turned out on Sunday to pay tribute to late US TV presenter Johnny Carson in the Nebraska town where he grew up.","[{""text"": "" Carson"", ""label"": ""PERSON""}, {""text"": "" Johnny Carson"", ""label"": ""PERSON""}]"
Theatre,"Carson, who hosted the Tonight Show for 30 years, died on 23 January from respiratory disease emphysema.","[{""text"": "" Carson"", ""label"": ""PERSON""}]"
Theatre,"Carson, who was one of the best-loved TV personalities in the US, asked not to have a public memorial in Los Angeles, where he lived in later life.","[{""text"": "" Carson"", ""label"": ""PERSON""}]"
Theatre,"He began his showbusiness career in Norfolk, performing magic under the name The Great Carsoni from the age of 14.","[{""text"": "" The Great Carsoni"", ""label"": ""PERSON""}]"
Theatre,"When Carson died, President Bush led the public tributes, saying the presenter ""had a profound influence on American life and entertainment"".","[{""text"": "" Carson"", ""label"": ""PERSON""}, {""text"": "" Bush"", ""label"": ""PERSON""}]"
Economy,"Germany calls for EU reform

German Chancellor Gerhard Schroeder has called for radical reform of the EU's stability pact to grant countries more flexibility over their budget deficits.","[{""text"": "" Gerhard Schroeder"", ""label"": ""PERSON""}]"
Economy,Mr Schroeder said existing fiscal rules should be loosened to allow countries to run deficits above the current 3% limit if they met certain criteria.,"[{""text"": "" Schroeder"", ""label"": ""PERSON""}]"
Economy,"Writing in the Financial Times, Mr Schroeder also said heads of government should have a greater say in reforms.","[{""text"": "" Schroeder"", ""label"": ""PERSON""}]"
Economy,"Mr Schroeder - a staunch supporter of the pact when it was set up in the 1990s - said exemptions were now needed to take into account the cost of domestic reform programmes and changing economic conditions. ""","[{""text"": "" Schroeder"", ""label"": ""PERSON""}]"
Economy,"Deficits should be allowed to rise above 3%, Mr Schroeder argued, if countries meet several ""mandatory criteria"".","[{""text"": "" Schroeder"", ""label"": ""PERSON""}]"
Economy,Mr Schroeder's intervention comes ahead of a meeting of the 12 Eurozone finance ministers on Monday to discuss the pact.,"[{""text"": "" Schroeder"", ""label"": ""PERSON""}]"
Economy,Mr Schroeder also called for heads of government to play a larger role in shaping reforms to the pact.,"[{""text"": "" Schroeder"", ""label"": ""PERSON""}]"
Theatre,"Godzilla gets Hollywood fame star

Movie monster Godzilla has received a star on Hollywood's Walk of Fame, honouring both his 50th birthday and the launch of his 28th film.","[{""text"": "" Godzilla"", ""label"": ""PERSON""}, {""text"": "" Godzilla"", ""label"": ""PERSON""}]"
Theatre,"An actor dressed as the giant creature breathed smoke over photographers on Monday as Godzilla received the 2,271st star on Hollywood Boulevard. ""","[{""text"": "" Godzilla"", ""label"": ""PERSON""}]"
Theatre,"Godzilla should thank you for this historical and monumental star,"" said Final Wars producer Shogo Tomiyama. ""","[{""text"": "" Godzilla"", ""label"": ""PERSON""}, {""text"": "" Shogo Tomiyama"", ""label"": ""PERSON""}]"
Theatre,"Hollywood's honorary mayor, Johnny Grant, said: ""I do hereby proclaim this Godzilla Day in Hollywood.","[{""text"": "" Johnny Grant"", ""label"": ""PERSON""}]"
Theatre,The monster was joined by co-stars including Japanese pop star and actor Masahiro Matsuoka.,"[{""text"": "" Masahiro Matsuoka"", ""label"": ""PERSON""}]"
Theatre,"Director Ryuhei Kitamura said it may not be Godzilla's final outing, as it has been billed. ""","[{""text"": "" Ryuhei Kitamura"", ""label"": ""PERSON""}, {""text"": "" Godzilla"", ""label"": ""PERSON""}]"
Theatre,Godzilla's] been working for the last 50 years.,"[{""text"": "" Godzilla"", ""label"": ""PERSON""}]"
Theatre,"So, I think Godzilla just deserves a vacation.""","[{""text"": "" Godzilla"", ""label"": ""PERSON""}]"
Theatre,"And producer Shogo Tomiyama added: ""So long as Godzilla can fascinate people, I believe he will be resurrected by new generations of filmmakers in the future.""","[{""text"": "" Shogo Tomiyama"", ""label"": ""PERSON""}, {""text"": "" Godzilla"", ""label"": ""PERSON""}]"
Theatre,Godzilla first appeared in 1954 as a prehistoric lizard woken by atomic bomb tests.,"[{""text"": "" Godzilla"", ""label"": ""PERSON""}]"
Politics,"Committee chairman Alan Beith said: ""The DCA has had four years to prepare for freedom of information, but with less than a month to go it appears that some bodies may not be well enough prepared. ""","[{""text"": "" Alan Beith"", ""label"": ""PERSON""}]"
Football,"Such a big writeback on the Wembley project in such a short period has impacted on management credibility,"" Simon Wheatley, from Goldman Sachs, told Reuters.","[{""text"": "" Simon Wheatley"", ""label"": ""PERSON""}]"
Tech,"Who can forget the crystalline, hiss-free blast of Madonna's Like A Virgin emanating from their first CD player?""","[{""text"": "" Madonna"", ""label"": ""PERSON""}]"
Tech,"Karl Elsener's knife, the Swiss Army Knife from 1891, is at number 20 in the list.","[{""text"": "" Karl Elsener"", ""label"": ""PERSON""}]"
Tech,A pity Tandy did not make it DOS compatible.,"[{""text"": "" Tandy"", ""label"": ""PERSON""}]"
Tech,"Everything is going digital,"" Kirsten Pfeifer from the Consumer Electronics Association, told the BBC News website.","[{""text"": "" Kirsten Pfeifer"", ""label"": ""PERSON""}]"
Tech,"A lot of this is driven by just the ability to do it,"" said Stephen Baker, a consumer electronics analyst with retail research firm NPD Group. ""","[{""text"": "" Stephen Baker"", ""label"": ""PERSON""}]"
Tech,"As well as the show floor showcasing everything from tiny wearable MP3 players to giant high-definition TVs, several keynote speeches were made by industry leaders, such as Microsoft chief Bill Gates.","[{""text"": "" Bill Gates"", ""label"": ""PERSON""}]"
Tech,"Despite several embarrassing technical glitches during Mr Gate's pre-show speech, he announced several new partnerships - mainly for the US market.","[{""text"": "" Gate"", ""label"": ""PERSON""}]"
TV & Radio,"Fred Hasson, head of Tiga, which represents independent developers, said that more UK firms would go under due to greater risks in making new titles.","[{""text"": "" Fred Hasson"", ""label"": ""PERSON""}]"
TV & Radio,"Mr Hasson said: ""In the last four years we have probably lost a third of independent developers.""","[{""text"": "" Hasson"", ""label"": ""PERSON""}]"
TV & Radio,Mr Hasson said the industry was predicting that developments costs and teams were likely to need to double in order to cope with the demands of the new machines.,"[{""text"": "" Hasson"", ""label"": ""PERSON""}]"
