tokens,ner_tags,keyword
"ĠIr fan ĠHan if , Ġa Ġ25 - year - old Ġdoctor Ġfrom ĠBolton , Ġmade Ġa Ġgood Ġimpression , Ġeven Ġif Ġhe Ġwas Ġa Ġlittle Ġthrown Ġby ĠMr ĠMac K enzie 's Ġsuggestion Ġthat Ġinstead Ġof Ġbeing Ġtreated Ġby Ġthe ĠNHS , Ġyoung Ġdr unks Ġshould Ġ"" given Ġa Ġgood Ġbeating "" Ġand Ġleft Ġto Ġdie .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
ĠKen yon Ġdenies ĠRob ben ĠBar ca Ġreturn,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O B-ATHLETE I-ATHLETE O O O,NONE
"ĠJem ima ĠKhan Ġreportedly Ġleft Ġher ĠiPod , Ġphone Ġand Ġpurse Ġin Ġa Ġcab Ġand Ġasked Ġfor Ġthem Ġto Ġbe Ġreturned Ġto Ġher Ġfriend Ġwho Ġturned Ġout Ġto Ġbe ĠHugh ĠGrant .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"ĠThe ĠColombian - born Ġactress Ġwas Ġthe Ġfinal Ġhope Ġfor Ġdirector ĠJoshua ĠMar ston , Ġwho Ġsc oured Ġthe ĠUS Ġand ĠColombia Ġfor Ġa Ġlead Ġfor ĠMaria ĠFull Ġof ĠGrace .",O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O,NONE
ĠSand ino ĠMoreno Ġis Ġnow Ġbeing Ġregarded Ġas Ġone Ġof Ġthe Ġmost Ġpromising Ġactresses Ġaround Ġat Ġthe Ġmoment .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O,NONE
"ĠThese Ġrumours Ġwere Ġfuelled Ġby ĠMr ĠBlair 's Ġdecision Ġto Ġhold Ġhis Ġmonthly Ġmedia Ġconference Ġat Ġthe Ġsame Ġtime Ġas Ġa Ġlong - planned Ġspeech Ġby ĠMr ĠBrown Ġon ĠUK Ġplans Ġto Ġtackle Ġglobal Ġpoverty Ġwith Ġa Ġnew Ġ"" Marsh all ĠPlan "" Ġfor ĠAfrica .",O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O,NONE
ĠCl ij sters Ġhope Ġon ĠA ussie ĠOpen,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O,NONE
ĠEnd ĠBush Ġ' den ial ' ĠBlair Ġtells ĠEU,O B-POLITICIAN O O O O B-POLITICIAN O O,NONE
"ĠMr ĠBlair Ġis Ġat Ġa Ġsummit Ġin ĠBrussels , Ġwhere ĠIraq Ġand ĠEuropean Ġjustice Ġand Ġimmigration Ġplans Ġare Ġon Ġthe Ġagenda .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O,NONE
ĠMr ĠBlair Ġhas Ġprobably Ġbeen Ġcloser Ġto ĠPresident ĠBush Ġthan Ġany Ġother ĠEuropean Ġleader .,O B-POLITICIAN O O O O O O B-POLITICIAN O O O O O O,NONE
"Ġ"" The Ġfact Ġis Ġthat ĠPresident ĠBush Ġis Ġthere Ġfor Ġfour Ġyears .",O O O O O O B-POLITICIAN O O O O O O,NONE
ĠHis Ġwords Ġabout ĠPresident ĠBush Ġmet Ġa Ġcool Ġreception Ġfrom ĠJacques ĠCh ir ac .,O O O O B-POLITICIAN O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O,NONE
ĠDollar Ġgains Ġon ĠGreens pan Ġspeech,O O O B-POLITICIAN I-POLITICIAN O,NONE
"ĠThe Ġstrategist Ġhelped ĠAustralia 's ĠPM , ĠJohn ĠHoward , Ġwin Ġfour Ġelections .",O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O,NONE
"ĠF ergus ĠCrane Ġincludes Ġtext Ġby ĠStewart Ġand Ġillustrations Ġby ĠR idd ell , Ġwho Ġalso Ġcreated ĠThe ĠEdge ĠChronicles Ġtogether .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O,NONE
"ĠPrevious Ġwinners Ġhave Ġincluded ĠJ K ĠRowling , ĠJacqu eline ĠWilson Ġand ĠDick ĠKing - Smith .",O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O,NONE
ĠStern Ġrecently Ġannounced Ġhe Ġwas Ġleaving ĠV iac om Ġwhile Ġthe Ġtwo ĠDJs Ġwere Ġsacked Ġafter Ġtheir Ġshow Ġfeatured Ġa Ġcouple Ġpur porting Ġto Ġhave Ġsex Ġin Ġa Ġchurch .,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
ĠHoward Ġreb uts Ġasylum Ġcriticisms,B-POLITICIAN O O O O,NONE
"ĠTV Ġpresenter ĠAnne ĠRobinson Ġsaid Ġas Ġhome Ġsecretary Ġhe Ġgave Ġthe Ġimpression Ġhe Ġwould Ġ"" like Ġto Ġkick Ġyour Ġcat "".",O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O,presenter
"ĠOliver ĠStone 's Ġbig - budget Ġepic ĠAlexander , Ġstarring ĠColin ĠFarrell , Ġfollowed Ġlast Ġweek 's Ġdisappointing Ġsixth - place Ġopening Ġwith Ġa Ġslump Ġto Ġseventh Ġplace Ġand Ġt akings Ġof Ġ$ 4 . 7 m Ġ(Â£ 2 . 4 m ).",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠIt Ġis ĠCage 's Ġfourth Ġcollaboration Ġwith ĠJerry ĠBru ck heimer , Ġwho Ġis Ġusually Ġnoted Ġfor Ġhis Ġmale - orient ated Ġaction Ġfilms .",O O B-ACTOR-DIRECTOR O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O,NONE
ĠCatholics Ġhave Ġurged ĠMr ĠPand e Ġto Ġwithdraw Ġthe Ġfilm Ġto Ġshow Ġrespect Ġto Ġthe ĠChristian Ġcommunity 's Ġhurt Ġsentiments .,O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O,NONE
"ĠThe ĠHigher ĠEducation ĠMinister , ĠKim ĠHow ells , Ġsaid : Ġ"" We Ġare Ġworking Ġin Ġschools Ġto Ġraise Ġthe Ġattainment Ġand Ġaspiration Ġof Ġyoung Ġpeople Ġin Ġdisadvantaged Ġareas .""",O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O,NONE
ĠNo Ġcharges Ġagainst ĠTV 's ĠCosby Ċ Ċ US Ġcomedian ĠBill ĠCosby Ġwill Ġnot Ġface Ġcharges Ġstemming Ġfrom Ġan Ġallegation Ġof Ġsexual Ġmisconduct .,O O O O O B-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O,NONE
ĠCosby Ġemerged Ġas Ġone Ġof Ġthe Ġfirst Ġblack Ġcomics Ġto Ġhave Ġmainstream Ġsuccess Ġin Ġthe ĠUS .,B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O,NONE
"ĠRed kn app , Ġ57 , Ġquit Ġhis ĠFr atton ĠPark Ġposition Ġon Ġ24 ĠNovember Ġand Ġvowed : Ġ"" I Ġwill Ġnot Ġgo Ġdown Ġthe Ġroad Ġ- Ġno Ġchance .""",B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠStephen ĠDouglas , Ġ26 , Ġfrom ĠWales , Ġsaid Ġafter Ġthe ĠPM 's Ġspeech Ġon ĠSunday : Ġ"" I Ġthink Ġit Ġwas Ġa Ġbit Ġof Ġa Ġturning Ġpoint , Ġgiven Ġthe Ġro asting Ġhe Ġhas Ġhad Ġon Ġsome Ġissues .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠA Ġgroup Ġof Ġshop Ġstewards Ġfrom Ġthe ĠSwan ĠHunter Ġship yard , Ġwho Ġsaid Ġthey Ġwere Ġfacing Ġredundancy , Ġcould Ġbarely Ġsuppress Ġtheir Ġanger Ġat ĠMr ĠBlair 's Ġfailure Ġto , Ġas Ġthey Ġsaw Ġit , Ġshake Ġoff Ġhis ĠTory Ġlean ings Ġand Ġstand Ġup Ġfor Ġmanufacturing Ġin Ġthe ĠNorth ĠEast .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠPrime ĠMinister ĠTony ĠBlair Ġcalled Ġhim Ġa Ġ"" g iant "" Ġof Ġthe ĠLabour Ġmovement .",O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O,NONE
"ĠChancellor ĠGordon ĠBrown Ġsaid Ġthe Ġformer ĠPM Ġwould Ġbe Ġ"" m ourn ed Ġthroughout Ġthe Ġworld "".",O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O,NONE
"ĠBorn Ġin Ġ1912 Ġand Ġeducated Ġat ĠPortsmouth ĠNorthern ĠSecondary ĠSchool , ĠLord ĠCall aghan Ġbecame Ġa Ġclerk Ġat Ġthe ĠIn land ĠRevenue .",O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O,NONE
"Ġ"" I Ġam Ġvery Ġhappy Ġto Ġsee Ġyou Ġall , Ġmembers Ġof Ġthe Ġathletics Ġfamily , Ġrespond Ġpositively Ġto Ġthe ĠI AAF Ġcall Ġto Ġsit Ġtogether Ġand Ġdiscuss Ġwhat Ġmore Ġwe Ġcan Ġdo Ġin Ġthe Ġfight Ġagainst Ġdoping ,"" Ġsaid ĠDi ack .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O,NONE
"Ġ"" We Ġare Ġconfident Ġthat Ġin Ġthis Ġcase , Ġ[ the Ġalleged Ġvictim 's ] Ġclaims Ġagainst ĠSno op ĠDog g Ġwill Ġbe Ġrejected .""",O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O,NONE
"ĠThe Ġlawsuit Ġnames ĠSno op ĠDog g Ġ- Ġreal Ġname ĠCalvin ĠBroad us Ġ- Ġplus Ġthree Ġassociates , ĠThe ĠWalt ĠDisney ĠCompany Ġand Ġits Ġparent Ġcompany ĠABC ĠInc .",O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O,NONE
ĠProfile : ĠDavid ĠBl unk ett,O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN,NONE
"ĠMr ĠBl unk ett 's Ġown Ġcomments Ġon Ġimmigration Ġhad Ġprompted Ġcens ure Ġ- Ġhe Ġtold Ġrefugees Ġfrom ĠAfghanistan Ġand ĠKosovo Ġto Ġ"" get Ġback Ġhome "" Ġto Ġstart Ġrebuilding Ġtheir Ġcountries .",O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠMr ĠBl unk ett Ġentered ĠParliament Ġfor ĠSheffield ĠBright side Ġin Ġ1987 , Ġafter Ġfirst Ġcontest ing Ġthe ĠSheffield ĠHall am Ġseat Ġin Ġ1974 .",O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O,NONE
"Ġ"" I 'd Ġalso Ġlike Ġto Ġtake Ġthe Ġchance Ġto Ġsay Ġthat Ġtomorrow 's Ġgame Ġwill Ġtake Ġplace ,"" ĠBut r agu eno Ġdeclared Ġof Ġthe Ġ"" Part ido Ġcontra Ġla ĠP ob re za "" Ġ( Game ĠAgainst ĠPoverty ).",O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O,NONE
"ĠMr ĠK hod ork ovsky Ġis Ġnow Ġin Ġjail , Ġon Ġseparate Ġfraud Ġcharges .",O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O,NONE
"ĠMary ĠO ' Malley , Ġthe Ġfounder Ġof Ġthe Ġtheatre , Ġgave Ġme Ġmy Ġfuture .",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O,founder
ĠN ees on Ġused Ġto Ġlisten Ġto Ġhis Ġser mons Ġon Ġa ĠFriday Ġnight Ġin ĠB ally men a .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O,NONE
ĠBrown Ġand ĠBlair Ġface Ġnew Ġrift Ġclaims,B-POLITICIAN O B-POLITICIAN O O O O,NONE
ĠIt Ġis Ġno Ġwonder Ġthat ĠSir ĠClive ĠWoodward Ġhas Ġelevated Ġthe ĠGal way - based Ġcoach Ġto Ġhead Ġthe ĠLions ĠTest Ġside .,O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O,NONE
"ĠMr ĠK hod ork ovsky , Ġwho Ġhad Ġfunded Ġliberal Ġopposition Ġgroups , Ġwas Ġarrested Ġin ĠOctober Ġlast Ġyear Ġon Ġfraud Ġand Ġtax Ġevasion Ġcharges Ġand Ġis Ġstill Ġin Ġjail",O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠSince Ġ2002 , ĠMs ĠTan Ġhas Ġbeen Ġmanaging Ġdirector Ġand Ġchief Ġexecutive Ġof ĠMetro j aya , Ġone Ġof Ġthe Ġlargest Ġretail Ġgroups Ġin ĠMalaysia .",O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O,chief executive
"ĠMr ĠJohnson Ġallegedly Ġapproached ĠDr ĠDre , Ġwho Ġwas Ġseated Ġat Ġa Ġtable Ġin Ġfront Ġof Ġthe Ġstage , Ġand Ġappeared Ġto Ġask Ġfor Ġan Ġaut ograph Ġbefore Ġpunching Ġhim .",O B-PUBLIC-FIGURE O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
ĠIt 's Ġsuccess Ġcontinues Ġa Ġstrong Ġtrend Ġof ĠHoll wood Ġmovie - going Ġthis Ġyear Ġwith Ġfigures Ġfor Ġthe Ġpopular ĠPresident 's ĠDay Ġweekend Ġ13 % Ġgreater Ġthan Ġlast Ġyear .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠTheresa ĠMay , Ġshadow Ġsecretary Ġfor Ġthe Ġfamily , Ġtold ĠBBC ĠRadio Ġ4 's ĠToday Ġprogramme Ġthat Ġthe Ġgovernment 's Ġplans Ġwere Ġ"" in adequ ate "" Ġand Ġwere Ġ"" p ap ering Ġover Ġthe Ġcracks Ġof Ġthe Ġcurrent Ġsystem "".",B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠFather - of - two ĠMr ĠMous a , Ġ28 , Ġa Ġhotel Ġreception ist , Ġwas Ġarrested Ġwith Ġeight Ġmen Ġseized Ġat Ġa Ġhotel Ġin ĠBas ra Ġin ĠSeptember Ġ2003 .",O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O,NONE
ĠClarke Ġto Ġunveil Ġimmigration Ġplan,B-POLITICIAN O O O O,NONE
ĠHome ĠSecretary ĠCharles ĠClarke Ġwants Ġto Ġintroduce Ġa Ġpoints Ġsystem Ġfor Ġeconomic Ġmigrants Ġand Ġincrease Ġdeport ations Ġof Ġfailed Ġasylum Ġseekers .,O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O,NONE
ĠSchr ader Ġwas Ġreplaced Ġby Ġdirector ĠR enny ĠHar lin Ġwho Ġmade Ġa Ġnew Ġversion Ġof Ġthe Ġfilm Ġwhich Ġdebuted Ġin Ġ2004 .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O,NONE
"ĠThe Ġpre quel Ġproject Ġwas Ġoriginally Ġannounced Ġin Ġ2001 , Ġwith Ġactor ĠLiam ĠN ees on Ġin Ġthe Ġlead Ġrole Ġand ĠJohn ĠFranken heimer Ġas Ġdirector .",O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O,NONE
ĠO ' Connell Ġ- Ġsk ipper Ġin Ġthe Ġabsence Ġof ĠBrian ĠO ' Dr isc oll Ġ- Ġpowered Ġthrough ĠParks ' Ġweak Ġtackle Ġafter Ġa Ġfree - kick Ġfrom Ġa Ġscr umm age Ġto Ġbur row Ġover .,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O B-ATHLETE O O O O O O O O O O O O O O O O O O,NONE
"ĠIn Ġthe ĠUkraine Ġearlier Ġthis Ġyear , ĠMr ĠSoros Ġ- Ġwho Ġtook Ġon Ġthe ĠBank Ġof ĠEngland Ġin Ġthe Ġ1990 s Ġ- Ġand Ġwon , Ġwas Ġpel ted Ġby Ġprotestors .",O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O,NONE
"Ġ"" I Ġdon 't Ġbelieve Ġin Ġvind ict iveness , ĠI Ġdon 't Ġthink Ġthat Ġhas Ġany Ġplace Ġin Ġpolitics , Ġunlike Ġthe Ġprime Ġminister Ġand ĠAl ast air ĠCampbell .""",O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O,NONE
"ĠF ears Ġraised Ġover Ġballet Ġfuture Ċ Ċ Few er Ġchildren Ġin Ġthe ĠUK Ġare Ġfollowing Ġin Ġthe Ġd ain ty Ġfootsteps Ġof Ġdancers Ġlike ĠDar ce y ĠBus sell , Ġand Ġcarving Ġout Ġpotential Ġcareers Ġas Ġballet Ġdancers .",O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O,NONE
"ĠMr ĠAbbas i , Ġ23 , Ġfrom ĠC roy don , Ġsouth ĠLondon , Ġwas Ġtaken Ġto ĠGuantanamo ĠBay Ġafter Ġbeing Ġcaptured Ġin ĠAfghanistan Ġin Ġ2001 .",O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O,NONE
ĠJack ĠCunningham Ġto Ġstand Ġdown,B-POLITICIAN I-POLITICIAN O O O,NONE
ĠSinger ĠFerguson Ġ' facing Ġeviction ' Ċ Ċ Three ĠDeg rees Ġstar ĠSheila ĠFerguson Ġis Ġthe Ġfavourite Ġto Ġbe Ġev icted Ġfrom ĠITV 's ĠI 'm ĠA ĠCelebrity ... ĠGet ĠMe ĠOut ĠOf ĠHere Ġon ĠMonday .,O B-MUSICIAN O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,NONE
ĠComic ĠJoe ĠPas qu ale Ġremains Ġodds Ġon Ġfavourite Ġto Ġwin Ġthe Ġreality Ġshow .,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O,NONE
ĠMr ĠG op in ath Ġsaid Ġthe Ġplanes Ġwill Ġconnect Ġregional ĠIndian Ġcities .,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O,NONE
"ĠDirect ed Ġby ĠAnd rey ĠZ vy ag int se v , ĠThe ĠReturn Ġpreviously Ġwon Ġthe Ġ2003 ĠGolden ĠLion Ġaward Ġat Ġthe ĠVenice ĠFilm ĠFestival .",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O,NONE
ĠBlair 's Ġhope Ġfor ĠBl unk ett Ġreturn,B-POLITICIAN O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O,NONE
ĠRad cliffe Ġeyes Ġhard Ġline Ġon Ġdrugs Ċ Ċ Paul a ĠRad cliffe Ġhas Ġcalled Ġfor Ġall Ġathletes Ġfound Ġguilty Ġon Ġdrugs Ġcharges Ġto Ġbe Ġtreated Ġas Ġcriminals .,B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,NONE
ĠRad cliffe 's Ġcomments Ġcome Ġat Ġa Ġtime Ġwhen Ġseveral ĠAmerican Ġsports Ġstars Ġare Ġunder Ġsuspicion Ġof Ġsteroid Ġuse .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,NONE
ĠJ oss ĠStone Ġis Ġa Ġsoul Ġartist .,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O,NONE
"ĠI Ġlove ĠJ oss Ġto Ġbits Ġand Ġdon 't Ġcare Ġwhat Ġher Ġbranding Ġis Ġ- Ġit 's Ġamazing Ġmusic , Ġfull Ġstop .",O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O,NONE
"ĠJ oss ĠStone Ġis Ġsimply Ġsinging Ġa Ġcertain Ġtype Ġof Ġmusic Ġthat Ġcan Ġbe Ġconsidered Ġurban Ġin Ġstyle , Ġjust Ġas Ġsomeone Ġfrom Ġan Ġinner Ġcity , Ġand Ġindeed Ġnot Ġfrom Ġthe ĠUSA Ġcould Ġsing Ġcountry Ġmusic .",B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠDirect ed Ġby ĠAnt oine ĠFu qua , Ġthe Ġfilm Ġwas Ġpoorly Ġreceived Ġby Ġcritics Ġand Ġdid Ġnot Ġperform Ġstrongly Ġat Ġthe Ġbox Ġoffice .",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O,NONE
"ĠMichael ĠHoward Ġhas Ġno Ġdoubt Ġit Ġis Ġthe Ġprime Ġminister Ġwho , Ġhe Ġclaims , Ġis Ġ"" ram ming "" Ġthrough ĠParliament Ġthe Ġcontroversial Ġnew Ġanti - terror Ġmeasures Ġwithout Ġproper Ġdebate .",B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"ĠIn Ġa Ġstatement Ġrecorded Ġfor Ġtelevision , ĠMr ĠBlair Ġsaid Ġthe Ġfamilies Ġdeserved Ġ"" to Ġbe Ġcompletely Ġand Ġpublicly Ġexoner ated "".",O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O,NONE
"Ġ"" Tony ĠBlair Ġhas Ġhealed Ġr ifts , Ġhe Ġis Ġhelping Ġto Ġheal Ġwounds .",O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O,NONE
ĠJudge ĠCharles ĠHarris ĠQC Ġmade Ġhis Ġremarks Ġas Ġhe Ġsentenced Ġthree Ġmen Ġfor Ġassaults Ġcarried Ġout Ġwhile Ġdrunk Ġand Ġhigh Ġon Ġdrugs Ġafter Ġa Ġnight Ġout .,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O,judge
"ĠAccording Ġto Ġpundits , Ġthe Ġfilm Ġhas Ġovert aken Ġprevious Ġfavourite ĠThe ĠAv iator , Ġwith ĠEast wood Ġalso Ġtipped Ġto Ġtake Ġthe Ġbest Ġdirector Ġaward .",O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O,NONE
"ĠThe ĠAv iator Ġhas Ġscored Ġa Ġbest Ġdirector Ġnomination Ġfor ĠMartin ĠSc ors ese , Ġwho Ġhas Ġnever Ġwon Ġan ĠOscar , Ġwhile Ġstars ĠLeonardo ĠDi Cap rio Ġand ĠC ate ĠBl anche tt Ġare Ġboth Ġnominated Ġfor Ġacting ĠOscars .",O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,NONE
ĠHil ary ĠSw ank Ġis Ġthe Ġfavourite Ġto Ġwin Ġbest Ġactress Ġfor Ġthe Ġsecond Ġtime Ġin Ġsix Ġyears .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O,NONE
ĠTony ĠBlair Ġhas Ġsaid ĠConservative Ġpolicies Ġwould Ġcause Ġeconomic Ġfailure .,B-POLITICIAN I-POLITICIAN O O O O O O O O O,NONE
ĠPlayer Ġburn - out Ġworries ĠRobinson,O O O O O B-ATHLETE,NONE
