sentence,true_tags,predicted_tags
"mr leslie said : "" the prime minister should be able to appoint the best person for the job whether they sit in the house of lords or the house of commons . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the peers voted by 229 to 206 to say in law that lord chancellor ##s must also be peers .,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O I-POLITICIAN O O O O O O
mr leslie said it was irrelevant whether the post was called secretary of state for constitutional affairs or lord chancellor .,O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O
"the government had initially proposed to take this institution and "" smash it to pieces , "" mr gr ##ie ##ve said .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O
"but the tory mp for sl ##ea ##ford and north h ##yk ##eh ##am admitted the lord chancellor ' s role and office "" cannot be frozen in as ##pic "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O
cult band ka ##sa ##bian surge forward indie dance band ka ##sa ##bian built up a cult following throughout 2004 to secure three brit award nominations .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O
"the four - piece leicester band blend ##s dark electronics with rock , earning ka ##sa ##bian places on the best british group , rock act and live act short ##lists .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O
"they have also earned a reputation as outspoken and charismatic , in contrast to fellow brit nominees such as keane and snow patrol . """,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-MUSICIAN O B-MUSICIAN I-MUSICIAN O O
"british music needs a kick up the ars ##e and britain needs a new band to breathe life into the british people again , "" declared ka ##sa ##bian ' s singer tom mei ##ghan .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O,O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O
"mei ##ghan grew up in leicester with ka ##sa ##bian songwriter / guitarist sergio pi ##zzo ##rno and bassist chris edwards , a trio which began making music from the age of 17 .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,B-MUSICIAN I-MUSICIAN O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O
"we saw his long side ##burn ##s and thought ' hey , he looks the part , we ' ll ask him , ' "" said mei ##ghan .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
"we got a computer and we cut rock ' n ' roll up , because there ' s no point in going back to how it was , "" said mei ##ghan . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O
"the band ' s original approach is reflected in its name , inspired by linda ka ##sa ##bian - the get ##away driver of us serial killer charles manson .",O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O,O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"ka ##sa ##bian moved into a remote farmhouse in rutland to record their debut album , benefit ##ing from its isolation but also managing to sneak in a few parties while they were there .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"signed to the rca record label , ka ##sa ##bian tested the water with two singles , club foot and l ##sf , which reached numbers 19 and 10 in the uk singles chart respectively .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O
"ka ##sa ##bian ' s self - titled album was released last september to widespread critical acclaim , its indie dance stance drawing comparisons to the stone roses , primal scream and the happy mondays .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O O O
"as 2004 progressed ka ##sa ##bian would score a further two hits - processed beats and cut ##t off - and embark upon a well - received uk tour . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O
"we take our music seriously , definitely , but we want to have fun with it , "" said pi ##zzo ##rno . """,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O
"this is not a job to us , "" added mei ##ghan . """,O O O O O O O O O O O O O O,O O O O O O O O O O B-AUTHOR-WRITER I-BUSINESS-EXECUTIVE-MANAGER O O
"troubled marsh under sec scrutiny the us stock market regulator is investigating troubled insurance broker marsh & mc ##len ##nan ' s shareholder transactions , the firm has said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O
marsh has said it is co - operating fully with the sec investigation .,O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O
marsh is also the focus of an inquiry the new york attorney - general into whether ins ##urer ##s rigged the market .,O O O O O O O O O O O O O O O O O O O O O O O,B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O
"since that inquiry was launched in october , marsh has replaced its chief executive and held a board ##room shake - out to meet criticism by less ##ening the number of company executives on the board .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"this is the issue at the heart of the inquiry by new york ' s top law officer , eliot spit ##zer , and a separate prosecution of five ins ##urer ##s by the state of california .",O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O
"the sec ' s investigation into so - called related party transactions includes dealings in the trident funds , managed by mm ##c capital , the company ' s private equity firm .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O
"marsh ' s new chief executive , michael cher ##kas ##ky , is trying to negotiate a settlement with mr spit ##zer .",O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O,O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
mr spit ##zer has built up a reputation as a fierce critic and campaign ##er against corporate america ' s mis ##dee ##ds .,O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O
"according to the financial times , insurance analysts are now questioning whether marsh will be able to maintain its strong record of earning growth as they draw up forecast ##s for the first quarter of next year .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O
parker misses england clash tom shan ##k ##lin will start in the centre for wales against england in cardiff on saturday after sonny parker failed to recover from a trapped neck nerve .,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,B-ATHLETE O O O O I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O
"shan ##k ##lin was first - choice wing in the autumn tests , but prefers centre and will face england debut ##ant mathew tai ##t .",O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O
dragons three - quarter hal lu ##sco ##mbe takes shan ##k ##lin ' s wing berth .,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O
"davies wins the vote ahead of robin mc ##bry ##de , who sits on the bench having recently returned to action for the scarlet ##s following a neck injury .",O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O
"sid ##oli is back for the first time since last season ' s six nations , the blues second row back to form after a ni ##gg ##ling groin problem .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"williams , sid ##oli ' s team - mate at cardiff , is set to win his 50th cap , replacing the injured colin char ##vis after making a quicker - than - expected recovery from a neck disc problem . """,O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,B-ATHLETE O O I-ATHLETE O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O
"initially when i had the diagnosis it was a case of trying to get fit for the italy game next week , but fortunately my recovery has been a lot quicker than we all hoped , "" williams told bbc sport wales . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O
"williams says he expects a tor ##rid time from an england loose - forward trio of lewis moody , joe wo ##rs ##ley and andy hazel ##l . """,O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O,B-ATHLETE O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O
"they are three top - class players , especially wo ##rs ##ley and moody .",O O O O O O O O O O O O O O O,O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O
"they have been there and done it , "" williams added . """,O O O O O O O O O O O O O,O O O O O O O O O B-ATHLETE O O O
"lu ##sco ##mbe gets the nod on the wing ahead of dragons team - mate kevin morgan , who wins a place on the bench alongside un ##cap ##ped blues prop john ya ##pp .",O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O
"g thomas ( toulouse ( capt ) ; h lu ##sco ##mbe ( dragons ) , t shan ##k ##lin ( blues ) , g henson ( os ##pre ##ys ) , s williams ( os ##pre ##ys ) ; s jones ( clermont au ##ver ##gne ) , d peel ( scarlet ##s ) ; g jenkins ( blues ) , m davies ( gloucester ) , a jones ( os ##pre ##ys ) , b cock ##bain ( os ##pre ##ys ) , r sid ##oli ( blues ) , d jones ( scarlet ##s ) , m williams ( blues ) , m owen ( dragons ) .",B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O,B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O
"r mc ##bry ##de ( scarlet ##s ) , j ya ##pp ( blues ) , j thomas ( os ##pre ##ys ) , r jones ( os ##pre ##ys ) , g cooper ( dragons ) , c sweeney ( dragons ) , k morgan ( dragons ) .",O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O
mr flynn said that the move to using subscription ##s happened over the space of a few weeks at the end of 2004 .,O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O
"what made us uncomfortable was that these services were not being marketed transparent ##ly , "" said mr flynn . """,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O
"some have been told to rev ##amp websites so customers know what they get for their money and what they are signing up for , said mr flynn .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O
"also , said mr flynn , vo ##da ##fo ##ne has briefly cut off between eight and ten content sellers fl ##out ##ing the rules . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B-BUSINESS-EXECUTIVE-MANAGER O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O
"the mobile is so personal that people really res ##ent the abuse of what is effectively part of their personality , "" said mr flynn .",O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O
the american film institute ( afi ) hailed mel gibson ' s biblical epic and michael moore ' s political documentary as inspiring national debate .,O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O,O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O B-AUTHOR-WRITER I-ACTOR-DIRECTOR O O O O O O O O O
"in referring to marlon brand ##o ' s death on 1 july at the age of 80 , the 13 - strong afi jury concluded "" the art of screen acting has two chapters - ' before brand ##o ' and ' after brand ##o ' .",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O
"among current trends , it highlighted the final broadcasts of veteran newscast ##ers tom bro ##ka ##w , barbara walters and the impending retirement of cbs news anchor dan rather .",O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O,O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O
"uk house prices dip in november uk house prices dipped slightly in november , the office of the deputy prime minister ( o ##dp ##m ) has said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O
both deutsche boer ##se and rival euro ##ne ##xt held talks with the london market last week over a possible offer .,O O O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O
"a £1 . 3 ##bn offer from deutsche boer ##se has already been rejected , while euro ##ne ##xt has said it will make an all cash bid .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O
"speculation suggests that paris - based euro ##ne ##xt has the facilities in place to make a bid of £1 . 4 ##bn , while its german rival may up its bid to the £1 . 5 ##bn mark .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"the newspaper also claimed mr se ##ifer ##t was becoming "" increasingly frustrated "" with the pace of negotiations since deutsche boer ##se ' s £1 . 3 ##bn offer was rejected in mid - december , in particular the l ##se ' s decision to suspend talks over the christmas period .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"l ##se and euro ##ne ##xt do not have control over their clearing and settlement operations , a situation which critics say is more transparent and competitive .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O
"apple also sent requested information from the n ##fo ##x . com , the internet service provider of power ##page ' s publisher jason o - grady .",O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O,O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O
apple was not immediately available for comment .,O O O O O O O O,B-ATHLETE O O O O O O O
"lee told them to "" work up the corporate ladder because everybody can ' t be an actor , everybody can ' t make a record "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O
"returning to his old university , which educate ##s only african american students , lee discussed the challenges facing black people in the entertainment industry . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O
"even den ##zel ( washington ) , he ' s getting $ 20 ##m a movie .",O O O O O O O O O O O O O O O O O,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O
"but when it comes time to do a movie , he has to go to one of those gate ##keepers , "" lee said .",O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR O O
"lee has made more than 25 films , including jungle fever , do the right thing , summer of sam and 1986 hit she ' s gotta have it .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"the all new top of the pops was fronted by newcomer tim ka ##sh and was put together by producer and ##i peters , who was brought back to the bbc from channel 4 to rev ##ital ##ise the series .",O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O
tim ka ##sh has since been replaced as host by fear ##ne cotton .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
"mr keating described bbc two as the "" natural home "" of top of the pops .",O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O
a bbc spoke ##sw ##oman said and ##i peters would continue as executive producer on the show .,O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O,O O O O O O B-BUSINESS-EXECUTIVE-MANAGER B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O
wall street cheers bush victory the us stock market has closed higher in response to george w bush ' s victory in the presidential elections .,O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O,O O O B-POLITICIAN O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O
"many investors believe that mr bush ' s policies are more business - friendly than those of his democrat challenger , john kerry .",O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O,O O O O O B-POLITICIAN O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O
"mr kerry conceded defeat on wednesday , abandoning last - ditch hopes of carrying the vote in the swing state of ohio . """,O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O
"i would look at the stock market rally for bush as kind of a one - day event , "" said ken may ##land at clear ##view economics .",O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O,O O O O O O O O O B-POLITICIAN O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O
the rise in oil prices partly reflects the view that president bush is less likely than mr kerry to release supplies from the us ' strategic oil reserve .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B-POLITICIAN O O O O O B-POLITICIAN O O O O O O O O O O O
"in key swing states such as ohio , which has suffered substantial job losses in the past four years , president bush ' s handling of the economy became a crucial election issue .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O
"senator kerry attacked president bush ' s economic record during his campaign , hammering home the fact that a net 800 , 000 jobs were lost during his term in office .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O
"president bush focused on the fact that two million jobs have been created in the past year , claiming that it has vin ##dicated his tax - cutting agenda .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"senator kerry planned to increase taxes on those earning more than $ 200 , 000 a year .",O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O
president bush has placed reform of the pensions system at the heart of his economic agenda for a second term .,O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O
dawson wins england squad recall wasps sc ##rum - half matt dawson has been recalled to england ' s training squad ahead of the rb ##s six nations and been reinstated in the elite player squad .,O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O
"coach andy robinson dropped dawson for the autumn tests after he missed training to film ' a question of sport . ' """,O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE O B-ATHLETE O O O O O O O O O O O O O O O O O O
"i always said i would consider bringing matt back if i felt he was playing well , "" robinson said . """,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-ATHLETE O O O O O O O O O O B-ATHLETE O O O
"it ' s obviously an honour to be asked to train with england , "" said tai ##t , who has burst into contention recently . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O
"robinson has invited 42 players to attend a three - day session in leeds next week , in which his squad will train in part with the leeds rhino ##s rugby league squad .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"with mike tin ##dal ##l ruled out of the opening two matches and will greenwood side ##lined for the entire six nations , tai ##t is one of six or seven contenders for the two centre berth ##s .",O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O
