tokens,ner_tags,keyword
"arsenal boss ars ##ene wen ##ger , who was fined £1 ##5 , 000 in december for accusing manchester united striker ru ##ud van ni ##ste ##lr ##oo ##y of cheating , believes that aragon ##es ' punishment was too len ##ient .",O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O O O,NONE
blair cong ##rat ##ulates bush on win,B-POLITICIAN O O O B-POLITICIAN O O,NONE
""" all of us in positions of leadership , not just president bush , have a responsibility to rise to this challenge .",O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O,NONE
"even before the result became clear , mr blair was being urged to push for action on climate change at his first meeting with whichever candidate won .",O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O,NONE
"but my ##ron e ##bell , an adviser on climate change to president bush , has said there would be no change in the us stance and rejected the threat of climate change .",O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O,NONE
"mr blair told the audience he believed the iraq war would have made britain a safer place if its emerging democracy succeeded and that he wanted to bring troops home as soon as possible , but not before the job was done .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
dame julie pops in to see pop ##pins mary pop ##pins star dame julie andrews watched the hit stage version of her classic film at a charity performance in london ' s west end .,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O,NONE
"it was the first time dame julie , who shot to fame as the nanny in the 1964 disney movie , had seen the musical , staged at the prince edward theatre .",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
the mary pop ##pins musical has been master ##mind ##ed by theatre imp ##res ##ario sir cameron mack ##int ##osh and directed by richard eyre with choreography by matthew bourne .,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
the move follows a decision earlier this month by an ##il - the younger brother of reliance group president mu ##kes ##h am ##ban ##i - to resign from his post .,O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O,NONE
singer - songwriter casey beat brian mc ##fa ##dden and damien rice .,O O O B-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O,NONE
john patterson will be in charge of drug development .,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O,NONE
meanwhile the likes of health secretary john reid and labour peer lord has ##kins are warning of the electoral dangers of allowing this soap opera to continue .,O O O O O O B-POLITICIAN I-POLITICIAN O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O,NONE
"khan told an indian news channel on her mobile phone : "" they are not even letting me go home to get my bags .",B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O,NONE
khan was involved in controversy when top ##less photos alleged to be of her appeared in a norwegian magazine .,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O,NONE
"box office blow for alexander director oliver stone ' s historical epic alexander has failed in its bid to conquer the box office , entering the us film charts at number six .",O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"but novelist gore vidal defended the film , saying it was "" barrier - breaking "" for its frank depiction of bisexual ##ity .",O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O,novelist
ge ##rrard happy at an ##field,B-ATHLETE I-ATHLETE O O O O,NONE
mr park ' s statement came as the bank decided to keep interest rates at an all - time low of 3 . 25 % .,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O,NONE
spec ##tor facing more legal action,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O,NONE
fox attacks blair ' s tory ' lies ',B-POLITICIAN O B-POLITICIAN O O O O O O,NONE
"commenting on mr ma ##kar ##ov ' s case , he said : "" the british state is not a fat cow - it is impossible to come here and demand give me more money every week . """,O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"the peruvian international was sold to aston villa a year ago but in the phone - in for bbc newcastle , so ##unes ##s said tried to re - sign him , but villa were not interested in selling .",O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,NONE
the second pop idol - style search for literary talent has begun with the help of the brother of simon cow ##ell .,O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O,NONE
writer tony cow ##ell is among the judges who will hear aspiring writers read their work aloud .,O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O,writer
"paul ca ##vana ##gh , a former university professor and health care consultant from ontario in canada , was one of 1 , 46 ##6 aspiring novelist ##s to enter the first contest .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,professor
""" somebody , i think it was mr phillips , said they won ' t have money for flowers at wimbledon .",O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O,NONE
"an all england club spokesperson denied phillips made the remark , insisting : "" he definitely didn ' t say it . """,O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O,NONE
"serena williams , who is also in dubai , added : "" i ' m obviously for equal prize money .",B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O,NONE
labour peer lord dub ##s ' succession to the crown bill aims to end the right of male heirs to succeed to the crown even if they have an older sister .,O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
farrell saga to drag on -,B-ATHLETE O O O O O,NONE
the prospect of farrell switching codes has been the main talking point of the super league season so far .,O O O B-ATHLETE O O O O O O O O O O O O O O O O,NONE
""" athletes like him - elle ##ry han ##ley and martin johnson - don ' t come along very often .",O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O O O,NONE
"brad adams , from human rights watch , said : "" this is a huge political signal from europe that they are willing to forget about tian ##an ##men square .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
reliance unit loses an ##il am ##ban ##i,O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER,NONE
"an ##il , 45 , has stepped down as director and vice - chairman of indian pet ##ro ##chemical ##s corporation ( ip ##c ) .",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O,chairman
holmes will have now have intensive treatment in south africa .,B-ATHLETE O O O O O O O O O O,NONE
"in an article for the times newspaper , ms dun ##wood ##y , who chairs the transport select committee , says : "" slight increases to low car speeds increase hugely the risks to pedestrians and cyclists .",O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
last week grammy producers announced the show will be hosted by rap star and chicago actress queen la ##ti ##fa ##h .,O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O,NONE
"charles gan ##t , heat : film - the aviator ; director - clint eastwood ; actor - jamie fox ##x ; actress - hilary swan ##k .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- steven gay ##dos , variety : film - the aviator ; director - martin sc ##ors ##ese ; actor - jamie fox ##x ; actress - hilary swan ##k .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- jamie graham , total film : film - the aviator ; director - martin sc ##ors ##ese ; actor - jamie fox ##x ; actress - hilary swan ##k .",O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- jonathan ross , film 2005 : film - the aviator ; director - martin sc ##ors ##ese ; actor - jamie fox ##x ; actress - hilary swan ##k .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
-,O,NONE
"tim dams , screen international : film - million dollar baby ; director - clint eastwood ; actor - jamie fox ##x ; actress - hilary swan ##k .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- charles gan ##t , heat : film - sideways ; director - mike leigh ; actor - jamie fox ##x ; actress - im ##eld ##a st ##au ##nton .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- steven gay ##dos , variety : film - million dollar baby ; director - clint eastwood ; actor - don che ##ad ##le ; actress - im ##eld ##a st ##au ##nton .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- jamie graham , total film : film - sideways ; director - alexander payne ; actor - jamie fox ##x ; actress - hilary swan ##k .",O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- wendy id ##e , the times : film - sideways ; director - alexander payne ; actor - don che ##ad ##le ; actress - im ##eld ##a st ##au ##nton .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"- jonathan ross , film 2005 : film - sideways ; director - clint eastwood ; actor - jamie fox ##x ; actress - kate wins ##let .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"at the british comedy awards on wednesday , ge ##rva ##is was handed a special achievement award for writing .",O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O,NONE
french - canadian pop star roc ##h vo ##isi ##ne was named best franco ##phone male artist .,O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O,NONE
"she is currently starring in a very long engagement , directed by jean - pierre je ##une ##t .",O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"je ##une ##t was also responsible for directing taut ##ou in amelie in 2001 , which launched the actress into the mainstream .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O,NONE
moore questions captain ##cy,B-ATHLETE O O O,NONE
"and former england captain moore told the bbc : "" full - backs are too far away from the action .",O O O O B-ATHLETE O O O O O O O O O O O O O O O O,NONE
"it is directed by robert ze ##me ##cki ##s , who has previously worked with hank ##s on forrest gum ##p and cast ##away .",O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O,NONE
"jackson is thought to have secured the most lucrative film directing deal in history to remake king kong , which is currently in production in wellington .",B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O,NONE
"at first , white claimed she took the drug to combat na ##rco ##le ##psy but she now takes full responsibility for her actions .",O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O,NONE
"one of the most successful and respected rap stars of the last eight years , jay - z ' s hits have included hard knock life , dirt off your shoulder and 03 bonnie and clyde with his girlfriend beyonce knowles .",O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O,NONE
mrs howard has also appeared along side her husband on tv chat shows .,O B-POLITICIAN O O O O O O O O O O O O,NONE
probe launched on ken nazi ji ##be,O O O B-POLITICIAN O O O,NONE
the prime minister tony blair is among those who have called for an apology but so far the mayor has refused .,O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O,NONE
ge ##rrard plays down european hopes,B-ATHLETE I-ATHLETE O O O O,NONE
ge ##rrard has made no secret of his desire to be involved in europe ' s premier club competition .,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,NONE
"video games are "" big business "" , the paper quoted mr cher ##nin as saying .",O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O,NONE
their former coach christ ##os t ##zek ##os has also been charged with distributing banned substances .,O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O,NONE
when president nestor ki ##rch ##ner of argentina arrived in power he began to negotiate a solution to the disagreements with international utilities operating in argentina .,O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O,NONE
athletics fans had every reason to believe they would see the new - look kelly holmes tearing up the track again .,O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O,NONE
""" kelly has to figure out for herself what it is she wants and that will be based on athletics decisions , whether she can be competitive , if she is fit enough to put her neck on the line .",O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
choose hope over fear - kennedy,O O O O O B-POLITICIAN,NONE
"he was also a talented jazz composer , arranger and band leader , playing at the newport jazz festival and carnegie hall and recording with noted jazz musicians such as mil ##t jackson and david "" fat ##head "" newman .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O,NONE
""" there will never be another musician who did as much to break down the perceived walls of musical genres as much as ray charles did , "" he said .",O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O,NONE
li ##b dem mp le ##mbit op ##ik said ministers had invented a new category of hunting - chasing away - and,O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O,NONE
the middle way group also said mr bradshaw would be put in a position where he would have to buy a rifle to shoot animals that would have previously gone free .,O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
""" if mr bradshaw is setting his dogs to chase wild animals then he is hunting them and that will be a criminal offence .",O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O,NONE
that game is one smith would be delighted to see reinstated .,O O O O B-ATHLETE O O O O O O O,NONE
both the prime minister and chancellor gordon brown have called for urgent action to fight world poverty .,O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O,NONE
"mr blair , who has described africa as a "" scar "" on the world ' s conscience , has already said tack ##ling world poverty would be one his g ##8 priorities along with climate change and the aids epidemic .",O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
former superman actor the late christopher reeve was an advocate for the research after he was para ##ly ##sed in a horse riding accident .,O B-PUBLIC-FIGURE O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O,NONE
"shadow spokesman for sport hugh robertson said : "" i suspect the correct way to tackle it is to look at the other end of the spectrum and try to enable the clubs - which is where the real passion for sport exists - to deliver the school sport offer . """,O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
mr brown is currently touring africa after a week of facing questions about reports of his splits with downing street .,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O,NONE
mc ##lei ##sh ready for criticism,B-ATHLETE I-ATHLETE I-ATHLETE O O O,NONE
owen determined to stay in madrid england forward michael owen has told the bbc he is happy in spain and has no plans to quit real madrid to return to the premiership in the near future .,B-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
ahmed ' mid ##o ' ho ##ssa ##m has made another apology to the egyptian people in an attempt to rejoin the national team .,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O,NONE
"stall ##one evicted from big brother jackie stall ##one , mother of actor sylvester , has become the first star to be evicted from celebrity big brother .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O,NONE
"feminist icon germain ##e greer quit the show earlier in the week over what she called "" bullying "" tactics used by the programme ' s producers .",O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O,NONE
"az ##mat beg ##g , father of mo ##az ##zam , thanked his lawyers and the british people for the support he had received while campaigning for his son ' s release .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O,NONE
"the us has also announced that 48 - year - old australian ma ##md ##ou ##h ha ##bib , previously accused of terrorist offences , will be released without charge from camp delta .",O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O,NONE
mr e ##bber ##s is on trial for fraud and conspiracy in relation to world ##com ' s collapse in 2002 .,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O,NONE
church urges nelly show boycott,O O B-MUSICIAN O O,NONE
"u - carmen ek ##hay ##eli ##ts ##ha ( carmen in k ##hay ##eli ##ts ##ha ) , which is one of 21 films up for berlin ' s top prize , the golden bear , is british director mark do ##rn ##ford - may ' s first feature film .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O,NONE
johnny de ##pp :,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"another role under burton , ed wood , starred de ##pp as the crazed cult film - maker wood , in 1994 .",O O O B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR B-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR O O O O,NONE
mr fuller was the creative drive behind pop idol and its us offspring american idol .,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O,NONE
"presley ' s daughter lisa marie retains possession of grace ##land and many of her father ' s "" personal effects "" .",B-MUSICIAN O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O,NONE
pete doherty misses bail deadline,B-MUSICIAN I-MUSICIAN O O O,NONE
"musician alan was ##s , 23 , also of north london , appeared in court accused of the same offences .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O,NONE
"the singer , who has been linked to super ##mo ##del kate moss , was arrested after police were called to the is ##lington hotel in response to claims that a man had been assaulted .",O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O,NONE
donor attacks blair - brown ' feud ',O O B-POLITICIAN O O O O O,NONE
"singer alex ka ##pr ##ano ##s was studying english at university but had friends at art school , and the line - up was completed when guitarist nick mccarthy moved from munich , germany , to the city .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O,NONE
oscar host rock to keep it clean,O O B-ACTOR-DIRECTOR O O O O,NONE
"the show ' s producers defended rock and confirmed that he would still be presenting the oscar ceremony , saying his comments were "" humorous dig ##s "" .",O O O O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O,NONE
"the northern ireland athlete went off at a startling pace but had to hold off the challenge of welsh ##man jimmy watkins over the final 200 ##m to win in one minute , 47 . 96 seconds .",O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,NONE
"rap boss arrested over drug find rap mo ##gul marion "" su ##ge "" knight has been arrested for violating his parole after he was allegedly found with marijuana .",O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O,NONE
"mr knight , founder of death row records , served a 10 - month jail term in 2004 for punching a man while on parole for an assault conviction .",O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O,founder
"mr knight , 39 , was jailed in october 1996 following his involvement in a fight with a rival gang just hours before rapper tu ##pac sha ##kur was killed in a las vegas drive - by shooting .",O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O,NONE
he was driving sha ##kur ' s car at the time and was shot in the head .,O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,NONE
many people believe you ki ##lr ##oy .,O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O,NONE
"ki ##lr ##oy is an able com ##mun ##ica ##tor and a capable politician , in exactly the way those who lead uk ##ip are not .",B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
ki ##lr ##oy - silk was made an me ##p because of his position on the uk ##ip ' s party list .,B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O,NONE
"director martin sc ##ors ##ese ' s the aviator , starring leonardo di ##cap ##rio went on general release on christmas day in the us , ensuring it just made the deadline .",O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O,NONE
"meanwhile , design engineer tak ##uo mi ##ya ##gis ##hima will be awarded an oscar at the scientific and technical awards dinner on 12 february 2005 .",O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O,NONE
"godzilla gets hollywood fame star movie monster godzilla has received a star on hollywood ' s walk of fame , honour ##ing both his 50th birthday and the launch of his 28th film .",B-PUBLIC-FIGURE O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
